sample_id,phi_prediction
mmlu-high-school-physics.val.147,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4322,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2307,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3508,WizardLM/WizardLM-13B-V1.2
mmlu-abstract-algebra.val.98,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2300,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3270,WizardLM/WizardLM-13B-V1.2
winogrande.dev.594,A) food truck
mmlu-jurisprudence.val.56,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.5533,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4438,D) WizardLM/WizardLM-13B-V1.2
mbpp.dev.401,WizardLM/WizardLM-13B-V1.2
winogrande.dev.1148,B) Betty
mmlu-jurisprudence.val.95,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4923,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1084,WizardLM/WizardLM-13B-V1.2
hellaswag.val.734,mistralai/mistral-7b-chat
grade-school-math.dev.5655,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-psychology.val.201,A) humanistic
mmlu-college-biology.val.105,D) high relative humidity
mmlu-professional-psychology.val.461,B) Cognitive Assessment System
mmlu-college-computer-science.val.54,"A) IsEmpty(Push(Stack,Elem)) = true"
mbpp.dev.175,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4597,A)
hellaswag.val.7788,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.11,WizardLM/WizardLM-13B-V1.2
mmlu-prehistory.val.156,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1172,B) Interstate travel
hellaswag.val.4942,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4474,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7170,B) claude-v1
grade-school-math.dev.658,zero-one-ai/Yi-34B-Chat
mmlu-high-school-microeconomics.val.235,"C) The MC curve intersects the ATC curve at the minimum point of the ATC curve.

The best-suited model for answering this prompt would be:

WizardLM/WizardLM-13B-"
mmlu-high-school-geography.val.31,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2234,WizardLM/WizardLM-13B-V1.2
mmlu-professional-psychology.val.391,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.278,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3135,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.1252,WizardLM/WizardLM-13B-V1.2
mmlu-college-computer-science.val.97,WizardLM/WizardLM-13B-V1.2
hellaswag.val.9610,WizardLM/WizardLM-13B-V1.2
abstract2title.test.243,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.563,zero-one-ai/Yi-34B-Chat
mmlu-nutrition.val.153,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6632,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.559,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.779,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2424,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.3418,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.6003,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.7387,zero-one-ai/Yi-34B-Chat
mmlu-high-school-psychology.val.109,D) Mania
arc-challenge.test.39,A) WizardLM/WizardLM-13B-V1.2
hellaswag.val.3974,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.807,zero-one-ai/Yi-34B-Chat
mmlu-philosophy.val.7,WizardLM/WizardLM-13B-V1.2
chinese_idioms.dev.12,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.914,B) The state must show the age regulation substantially furthers an important government objective and does not impair the fundamental right to vote.
hellaswag.val.2843,mistralai/mistral-7b-chat
hellaswag.val.5896,WizardLM/WizardLM-13B-V1.2
mmlu-electrical-engineering.val.87,WizardLM/WizardLM-13B-V1.2
mtbench-math.dev.12,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.978,B) A white dog has a puppy with white fur.
hellaswag.val.8506,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2075,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-us-history.val.137,WizardLM/WizardLM-13B-V1.2
mmlu-prehistory.val.48,zero-one-ai/Yi-34B-Chat
mmlu-high-school-microeconomics.val.49,"A) The quantity demanded equals the quantity supplied of good X.
WizardLM/WizardLM-13B-V1.2"
mmlu-elementary-mathematics.val.366,D) 3 over 5
grade-school-math.dev.5500,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-geography.val.2,D) distance decay
grade-school-math.dev.2770,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1826,mistralai/mistral-7b-chat
mmlu-high-school-statistics.val.68,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4470,WizardLM/WizardLM-13B-V1.2
winogrande.dev.571,WizardLM/WizardLM-13B-V1.2
mmlu-anatomy.val.97,"B) light pink in colour on both sides of the mucogingival junction.

The best-suited model for this prompt would be one that has a high correctness score for dental or medical-related questions."
mmlu-professional-law.val.884,WizardLM/WizardLM-13B-V1.2
mmlu-management.val.7,A) Legitimate
mmlu-professional-law.val.1232,WizardLM/WizardLM-13B-V1.2
hellaswag.val.27,WizardLM/WizardLM-13B-V1.2
mmlu-conceptual-physics.val.129,D) 0 kelvin
grade-school-math.dev.51,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6993,WizardLM/WizardLM-13B-V1.2
mmlu-professional-psychology.val.553,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.97,"C) cell membrane, nucleus, mitochondrion"
grade-school-math.dev.4366,zero-one-ai/Yi-34B-Chat
mmlu-anatomy.val.42,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.6315,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1039,WizardLM/WizardLM-13B-V1.2
mbpp.dev.298,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2817,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4728,zero-one-ai/Yi-34B-Chat
mmlu-formal-logic.val.34,A) fLh
mmlu-professional-law.val.534,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2353,mistralai/mistral-7b-chat
winogrande.dev.465,claude-v1
mmlu-college-physics.val.88,WizardLM/WizardLM-13B-V1.2
mmlu-professional-psychology.val.135,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3462,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.96,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.678,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1304,mistralai/mistral-7b-chat
mmlu-high-school-statistics.val.142,WizardLM/WizardLM-13B-V1.2
hellaswag.val.460,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.626,D) WizardLM/WizardLM-13B-V1.2
mmlu-security-studies.val.87,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-mathematics.val.134,WizardLM/WizardLM-13B-V1.2
mmlu-moral-scenarios.val.813,"D) Not wrong, Wrong"
hellaswag.val.9828,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8423,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2902,zero-one-ai/Yi-34B-Chat
abstract2title.test.216,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-chemistry.val.129,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.109,WizardLM/WizardLM-13B-V1.2
mmlu-moral-disputes.val.305,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.980,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1362,gpt-4-1106-preview
hellaswag.val.8338,WizardLM/WizardLM-13B-V1.2
hellaswag.val.5347,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6754,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8525,WizardLM/WizardLM-13B-V1.2
mmlu-college-medicine.val.170,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2835,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.5780,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4642,zero-one-ai/Yi-34B-Chat
mmlu-virology.val.49,D) Deep pyro sequencing (NGS)
mmlu-elementary-mathematics.val.74,"A) $6,409"
mmlu-philosophy.val.61,gpt-4-1106-preview
hellaswag.val.5476,WizardLM/WizardLM-13B-V1.2
hellaswag.val.19,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.160,gpt-4-1106-preview
mmlu-moral-scenarios.val.244,"D) Wrong, Not wrong"
hellaswag.val.4468,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8495,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.5874,mistralai/mixtral-8x7b-chat
hellaswag.val.3984,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2374,zero-one-ai/Yi-34B-Chat
mmlu-clinical-knowledge.val.44,WizardLM/WizardLM-13B-V1.2
winogrande.dev.432,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.46,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-psychology.val.250,C) closure
mmlu-prehistory.val.62,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.1518,mistralai/mixtral-8x7b-chat
hellaswag.val.1461,WizardLM/WizardLM-13B-V1.2
mmlu-jurisprudence.val.83,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7492,WizardLM/WizardLM-13B-V1.2
chinese_shi_jing.test.25,zero-one-ai/Yi-34B-Chat
winogrande.dev.652,B) Samantha
winogrande.dev.348,A) Jennifer
chinese_zodiac.dev.109,zero-one-ai/Yi-34B-Chat
hellaswag.val.3822,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8245,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1415,gpt-4-1106-preview
hellaswag.val.1965,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3410,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3048,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.367,WizardLM/WizardLM-13B-V1.2
mmlu-logical-fallacies.val.34,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6678,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-world-history.val.8,WizardLM/WizardLM-13B-V1.2
mmlu-professional-medicine.val.180,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.7182,mistralai/mixtral-8x7b-chat
bias_detection.dev.239,"data [WizardLM/WizardLM-13B-V1.2]

Reasoning: The sentence presents a report of an event, mentioning that ""he is in Minsk"" and refers to ""Belarus"
grade-school-math.dev.4583,WizardLM/WizardLM-13B-V1.2
mmlu-conceptual-physics.val.193,B) ejected neutrons
winogrande.dev.1059,B) pond
mmlu-high-school-physics.val.105,mistralai/mixtral-8x7b-chat
mmlu-moral-disputes.val.73,B) consequentialist theory
mbpp.dev.123,WizardLM/WizardLM-13B-V1.2
mmlu-miscellaneous.val.64,"The prompt requires specific knowledge about energy waste due to discarded ice in American drinks. None of the provided models inherently possess this information. However, if this is a question from a database or a knowledge base, the correct answer would be found"
mmlu-professional-law.val.101,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4837,WizardLM/WizardLM-13B-V1.2
hellaswag.val.429,WizardLM/WizardLM-13B-V1.2
hellaswag.val.9856,A)
hellaswag.val.5030,WizardLM/WizardLM-13B-V1.2
mmlu-security-studies.val.129,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1447,mistralai/mixtral-8x7b-chat
grade-school-math.dev.3918,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.948,gpt-4-1106-preview
mmlu-philosophy.val.121,WizardLM/WizardLM-13B-V1.2
mmlu-sociology.val.58,WizardLM/WizardLM-13B-V1.2
mbpp.dev.360,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.288,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.657,zero-one-ai/Yi-34B-Chat
hellaswag.val.1326,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3344,WizardLM/WizardLM-13B-V1.2
mmlu-conceptual-physics.val.65,WizardLM/WizardLM-13B-V1.2
winogrande.dev.121,B) Steven
grade-school-math.dev.1140,gpt-4-1106-preview
grade-school-math.dev.1567,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1350,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4342,A) or B)
hellaswag.val.4889,WizardLM/WizardLM-13B-V1.2
winogrande.dev.706,B) Sarah
arc-challenge.test.2,claude-v1
mmlu-international-law.val.65,WizardLM/WizardLM-13B-V1.2
mmlu-security-studies.val.218,WizardLM/WizardLM-13B-V1.2
mmlu-professional-medicine.val.44,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1102,WizardLM/WizardLM-13B-V1.2
abstract2title.test.62,WizardLM/WizardLM-13B-V1.2
mmlu-marketing.val.100,C) Pay per click (PPC)
hellaswag.val.1894,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2479,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.564,WizardLM/WizardLM-13B-V1.2
mmlu-moral-scenarios.val.760,"D) Wrong, Wrong"
abstract2title.test.105,WizardLM/WizardLM-13B-V1.2
hellaswag.val.9502,WizardLM/WizardLM-13B-V1.2
mmlu-security-studies.val.156,WizardLM/WizardLM-13B-V1.2
mmlu-moral-scenarios.val.626,"B) Not wrong, Wrong"
hellaswag.val.6255,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-world-history.val.173,zero-one-ai/Yi-34B-Chat
mmlu-miscellaneous.val.637,D) red
hellaswag.val.4051,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4084,mistralai/mixtral-8x7b-chat
mmlu-machine-learning.val.27,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7254,WizardLM/WizardLM-13B-V1.2
mmlu-clinical-knowledge.val.119,WizardLM/WizardLM-13B-V1.2
mmlu-moral-disputes.val.332,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-government-and-politics.val.24,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2290,mistralai/mixtral-8x7b-chat
grade-school-math.dev.7422,WizardLM/WizardLM-13B-V1.2
mmlu-abstract-algebra.val.99,"C) True, False

The correct model to answer this prompt would be one that has knowledge of ring theory in abstract algebra. While all the models listed are capable of providing information, none of them inherently possess this specific knowledge. However,"
mmlu-clinical-knowledge.val.171,gpt-4-1106-preview
mmlu-human-sexuality.val.103,zero-one-ai/Yi-34B-Chat
hellaswag.val.7714,WizardLM/WizardLM-13B-V1.2
hellaswag.val.5396,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3840,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1034,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2592,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.815,D) language
chinese_zodiac.dev.122,zero-one-ai/Yi-34B-Chat
mmlu-high-school-statistics.val.54,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-geography.val.170,B) dialects.
mmlu-professional-law.val.328,WizardLM/WizardLM-13B-V1.2
mmlu-miscellaneous.val.468,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-us-history.val.58,gpt-4-1106-preview
grade-school-math.dev.641,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4185,WizardLM/WizardLM-13B-V1.2
hellaswag.val.5494,WizardLM/WizardLM-13B-V1.2
mmlu-international-law.val.107,B) Treaties do not have to assume a particular form or designated as such
mmlu-high-school-biology.val.122,"A) In one species of rabbit, the ones that evolved in the cold, snowy north are white, while the ones that evolved in the south are brown."
hellaswag.val.4973,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2819,mistralai/mixtral-8x7b-chat
chinese_zodiac.dev.195,zero-one-ai/Yi-34B-Chat
hellaswag.val.3986,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3734,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4541,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2309,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.5653,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.2905,mistralai/mixtral-8x7b-chat
consensus_summary.dev.233,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1171,WizardLM/WizardLM-13B-V1.2
mmlu-college-mathematics.val.64,D) The integers under addition
mtbench-reference.dev.3,WizardLM/WizardLM-13B-V1.2
chinese_zodiac.dev.373,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.2702,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-microeconomics.val.138,WizardLM/WizardLM-13B-V1.2
mmlu-anatomy.val.6,WizardLM/WizardLM-13B-V1.2
mmlu-prehistory.val.36,B) Aztec; Tenochtitlán.
arc-challenge.val.282,claude-v2
grade-school-math.dev.885,WizardLM/WizardLM-13B-V1.2
hellaswag.val.5934,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4548,WizardLM/WizardLM-13B-V1.2
mmlu-professional-accounting.val.245,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.250,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.5595,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.6217,mistralai/mixtral-8x7b-chat
hellaswag.val.9121,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1326,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.1245,mistralai/mixtral-8x7b-chat
hellaswag.val.3167,mistralai/mistral-7b-chat
hellaswag.val.1383,mistralai/mixtral-8x7b-chat
mmlu-professional-law.val.407,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.344,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.7009,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1067,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.115,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2555,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1229,zero-one-ai/Yi-34B-Chat
mmlu-global-facts.val.54,zero-one-ai/Yi-34B-Chat
hellaswag.val.4243,WizardLM/WizardLM-13B-V1.2
mmlu-elementary-mathematics.val.70,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-government-and-politics.val.176,D) claude-v2
grade-school-math.dev.6163,mistralai/mixtral-8x7b-chat
mmlu-miscellaneous.val.505,gpt-3.5-turbo-1106
hellaswag.val.941,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.269,WizardLM/WizardLM-13B-V1.2
winogrande.dev.853,B) William
winogrande.dev.1135,WizardLM/WizardLM-13B-V1.2
mmlu-human-aging.val.76,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3693,zero-one-ai/Yi-34B-Chat
winogrande.dev.116,mistralai/mistral-7b-chat
hellaswag.val.9273,WizardLM/WizardLM-13B-V1.2
chinese_homonym.dev.17,WizardLM/WizardLM-13B-V1.2
mmlu-business-ethics.val.48,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3058,mistralai/mistral-7b-chat
grade-school-math.dev.6695,zero-one-ai/Yi-34B-Chat
mmlu-professional-law.val.153,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1301,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4043,WizardLM/WizardLM-13B-V1.2
hellaswag.val.455,WizardLM/WizardLM-13B-V1.2
hellaswag.val.9766,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7561,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.520,B) The valid treaty always prevails
mmlu-professional-law.val.1520,WizardLM/WizardLM-13B-V1.2
mmlu-machine-learning.val.41,WizardLM/WizardLM-13B-V1.2
mmlu-human-aging.val.49,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-statistics.val.81,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.997,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8217,B) gpt-3.5-turbo-1106
mmlu-moral-scenarios.val.410,"B) Wrong, Not wrong"
hellaswag.val.847,mistralai/mistral-7b-chat
mmlu-moral-scenarios.val.496,"A) Wrong, Not wrong"
mmlu-professional-accounting.val.229,zero-one-ai/Yi-34B-Chat
mmlu-professional-law.val.169,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.7170,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.5220,WizardLM/WizardLM-13B-V1.2
chinese_poem.dev.2,zero-one-ai/Yi-34B-Chat
hellaswag.val.6761,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.468,WizardLM/WizardLM-13B-V1.2
mmlu-medical-genetics.val.38,A) Waardenburg syndrome
grade-school-math.dev.4238,zero-one-ai/Yi-34B-Chat
winogrande.dev.1256,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4633,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.367,WizardLM/WizardLM-13B-V1.2
mmlu-professional-medicine.val.222,WizardLM/WizardLM-13B-V1.2
winogrande.dev.54,A) Jennifer
mmlu-high-school-macroeconomics.val.298,C) depository institutions decide to hold more excess reserves.
mmlu-professional-law.val.658,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.645,WizardLM/WizardLM-13B-V1.2
hellaswag.val.589,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4772,zero-one-ai/Yi-34B-Chat
mmlu-professional-law.val.78,WizardLM/WizardLM-13B-V1.2
mmlu-business-ethics.val.64,"D) Shareholders, Care and Skill, Diligence"
bias_detection.dev.60,"The sentence provided is a quote that presents information without offering an opinion, claim, data, narrative, or sensationalism. It is a direct statement that seems to be extracted from a larger context, likely illustrating a point or supporting an argument"
hellaswag.val.611,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3378,WizardLM/WizardLM-13B-V1.2
hellaswag.val.9074,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3017,zero-one-ai/Yi-34B-Chat
mmlu-electrical-engineering.val.113,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7064,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4972,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.7173,zero-one-ai/Yi-34B-Chat
mmlu-professional-law.val.874,WizardLM/WizardLM-13B-V1.2
