sample_id,phi_prediction,phi_response,oracle_model_to_route
arc-challenge.test.602,gpt-4-1106-preview,gpt-4-1106-preview,mistralai/mixtral-8x7b-chat
mmlu-professional-law.val.498,meta/llama-2-70b-chat,meta/llama-2-70b-chat,mistralai/mixtral-8x7b-chat
mmlu-professional-law.val.1023,claude-v1,claude-v1,zero-one-ai/Yi-34B-Chat
hellaswag.val.3857,gpt-4-1106-preview,gpt-4-1106-preview,claude-instant-v1
hellaswag.val.1881,mistralai/mistral-7b-chat,mistralai/mistral-7b-chat,mistralai/mixtral-8x7b-chat
mmlu-college-chemistry.val.80,meta/llama-2-70b-chat,meta/llama-2-70b-chat,no_model_correct
hellaswag.val.325,meta/llama-2-70b-chat,meta/llama-2-70b-chat,mistralai/mistral-7b-chat
mmlu-professional-law.val.1113,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2,mistralai/mistral-7b-chat
mmlu-prehistory.val.36,claude-v1,B) Aztec; Tenochtitlán.,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2065,meta/llama-2-70b-chat,meta/llama-2-70b-chat,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.7399,meta/llama-2-70b-chat,meta/llama-2-70b-chat,gpt-3.5-turbo-1106
mmlu-high-school-us-history.val.104,meta/llama-2-70b-chat,meta/llama-2-70b-chat,mistralai/mistral-7b-chat
mmlu-nutrition.val.45,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2,mistralai/mixtral-8x7b-chat
arc-challenge.test.986,meta/llama-2-70b-chat,meta/llama-2-70b-chat,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.846,gpt-4-1106-preview,gpt-4-1106-preview,no_model_correct
mmlu-anatomy.val.29,meta/llama-2-70b-chat,meta/llama-2-70b-chat,claude-v2
mmlu-professional-law.val.1523,claude-v1,claude-v1,WizardLM/WizardLM-13B-V1.2
mmlu-moral-scenarios.val.785,WizardLM/WizardLM-13B-V1.2,"D) Wrong, Not wrong",zero-one-ai/Yi-34B-Chat
grade-school-math.dev.2940,gpt-4-1106-preview,gpt-4-1106-preview,mistralai/mistral-7b-chat
hellaswag.val.3806,claude-v1,claude-v1,zero-one-ai/Yi-34B-Chat
mmlu-professional-law.val.192,claude-v1,"C) The cousin, based on necessity",mistralai/mixtral-8x7b-chat
mmlu-management.val.57,gpt-4-1106-preview,gpt-4-1106-preview,gpt-3.5-turbo-1106
mmlu-human-sexuality.val.62,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2,zero-one-ai/Yi-34B-Chat
mmlu-high-school-psychology.val.444,meta/llama-2-70b-chat,meta/llama-2-70b-chat,mistralai/mixtral-8x7b-chat
mmlu-moral-scenarios.val.362,claude-v1,"C) Wrong, Not wrong",gpt-4-1106-preview
mmlu-professional-law.val.997,meta/llama-2-70b-chat,meta/llama-2-70b-chat,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.7413,gpt-4-1106-preview,gpt-4-1106-preview,mistralai/mistral-7b-chat
hellaswag.val.7488,claude-v1,claude-v1,claude-instant-v1
grade-school-math.dev.4320,gpt-4-1106-preview,gpt-4-1106-preview,meta/llama-2-70b-chat
mmlu-philosophy.val.96,gpt-4-1106-preview,gpt-4-1106-preview,claude-instant-v1
grade-school-math.dev.1249,gpt-4-1106-preview,gpt-4-1106-preview,claude-instant-v1
mmlu-miscellaneous.val.515,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2,mistralai/mistral-7b-chat
hellaswag.val.3235,meta/llama-2-70b-chat,meta/llama-2-70b-chat,mistralai/mistral-7b-chat
mmlu-professional-law.val.1344,meta/llama-2-70b-chat,meta/llama-2-70b-chat,mistralai/mistral-7b-chat
arc-challenge.val.249,claude-v1,claude-v1,mistralai/mistral-7b-chat
grade-school-math.dev.5107,gpt-4-1106-preview,gpt-4-1106-preview,mistralai/mistral-7b-chat
hellaswag.val.9635,claude-v1,"A) All operating systems are designed to automatically download the required drivers, but if you have no internet connection, or if the instructions specify to install the driver manually, you should do so. [substeps] The driver will generally be included on a",mistralai/mistral-7b-chat
mmlu-econometrics.val.62,meta/code-llama-instruct-34b-chat,"C) (i), (ii), (iii), and (iv)",mistralai/mixtral-8x7b-chat
mmlu-professional-law.val.618,gpt-4-1106-preview,gpt-4-1106-preview,WizardLM/WizardLM-13B-V1.2
mmlu-moral-scenarios.val.674,claude-v1,"D) Wrong, Not wrong",gpt-4-1106-preview
mmlu-professional-law.val.708,gpt-4-1106-preview,gpt-4-1106-preview,claude-instant-v1
hellaswag.val.7853,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,zero-one-ai/Yi-34B-Chat
mmlu-security-studies.val.98,gpt-4-1106-preview,gpt-4-1106-preview,mistralai/mixtral-8x7b-chat
hellaswag.val.9812,meta/llama-2-70b-chat,B) meta/llama-2-70b-chat,mistralai/mixtral-8x7b-chat
mmlu-clinical-knowledge.val.137,gpt-4-1106-preview,gpt-4-1106-preview,mistralai/mistral-7b-chat
grade-school-math.dev.4419,gpt-4-1106-preview,gpt-4-1106-preview,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-microeconomics.val.171,gpt-4-1106-preview,gpt-4-1106-preview,mistralai/mixtral-8x7b-chat
grade-school-math.dev.564,gpt-4-1106-preview,gpt-4-1106-preview,meta/code-llama-instruct-34b-chat
hellaswag.val.7887,claude-v1,claude-v1,zero-one-ai/Yi-34B-Chat
mmlu-professional-law.val.1526,gpt-4-1106-preview,gpt-4-1106-preview,mistralai/mistral-7b-chat
hellaswag.val.278,mistralai/mistral-7b-chat,mistralai/mistral-7b-chat,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2210,gpt-4-1106-preview,gpt-4-1106-preview,WizardLM/WizardLM-13B-V1.2
mbpp.dev.175,gpt-4-1106-preview,gpt-4-1106-preview,meta/code-llama-instruct-34b-chat
grade-school-math.dev.3037,gpt-4-1106-preview,gpt-4-1106-preview,mistralai/mistral-7b-chat
hellaswag.val.4522,claude-v1,"A) """,mistralai/mistral-7b-chat
hellaswag.val.7739,meta/llama-2-70b-chat,meta/llama-2-70b-chat,zero-one-ai/Yi-34B-Chat
mmlu-anatomy.val.26,meta/llama-2-70b-chat,D) Nephrolithiasis,mistralai/mistral-7b-chat
mmlu-professional-law.val.406,gpt-4-1106-preview,gpt-4-1106-preview,mistralai/mistral-7b-chat
mmlu-professional-accounting.val.45,claude-v1,B) One.,mistralai/mixtral-8x7b-chat
grade-school-math.dev.1740,gpt-4-1106-preview,gpt-4-1106-preview,mistralai/mistral-7b-chat
grade-school-math.dev.416,gpt-4-1106-preview,gpt-4-1106-preview,mistralai/mistral-7b-chat
mmlu-abstract-algebra.val.48,gpt-4-1106-preview,gpt-4-1106-preview,claude-v1
mmlu-professional-law.val.107,gpt-4-1106-preview,gpt-4-1106-preview,mistralai/mixtral-8x7b-chat
mmlu-high-school-macroeconomics.val.109,gpt-4-1106-preview,D) Selling Treasury securities to commercial banks.,zero-one-ai/Yi-34B-Chat
mmlu-moral-scenarios.val.27,claude-v1,"C) Not wrong, Wrong",zero-one-ai/Yi-34B-Chat
mmlu-astronomy.val.17,claude-v1,claude-v1,mistralai/mixtral-8x7b-chat
grade-school-math.dev.7261,gpt-4-1106-preview,gpt-4-1106-preview,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.4133,gpt-4-1106-preview,gpt-4-1106-preview,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.335,gpt-4-1106-preview,meta/llama-2-70b-chat,claude-instant-v1
grade-school-math.dev.1202,gpt-4-1106-preview,gpt-4-1106-preview,claude-v2
hellaswag.val.5461,meta/llama-2-70b-chat,meta/llama-2-70b-chat,zero-one-ai/Yi-34B-Chat
hellaswag.val.4468,claude-v1,claude-v1,gpt-3.5-turbo-1106
consensus_summary.dev.189,meta/llama-2-70b-chat,N-A,WizardLM/WizardLM-13B-V1.2
hellaswag.val.883,mistralai/mistral-7b-chat,mistralai/mistral-7b-chat,zero-one-ai/Yi-34B-Chat
mmlu-high-school-chemistry.val.171,gpt-4-1106-preview,gpt-4-1106-preview,no_model_correct
arc-challenge.val.72,meta/llama-2-70b-chat,meta/llama-2-70b-chat,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3385,claude-v1,claude-v1,zero-one-ai/Yi-34B-Chat
hellaswag.val.293,gpt-4-1106-preview,gpt-4-1106-preview,mistralai/mistral-7b-chat
mbpp.dev.110,gpt-4-1106-preview,gpt-4-1106-preview,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1374,mistralai/mistral-7b-chat,mistralai/mistral-7b-chat,WizardLM/WizardLM-13B-V1.2
mmlu-machine-learning.val.66,gpt-4-1106-preview,gpt-4-1106-preview,mistralai/mixtral-8x7b-chat
mmlu-elementary-mathematics.val.292,claude-v1,B) 42 ÷ 7,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6867,claude-v1,claude-v1,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-european-history.val.63,gpt-4-1106-preview,gpt-4-1106-preview,zero-one-ai/Yi-34B-Chat
hellaswag.val.907,meta/llama-2-70b-chat,meta/llama-2-70b-chat,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.1064,claude-v1,claude-v1,mistralai/mixtral-8x7b-chat
arc-challenge.test.989,meta/llama-2-70b-chat,meta/llama-2-70b-chat,mistralai/mistral-7b-chat
hellaswag.val.1289,gpt-4-1106-preview,gpt-4-1106-preview,WizardLM/WizardLM-13B-V1.2
mmlu-miscellaneous.val.139,meta/llama-2-70b-chat,meta/llama-2-70b-chat,claude-instant-v1
grade-school-math.dev.5011,gpt-4-1106-preview,gpt-4-1106-preview,mistralai/mistral-7b-chat
grade-school-math.dev.71,gpt-4-1106-preview,gpt-4-1106-preview,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-chemistry.val.57,gpt-4-1106-preview,gpt-4-1106-preview,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8945,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,zero-one-ai/Yi-34B-Chat
arc-challenge.test.1065,meta/llama-2-70b-chat,meta/llama-2-70b-chat,WizardLM/WizardLM-13B-V1.2
mmlu-astronomy.val.100,gpt-4-1106-preview,gpt-4-1106-preview,mistralai/mistral-7b-chat
hellaswag.val.7804,claude-v1,claude-v1,no_model_correct
mmlu-high-school-mathematics.val.171,claude-v1,claude-v1,gpt-3.5-turbo-1106
hellaswag.val.2593,mistralai/mistral-7b-chat,mistralai/mistral-7b-chat,mistralai/mixtral-8x7b-chat
hellaswag.val.7573,mistralai/mistral-7b-chat,mistralai/mistral-7b-chat,zero-one-ai/Yi-34B-Chat
mmlu-high-school-macroeconomics.val.329,gpt-4-1106-preview,gpt-4-1106-preview,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.1927,gpt-4-1106-preview,gpt-4-1106-preview,meta/llama-2-70b-chat
grade-school-math.dev.1531,gpt-4-1106-preview,gpt-4-1106-preview,gpt-4-1106-preview
mmlu-high-school-psychology.val.358,WizardLM/WizardLM-13B-V1.2,A) WizardLM/WizardLM-13B-V1.2,mistralai/mistral-7b-chat
winogrande.dev.1241,claude-v1,A) Michael,mistralai/mistral-7b-chat
grade-school-math.dev.2865,gpt-4-1106-preview,gpt-4-1106-preview,WizardLM/WizardLM-13B-V1.2
mmlu-college-medicine.val.100,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2,mistralai/mistral-7b-chat
winogrande.dev.446,claude-v1,A) Ian,mistralai/mistral-7b-chat
mmlu-high-school-biology.val.29,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-113B-V1.2,mistralai/mistral-7b-chat
hellaswag.val.3025,mistralai/mistral-7b-chat,mistralai/mistral-7b-chat,WizardLM/WizardLM-13B-V1.2
hellaswag.val.5081,claude-v1,claude-v1,zero-one-ai/Yi-34B-Chat
arc-challenge.test.604,meta/llama-2-70b-chat,meta/llama-2-70b-chat,zero-one-ai/Yi-34B-Chat
mmlu-high-school-computer-science.val.94,gpt-4-1106-preview,gpt-4-1106-preview,claude-v2
winogrande.dev.235,claude-v1,A) Lawrence,meta/llama-2-70b-chat
grade-school-math.dev.3864,gpt-4-1106-preview,gpt-4-1106-preview,WizardLM/WizardLM-13B-V1.2
mmlu-professional-accounting.val.229,meta/llama-2-70b-chat,D) zero-one-ai/Yi-34B-Chat,claude-v2
mmlu-high-school-macroeconomics.val.6,claude-v1,A) implies that resources are used to produce the goods and services society desires in just the right amounts.,mistralai/mistral-7b-chat
grade-school-math.dev.915,gpt-4-1106-preview,gpt-4-1106-preview,claude-instant-v1
hellaswag.val.3802,claude-v1,claude-v1,gpt-3.5-turbo-1106
winogrande.dev.1234,claude-v1,claude-v1,mistralai/mistral-7b-chat
grade-school-math.dev.7039,gpt-4-1106-preview,gpt-4-1106-preview,claude-instant-v1
mmlu-professional-law.val.1026,gpt-4-1106-preview,"B) Yes, the injunctive restriction was a content-neutral restriction that burdened no more speech than was necessary.",WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1294,claude-v1,claude-v1,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.436,meta/llama-2-70b-chat,meta/llama-2-70b-chat,mistralai/mixtral-8x7b-chat
consensus_summary.dev.32,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8261,claude-v1,A) WizardLM/WizardLM-13B-V1.2,mistralai/mistral-7b-chat
mmlu-clinical-knowledge.val.140,meta/llama-2-70b-chat,meta/llama-2-70b-chat,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.6364,gpt-4-1106-preview,gpt-4-1106-preview,mistralai/mixtral-8x7b-chat
mmlu-jurisprudence.val.19,meta/llama-2-70b-chat,meta/llama-2-70b-chat,WizardLM/WizardLM-13B-V1.2
consensus_summary.dev.241,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,claude-instant-v1
grade-school-math.dev.6960,gpt-4-1106-preview,gpt-4-1106-preview,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-statistics.val.193,gpt-4-1106-preview,"D) .5, 0.44, 0.3",no_model_correct
mmlu-medical-genetics.val.94,meta/llama-2-70b-chat,D) meta/llama-2-70b-chat,mistralai/mixtral-8x7b-chat
mmlu-high-school-macroeconomics.val.298,claude-v1,claude-v1,zero-one-ai/Yi-34B-Chat
mmlu-international-law.val.60,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2,mistralai/mistral-7b-chat
hellaswag.val.4368,claude-v2,claude-v2,zero-one-ai/Yi-34B-Chat
hellaswag.val.742,mistralai/mistral-7b-chat,mistralai/mistral-7b-chat,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-biology.val.62,WizardLM/WizardLM-13B-V1.2,A) WizardLM/WizardLM-13B-V1.2,mistralai/mistral-7b-chat
mmlu-virology.val.77,gpt-4-1106-preview,gpt-4-1106-preview,mistralai/mistral-7b-chat
hellaswag.val.2072,mistralai/mistral-7b-chat,mistralai/mistral-7b-chat,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-macroeconomics.val.378,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2,mistralai/mistral-7b-chat
grade-school-math.dev.1022,gpt-4-1106-preview,meta/llama-2-70b-chat,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6258,claude-v1,C) You should also run the mashed potatoes through a strainer if they seem lumpy. [substeps] Avoid using mashed potatoes that have bits of the potato peel in them.,zero-one-ai/Yi-34B-Chat
mmlu-high-school-psychology.val.66,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2,zero-one-ai/Yi-34B-Chat
hellaswag.val.3292,claude-v1,A) claude-instant-v1,mistralai/mistral-7b-chat
grade-school-math.dev.4377,meta/llama-2-70b-chat,meta/llama-2-70b-chat,claude-instant-v1
mmlu-professional-law.val.735,gpt-4-1106-preview,gpt-4-1106-preview,WizardLM/WizardLM-13B-V1.2
hellaswag.val.5658,claude-v1,claude-v1,mistralai/mistral-7b-chat
hellaswag.val.7557,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,zero-one-ai/Yi-34B-Chat
mmlu-international-law.val.102,gpt-4-1106-preview,gpt-4-1106-preview,mistralai/mistral-7b-chat
hellaswag.val.6108,claude-v1,claude-v1,zero-one-ai/Yi-34B-Chat
hellaswag.val.4426,claude-v1,claude-v1,zero-one-ai/Yi-34B-Chat
hellaswag.val.3043,claude-v1,claude-v1,mistralai/mistral-7b-chat
grade-school-math.dev.704,meta/llama-2-70b-chat,meta/llama-2-70b-chat,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6244,claude-v1,claude-v1,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.2021,gpt-4-1106-preview,gpt-4-1106-preview,meta/code-llama-instruct-34b-chat
hellaswag.val.2798,gpt-4-1106-preview,gpt-4-1106-preview,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.927,gpt-4-1106-preview,gpt-4-1106-preview,mistralai/mixtral-8x7b-chat
mmlu-formal-logic.val.96,gpt-4-1106-preview,B) H ∨ ~R,claude-instant-v1
mmlu-human-aging.val.180,meta/llama-2-70b-chat,meta/llama-2-70b-chat,mistralai/mixtral-8x7b-chat
hellaswag.val.1955,claude-v1,claude-v1,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1614,claude-v1,claude-v1,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.5958,gpt-4-1106-preview,gpt-4-1106-preview,mistralai/mistral-7b-chat
hellaswag.val.1554,claude-v1,A),mistralai/mistral-7b-chat
hellaswag.val.128,gpt-4-1106-preview,gpt-4-1106-preview,zero-one-ai/Yi-34B-Chat
consensus_summary.dev.105,gpt-4-1106-preview,gpt-4-1106-preview,claude-instant-v1
hellaswag.val.6255,claude-v1,"B) Before you buy the car, it is owned by the dealership or the manufacturer. Once you purchase the vehicle, title needs to be transferred into your name.",zero-one-ai/Yi-34B-Chat
hellaswag.val.335,mistralai/mistral-7b-chat,mistralai/mistral-7b-chat,mistralai/mixtral-8x7b-chat
mmlu-computer-security.val.58,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2,mistralai/mixtral-8x7b-chat
mmlu-professional-law.val.1258,gpt-4-1106-preview,gpt-4-1106-preview,mistralai/mistral-7b-chat
mmlu-professional-law.val.1226,claude-v1,C) Yes,mistralai/mistral-7b-chat
hellaswag.val.1535,meta/llama-2-70b-chat,meta/llama-2-70b-chat,mistralai/mistral-7b-chat
mmlu-professional-law.val.590,meta/llama-2-70b-chat,meta/llama-2-70b-chat,no_model_correct
grade-school-math.dev.6105,gpt-4-1106-preview,meta/llama-2-70b-chat,meta/llama-2-70b-chat
mmlu-management.val.93,claude-v2,claude-v2,mistralai/mistral-7b-chat
hellaswag.val.978,mistralai/mistral-7b-chat,mistralai/mistral-7b-chat,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-psychology.val.276,claude-v1,claude-v1,WizardLM/WizardLM-13B-V1.2
mmlu-professional-accounting.val.101,meta/llama-2-70b-chat,meta/llama-2-70b-chat,WizardLM/WizardLM-13B-V1.2
mmlu-moral-scenarios.val.460,claude-v1,"D) Wrong, Wrong",mistralai/mixtral-8x7b-chat
grade-school-math.dev.3331,meta/llama-2-70b-chat,"meta/llama-2-70b-chat

Explanation: The problem involves basic arithmetic and understanding of weight conversion (from ounces to pounds). The model meta/llama-2-70b-chat",zero-one-ai/Yi-34B-Chat
mmlu-professional-medicine.val.137,claude-v1,claude-v1,mistralai/mistral-7b-chat
mmlu-professional-law.val.1183,claude-v1,claude-v1,mistralai/mistral-7b-chat
mmlu-professional-law.val.1326,claude-v1,claude-v1,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4090,gpt-4-1106-preview,gpt-4-1106-preview,mistralai/mistral-7b-chat
mmlu-human-aging.val.104,meta/llama-2-70b-chat,D,WizardLM/WizardLM-13B-V1.2
