sample_id,phi_prediction
mmlu-college-medicine.val.83,WizardLM/WizardLM-13B-V1.2
mmlu-business-ethics.val.58,"D) Appeal to higher loyalties, Denial of injury, Metaphor of the ledger"
grade-school-math.dev.4117,zero-one-ai/Yi-34B-Chat
mmlu-astronomy.val.85,WizardLM/WizardLM-13B-V1.2
consensus_summary.dev.282,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2701,mistralai/mixtral-8x7b-chat
grade-school-math.dev.4976,mistralai/mixtral-8x7b-chat
mmlu-us-foreign-policy.val.58,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1359,WizardLM/WizardLM-13B-V1.2
mmlu-sociology.val.78,D) Scapegoating
mmlu-moral-scenarios.val.208,"B) Not wrong, Wrong"
grade-school-math.dev.5044,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.6302,mistralai/mixtral-8x7b-chat
mmlu-high-school-biology.val.65,WizardLM/WizardLM-13B-V1.2
hellaswag.val.470,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4538,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.1078,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.570,WizardLM/WizardLM-13B-V1.2
mmlu-college-mathematics.val.77,WizardLM/WizardLM-13B-V1.2
mmlu-moral-disputes.val.225,WizardLM/WizardLM-13B-V1.2
mmlu-jurisprudence.val.72,meta/llama-2-70b-chat
winogrande.dev.604,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-computer-science.val.70,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.6230,mistralai/mixtral-8x7b-chat
hellaswag.val.4042,WizardLM/WizardLM-13B-V1.2
winogrande.dev.953,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8239,WizardLM/WizardLM-13B-V1.2
hellaswag.val.9774,WizardLM/WizardLM-13B-V1.2
abstract2title.test.247,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-world-history.val.9,zero-one-ai/Yi-34B-Chat
mmlu-professional-law.val.554,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.423,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3654,WizardLM/WizardLM-13B-V1.2
chinese_zodiac.dev.383,mistralai/mixtral-8x7b-chat
arc-challenge.test.408,WizardLM/WizardLM-13B-V1.2
mmlu-professional-accounting.val.52,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.611,mistralai/mixtral-8x7b-chat
grade-school-math.dev.3476,zero-one-ai/Yi-34B-Chat
mmlu-professional-law.val.1449,WizardLM/WizardLM-13B-V1.2
mmlu-world-religions.val.7,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7887,WizardLM/WizardLM-13B-V1.2
mmlu-econometrics.val.103,C) (ii) and (iv) only
hellaswag.val.4426,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4339,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4793,WizardLM/WizardLM-13B-V1.2
mmlu-professional-accounting.val.170,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1480,mistralai/mixtral-8x7b-chat
winogrande.dev.745,WizardLM/WizardLM-13B-V1.2
mmlu-professional-psychology.val.468,WizardLM/WizardLM-13B-V1.2
chinese_zodiac.dev.134,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.814,WizardLM/WizardLM-13B-V1.2
mtbench.dev.3,WizardLM/WizardLM-13B-V1.2
mmlu-miscellaneous.val.781,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3409,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-biology.val.298,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.7313,mistralai/mixtral-8x7b-chat
mmlu-high-school-physics.val.147,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4322,gpt-4-1106-preview
hellaswag.val.2307,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3508,WizardLM/WizardLM-13B-V1.2
mmlu-abstract-algebra.val.98,WizardLM/WizardLM-113B-V1.2
grade-school-math.dev.2300,gpt-4-1106-preview
hellaswag.val.3270,WizardLM/WizardLM-13B-V1.2
winogrande.dev.594,WizardLM/WizardLM-13B-V1.2
mmlu-jurisprudence.val.56,WizardLM/WizardLM-113B-V1.2
grade-school-math.dev.5533,gpt-4-1106-preview
hellaswag.val.4438,WizardLM/WizardLM-13B-V1.2
mbpp.dev.401,WizardLM/WizardLM-13B-V1.2
winogrande.dev.1148,WizardLM/WizardLM-13B-V1.2
mmlu-jurisprudence.val.95,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4923,gpt-4-1106-preview
hellaswag.val.1084,WizardLM/WizardLM-13B-V1.2
hellaswag.val.734,mistralai/mixtral-8x7b-chat
grade-school-math.dev.5655,mistralai/mixtral-8x7b-chat
mmlu-high-school-psychology.val.201,A) humanistic
mmlu-college-biology.val.105,D) high relative humidity
mmlu-professional-psychology.val.461,B) Cognitive Assessment System
mmlu-college-computer-science.val.54,WizardLM/WizardLM-13B-V1.2
mbpp.dev.175,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4597,A) claude-v1
hellaswag.val.7788,D) meta/llama-2-70b-chat
mmlu-professional-law.val.11,gpt-4-1106-preview
mmlu-prehistory.val.156,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1172,gpt-4-1106-preview
hellaswag.val.4942,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4474,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7170,claude-v2
grade-school-math.dev.658,gpt-4-1106-preview
mmlu-high-school-microeconomics.val.235,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-geography.val.31,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2234,zero-one-ai/Yi-34B-Chat
mmlu-professional-psychology.val.391,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.278,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3135,gpt-4-1106-preview
grade-school-math.dev.1252,mistralai/mixtral-8x7b-chat
mmlu-college-computer-science.val.97,WizardLM/WizardLM-13B-V1.2
hellaswag.val.9610,WizardLM/WizardLM-13B-V1.2
abstract2title.test.243,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.563,mistralai/mixtral-8x7b-chat
mmlu-nutrition.val.153,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6632,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.559,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.779,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2424,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.3418,mistralai/mixtral-8x7b-chat
grade-school-math.dev.6003,gpt-4-1106-preview
grade-school-math.dev.7387,gpt-4-1106-preview
mmlu-high-school-psychology.val.109,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.39,A) WizardLM/WizardLM-13B-V1.2
hellaswag.val.3974,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.807,zero-one-ai/Yi-34B-Chat
mmlu-philosophy.val.7,WizardLM/WizardLM-13B-V1.2
chinese_idioms.dev.12,mistralai/mixtral-8x7b-chat
mmlu-professional-law.val.914,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2843,WizardLM/WizardLM-13B-V1.2
hellaswag.val.5896,WizardLM/WizardLM-13B-V1.2
mmlu-electrical-engineering.val.87,WizardLM/WizardLM-13B-V1.2
mtbench-math.dev.12,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.978,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8506,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2075,gpt-4-1106-preview
mmlu-high-school-us-history.val.137,WizardLM/WizardLM-13B-V1.2
mmlu-prehistory.val.48,zero-one-ai/Yi-34B-Chat
mmlu-high-school-microeconomics.val.49,WizardLM/WizardLM-13B-V1.2
mmlu-elementary-mathematics.val.366,D) 3 over 5
grade-school-math.dev.5500,gpt-4-1106-preview
mmlu-high-school-geography.val.2,D) distance decay
grade-school-math.dev.2770,gpt-4-1106-preview
hellaswag.val.1826,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-statistics.val.68,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4470,gpt-4-1106-preview
winogrande.dev.571,WizardLM/WizardLM-13B-V1.2
mmlu-anatomy.val.97,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.884,WizardLM/WizardLM-13B-V1.2
mmlu-management.val.7,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1232,WizardLM/WizardLM-13B-V1.2
hellaswag.val.27,mistralai/mistral-7b-chat
mmlu-conceptual-physics.val.129,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.51,mistralai/mixtral-8x7b-chat
hellaswag.val.6993,WizardLM/WizardLM-13B-V1.2
mmlu-professional-psychology.val.553,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.97,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4366,gpt-4-1106-preview
mmlu-anatomy.val.42,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.6315,mistralai/mixtral-8x7b-chat
mmlu-professional-law.val.1039,WizardLM/WizardLM-13B-V1.2
mbpp.dev.298,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2817,gpt-4-1106-preview
grade-school-math.dev.4728,mistralai/mixtral-8x7b-chat
mmlu-formal-logic.val.34,A) WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.534,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2353,WizardLM/WizardLM-13B-V1.2
winogrande.dev.465,mistralai/mixtral-8x7b-chat
mmlu-college-physics.val.88,WizardLM/WizardLM-113B-V1.2
mmlu-professional-psychology.val.135,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3462,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.96,mistralai/mixtral-8x7b-chat
grade-school-math.dev.678,mistralai/mixtral-8x7b-chat
hellaswag.val.1304,mistralai/mixtral-8x7b-chat
mmlu-high-school-statistics.val.142,WizardLM/WizardLM-13B-V1.2
hellaswag.val.460,mistralai/mistral-7b-chat
arc-challenge.test.626,WizardLM/WizardLM-13B-V1.2
mmlu-security-studies.val.87,B) All of these options.
mmlu-high-school-mathematics.val.134,WizardLM/WizardLM-13B-V1.2
mmlu-moral-scenarios.val.813,"C) Wrong, Not wrong"
hellaswag.val.9828,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8423,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2902,mistralai/mixtral-8x7b-chat
abstract2title.test.216,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-chemistry.val.129,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.109,WizardLM/WizardLM-13B-V1.2
mmlu-moral-disputes.val.305,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.980,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1362,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8338,WizardLM/WizardLM-13B-V1.2
hellaswag.val.5347,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6754,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8525,WizardLM/WizardLM-13B-V1.2
mmlu-college-medicine.val.170,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.2835,gpt-4-1106-preview
grade-school-math.dev.5780,gpt-4-1106-preview
grade-school-math.dev.4642,zero-one-ai/Yi-34B-Chat
mmlu-virology.val.49,WizardLM/WizardLM-13B-V1.2
mmlu-elementary-mathematics.val.74,WizardLM/WizardLM-13B-V1.2
mmlu-philosophy.val.61,WizardLM/WizardLM-13B-V1.2
hellaswag.val.5476,WizardLM/WizardLM-13B-V1.2
hellaswag.val.19,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.160,WizardLM/WizardLM-13B-V1.2
mmlu-moral-scenarios.val.244,"D) Wrong, Not wrong"
hellaswag.val.4468,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8495,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.5874,mistralai/mixtral-8x7b-chat
hellaswag.val.3984,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2374,gpt-4-1106-preview
mmlu-clinical-knowledge.val.44,WizardLM/WizardLM-13B-V1.2
winogrande.dev.432,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.46,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-psychology.val.250,WizardLM/WizardLM-13B-V1.2
mmlu-prehistory.val.62,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.1518,mistralai/mixtral-8x7b-chat
hellaswag.val.1461,WizardLM/WizardLM-13B-V1.2
mmlu-jurisprudence.val.83,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7492,WizardLM/WizardLM-13B-V1.2
chinese_shi_jing.test.25,WizardLM/WizardLM-14B
winogrande.dev.652,WizardLM/WizardLM-13B-V1.2
winogrande.dev.348,A) Jennifer
chinese_zodiac.dev.109,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3822,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8245,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1415,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1965,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3410,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3048,mistralai/mixtral-8x7b-chat
arc-challenge.test.367,WizardLM/WizardLM-13B-V1.2
mmlu-logical-fallacies.val.34,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6678,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-world-history.val.8,WizardLM/WizardLM-13B-V1.2
mmlu-professional-medicine.val.180,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.7182,gpt-4-1106-preview
bias_detection.dev.239,"WizardLM/WizardLM-13B-V1.2 — The sentence provided is an argument. It presents a situation involving reports and denials by Belarusian officials, which are used to support a claim about the difficulty"
grade-school-math.dev.4583,gpt-4-1106-preview
mmlu-conceptual-physics.val.193,WizardLM/WizardLM-13B-V1.2
winogrande.dev.1059,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-physics.val.105,WizardLM/WizardLM-13B-V1.2
mmlu-moral-disputes.val.73,consequentialist theory
mbpp.dev.123,WizardLM/WizardLM-13B-V1.2
mmlu-miscellaneous.val.64,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.101,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4837,WizardLM/WizardLM-13B-V1.2
hellaswag.val.429,mistralai/mixtral-8x7b-chat
hellaswag.val.9856,WizardLM/WizardLM-13B-V1.2
hellaswag.val.5030,WizardLM/WizardLM-13B-V1.2
mmlu-security-studies.val.129,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1447,claude-v2
grade-school-math.dev.3918,gpt-4-1106-preview
arc-challenge.test.948,WizardLM/WizardLM-13B-V1.2
mmlu-philosophy.val.121,WizardLM/WizardLM-13B-V1.2
mmlu-sociology.val.58,WizardLM/WizardLM-13B-V1.2
mbpp.dev.360,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.288,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.657,zero-one-ai/Yi-34B-Chat
hellaswag.val.1326,gpt-4-1106-preview
hellaswag.val.3344,WizardLM/WizardLM-13B-V1.2
mmlu-conceptual-physics.val.65,D) Each of these produces a sonic boom
winogrande.dev.121,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.1140,gpt-4-1106-preview
grade-school-math.dev.1567,gpt-4-1106-preview
mmlu-professional-law.val.1350,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4342,A) WizardLM/WizardLM-13B-V1.2
hellaswag.val.4889,WizardLM/WizardLM-13B-V1.2
winogrande.dev.706,B) Sarah
arc-challenge.test.2,WizardLM/WizardLM-13B-V1.2
mmlu-international-law.val.65,WizardLM/WizardLM-13B-V1.2
mmlu-security-studies.val.218,WizardLM/WizardLM-13B-V1.2
mmlu-professional-medicine.val.44,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1102,WizardLM/WizardLM-13B-V1.2
abstract2title.test.62,WizardLM/WizardLM-13B-V1.2
mmlu-marketing.val.100,C) Pay per click (PPC)
hellaswag.val.1894,mistralai/mixtral-8x7b-chat
grade-school-math.dev.2479,mistralai/mixtral-8x7b-chat
mmlu-professional-law.val.564,WizardLM/WizardLM-13B-V1.2
mmlu-moral-scenarios.val.760,"D) Wrong, Wrong"
abstract2title.test.105,WizardLM/WizardLM-13B-V1.2
hellaswag.val.9502,WizardLM/WizardLM-13B-V1.2
mmlu-security-studies.val.156,WizardLM/WizardLM-13B-V1.2
mmlu-moral-scenarios.val.626,"B) Not wrong, Wrong"
hellaswag.val.6255,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-world-history.val.173,zero-one-ai/Yi-34B-Chat
mmlu-miscellaneous.val.637,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4051,C) meta/llama-2-70b-chat
grade-school-math.dev.4084,mistralai/mixtral-8x7b-chat
mmlu-machine-learning.val.27,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7254,WizardLM/WizardLM-13B-V1.2
mmlu-clinical-knowledge.val.119,WizardLM/WizardLM-13B-V1.2
mmlu-moral-disputes.val.332,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-government-and-politics.val.24,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2290,mistralai/mixtral-8x7b-chat
grade-school-math.dev.7422,gpt-4-1106-preview
mmlu-abstract-algebra.val.99,WizardLM/WizardLM-13B-V1.2
mmlu-clinical-knowledge.val.171,WizardLM/WizardLM-13B-V1.2
mmlu-human-sexuality.val.103,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7714,WizardLM/WizardLM-13B-V1.2
hellaswag.val.5396,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3840,claude-v2
mmlu-professional-law.val.1034,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2592,mistralai/mixtral-8x7b-chat
arc-challenge.test.815,WizardLM/WizardLM-13B-V1.2
chinese_zodiac.dev.122,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-statistics.val.54,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-geography.val.170,B) dialects.
mmlu-professional-law.val.328,WizardLM/WizardLM-13B-V1.2
mmlu-miscellaneous.val.468,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-us-history.val.58,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.641,mistralai/mixtral-8x7b-chat
hellaswag.val.4185,WizardLM/WizardLM-13B-V1.2
hellaswag.val.5494,WizardLM/WizardLM-13B-V1.2
mmlu-international-law.val.107,zero-one-ai/Yi-34B-Chat
mmlu-high-school-biology.val.122,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4973,claude-v2
grade-school-math.dev.2819,mistralai/mixtral-8x7b-chat
chinese_zodiac.dev.195,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3986,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3734,gpt-4-1106-preview
grade-school-math.dev.4541,gpt-4-1106-preview
grade-school-math.dev.2309,gpt-4-1106-preview
grade-school-math.dev.5653,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.2905,mistralai/mixtral-8x7b-chat
consensus_summary.dev.233,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1171,WizardLM/WizardLM-13B-V1.2
mmlu-college-mathematics.val.64,zero-one-ai/Yi-34B-Chat
mtbench-reference.dev.3,WizardLM/WizardLM-13B-V1.2
chinese_zodiac.dev.373,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2702,gpt-4-1106-preview
mmlu-high-school-microeconomics.val.138,WizardLM/WizardLM-13B-V1.2
mmlu-anatomy.val.6,WizardLM/WizardLM-13B-V1.2
mmlu-prehistory.val.36,B) Aztec; Tenochtitlán.
arc-challenge.val.282,mistralai/mixtral-8x7b-chat
grade-school-math.dev.885,gpt-4-1106-preview
hellaswag.val.5934,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4548,WizardLM/WizardLM-13B-V1.2
mmlu-professional-accounting.val.245,WizardLM/WizardLM-13B-V1.2
arc-challenge.test.250,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.5595,gpt-4-1106-preview
grade-school-math.dev.6217,mistralai/mixtral-8x7b-chat
hellaswag.val.9121,claude-v2
mmlu-professional-law.val.1326,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.1245,mistralai/mixtral-8x7b-chat
hellaswag.val.3167,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1383,mistralai/mixtral-8x7b-chat
mmlu-professional-law.val.407,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.344,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.7009,mistralai/mixtral-8x7b-chat
mmlu-professional-law.val.1067,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.115,WizardLM/WizardLM-13B-V1.2
hellaswag.val.2555,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1229,zero-one-ai/Yi-34B-Chat
mmlu-global-facts.val.54,zero-one-ai/Yi-34B-Chat
hellaswag.val.4243,B) claude-v2
mmlu-elementary-mathematics.val.70,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-government-and-politics.val.176,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.6163,gpt-4-1106-preview
mmlu-miscellaneous.val.505,gpt-4-1106-preview
hellaswag.val.941,mistralai/mixtral-8x7b-chat
mmlu-professional-law.val.269,WizardLM/WizardLM-13B-V1.2
winogrande.dev.853,mistralai/mixtral-8x7b-chat
winogrande.dev.1135,WizardLM/WizardLM-13B-V1.2
mmlu-human-aging.val.76,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3693,zero-one-ai/Yi-34B-Chat
winogrande.dev.116,WizardLM/WizardLM-13B-V1.2
hellaswag.val.9273,WizardLM/WizardLM-13B-V1.2
chinese_homonym.dev.17,WizardLM/WizardLM-12B-V1.2
mmlu-business-ethics.val.48,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3058,mistralai/mistral-7b-chat
grade-school-math.dev.6695,mistralai/mixtral-8x7b-chat
mmlu-professional-law.val.153,gpt-4-1106-preview
mmlu-professional-law.val.1301,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4043,claude-v2
hellaswag.val.455,WizardLM/WizardLM-13B-V1.2
hellaswag.val.9766,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7561,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.520,gpt-4-1106-preview
mmlu-professional-law.val.1520,WizardLM/WizardLM-13B-V1.2
mmlu-machine-learning.val.41,WizardLM/WizardLM-13B-V1.2
mmlu-human-aging.val.49,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-statistics.val.81,gpt-4-1106-preview
mmlu-professional-law.val.997,zero-one-ai/Yi-34B-Chat
hellaswag.val.8217,B) gpt-4-1106-preview
mmlu-moral-scenarios.val.410,WizardLM/WizardLM-13B-V1.2
hellaswag.val.847,WizardLM/WizardLM-13B-V1.2
mmlu-moral-scenarios.val.496,"B) Wrong, Wrong"
mmlu-professional-accounting.val.229,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.169,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.7170,gpt-4-1106-preview
grade-school-math.dev.5220,gpt-4-1106-preview
chinese_poem.dev.2,mistralai/mixtral-8x7b-chat
hellaswag.val.6761,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.468,WizardLM/WizardLM-13B-V1.2
mmlu-medical-genetics.val.38,mistralai/mistral-7b-chat
grade-school-math.dev.4238,gpt-4-1106-preview
winogrande.dev.1256,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4633,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.367,WizardLM/WizardLM-13B-V1.2
mmlu-professional-medicine.val.222,WizardLM/WizardLM-13B-V1.2
winogrande.dev.54,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-macroeconomics.val.298,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.658,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.645,WizardLM/WizardLM-13B-V1.2
hellaswag.val.589,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4772,mistralai/mixtral-8x7b-chat
mmlu-professional-law.val.78,WizardLM/WizardLM-13B-V1.2
mmlu-business-ethics.val.64,"D) Shareholders, Care and Skill, Diligence"
bias_detection.dev.60,"The sentence provided is a narrative. It describes a situation or context without presenting any direct data, quotes, claims, arguments, or speculation. It's a brief account that sets the scene for a potential discussion or analysis but does not"
hellaswag.val.611,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3378,WizardLM/WizardLM-13B-V1.2
hellaswag.val.9074,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3017,zero-one-ai/Yi-34B-Chat
mmlu-electrical-engineering.val.113,WizardLM/WizardLM-13B-V1.2
hellaswag.val.7064,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4972,mistralai/mixtral-8x7b-chat
grade-school-math.dev.7173,gpt-4-1106-preview
mmlu-professional-law.val.874,WizardLM/WizardLM-13B-V1.2
mmlu-jurisprudence.val.47,claude-v1
grade-school-math.dev.950,gpt-4-1106-preview
mmlu-professional-law.val.862,WizardLM/WizardLM-13B-V1.2
mmlu-anatomy.val.19,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.408,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8078,A)
hellaswag.val.5949,WizardLM/WizardLM-13B-V1.2
