sample_id,phi_prediction,phi_correctness,phi_cost,mistralai/mistral-7b-chat_correctness,mistralai/mistral-7b-chat_cost,WizardLM/WizardLM-13B-V1.2_correctness,WizardLM/WizardLM-13B-V1.2_cost,mistralai/mixtral-8x7b-chat_correctness,mistralai/mixtral-8x7b-chat_cost,meta/code-llama-instruct-34b-chat_correctness,meta/code-llama-instruct-34b-chat_cost,gpt-4-1106-preview_correctness,gpt-4-1106-preview_cost
winogrande.dev.1169,mistralai/mistral-7b-chat,0.0,1e-05,0.0,1e-05,1.0,1.5e-05,1.0,3e-05,0.0,3.880000000000001e-05,1.0,0.00051
winogrande.dev.599,mistralai/mistral-7b-chat,0.0,1.04e-05,0.0,1.04e-05,1.0,1.56e-05,0.0,3.12e-05,0.0,4.0352e-05,0.0,0.00056
winogrande.dev.540,mistralai/mistral-7b-chat,1.0,9.8e-06,1.0,9.8e-06,0.0,1.4699999999999998e-05,0.0,2.94e-05,1.0,3.8024e-05,1.0,0.00053
winogrande.dev.633,mistralai/mistral-7b-chat,1.0,9.8e-06,1.0,9.8e-06,0.0,1.4699999999999998e-05,0.0,2.94e-05,1.0,3.8024e-05,0.0,0.00053
winogrande.dev.1136,mistralai/mistral-7b-chat,1.0,9.2e-06,1.0,9.2e-06,0.0,1.3799999999999998e-05,1.0,2.76e-05,1.0,3.5696e-05,1.0,0.0005
winogrande.dev.897,mistralai/mistral-7b-chat,0.0,1.14e-05,0.0,1.14e-05,1.0,1.7100000000000002e-05,1.0,3.4200000000000005e-05,0.0,4.4232e-05,1.0,0.00058
winogrande.dev.408,mistralai/mistral-7b-chat,0.0,1e-05,0.0,1e-05,0.0,1.5e-05,0.0,3e-05,0.0,3.880000000000001e-05,1.0,0.00054
winogrande.dev.224,mistralai/mistral-7b-chat,1.0,1.04e-05,1.0,1.04e-05,0.0,1.56e-05,0.0,3.12e-05,1.0,4.0352e-05,1.0,0.00056
winogrande.dev.1101,mistralai/mistral-7b-chat,1.0,1.12e-05,1.0,1.12e-05,1.0,1.6800000000000002e-05,1.0,3.3600000000000004e-05,1.0,4.3456000000000005e-05,1.0,0.0006
winogrande.dev.1081,mistralai/mistral-7b-chat,0.0,1.1e-05,0.0,1.1e-05,1.0,1.65e-05,1.0,3.3e-05,0.0,4.2680000000000005e-05,1.0,0.00056
winogrande.dev.797,mistralai/mistral-7b-chat,0.0,9.8e-06,0.0,9.8e-06,0.0,1.4699999999999998e-05,0.0,2.94e-05,0.0,3.8024e-05,1.0,0.00053
winogrande.dev.925,mistralai/mistral-7b-chat,0.0,1e-05,0.0,1e-05,0.0,1.47e-05,0.0,3e-05,0.0,3.880000000000001e-05,1.0,0.00051
winogrande.dev.975,mistralai/mistral-7b-chat,0.0,1e-05,0.0,1e-05,0.0,1.5e-05,0.0,3e-05,0.0,3.880000000000001e-05,1.0,0.00054
winogrande.dev.1074,mistralai/mistral-7b-chat,0.0,1.08e-05,0.0,1.08e-05,0.0,1.62e-05,0.0,3.24e-05,0.0,4.1904e-05,0.0,0.00058
winogrande.dev.148,mistralai/mistral-7b-chat,1.0,9.8e-06,1.0,9.8e-06,0.0,1.4699999999999998e-05,1.0,2.94e-05,1.0,3.8024e-05,0.0,0.0005
winogrande.dev.608,mistralai/mixtral-8x7b-chat,1.0,3.12e-05,0.0,1.04e-05,0.0,1.56e-05,1.0,3.12e-05,0.0,4.0352e-05,1.0,0.00053
winogrande.dev.670,mistralai/mistral-7b-chat,1.0,1.08e-05,1.0,1.08e-05,1.0,1.62e-05,1.0,3.24e-05,0.0,4.1128e-05,1.0,0.00058
winogrande.dev.257,mistralai/mistral-7b-chat,0.0,1.22e-05,0.0,1.22e-05,0.0,1.8e-05,0.0,3.66e-05,0.0,4.7336e-05,1.0,0.00065
winogrande.dev.341,mistralai/mistral-7b-chat,1.0,1.02e-05,1.0,1.02e-05,1.0,1.53e-05,1.0,3.06e-05,1.0,3.9576e-05,1.0,0.00055
winogrande.dev.571,mistralai/mistral-7b-chat,0.0,9.8e-06,0.0,9.8e-06,0.0,1.4699999999999998e-05,0.0,2.94e-05,0.0,3.8024e-05,0.0,0.0005
winogrande.dev.35,mistralai/mistral-7b-chat,1.0,1.08e-05,1.0,1.08e-05,1.0,1.62e-05,1.0,3.24e-05,1.0,4.1904e-05,1.0,0.0005499999999999
winogrande.dev.518,mistralai/mistral-7b-chat,0.0,1.06e-05,0.0,1.06e-05,1.0,1.59e-05,1.0,3.18e-05,0.0,4.1128e-05,1.0,0.00054
winogrande.dev.594,mistralai/mistral-7b-chat,1.0,1.06e-05,1.0,1.06e-05,0.0,1.59e-05,1.0,3.18e-05,0.0,4.0352e-05,0.0,0.00057
winogrande.dev.232,mistralai/mistral-7b-chat,1.0,1.02e-05,1.0,1.02e-05,0.0,1.53e-05,0.0,3.06e-05,1.0,3.9576e-05,1.0,0.00055
winogrande.dev.179,mistralai/mistral-7b-chat,1.0,9.8e-06,1.0,9.8e-06,1.0,1.4699999999999998e-05,1.0,2.94e-05,1.0,3.8024e-05,1.0,0.0005
winogrande.dev.176,mistralai/mistral-7b-chat,1.0,9.4e-06,1.0,9.4e-06,1.0,1.41e-05,1.0,2.82e-05,1.0,3.6472000000000006e-05,1.0,0.00048
winogrande.dev.479,mistralai/mistral-7b-chat,0.0,9.2e-06,0.0,9.2e-06,1.0,1.3799999999999998e-05,1.0,2.76e-05,0.0,3.5696e-05,1.0,0.00047
winogrande.dev.745,mistralai/mistral-7b-chat,1.0,1.08e-05,1.0,1.08e-05,0.0,1.59e-05,1.0,3.24e-05,1.0,4.1904e-05,0.0,0.0005499999999999
winogrande.dev.543,mistralai/mistral-7b-chat,1.0,1e-05,1.0,1e-05,0.0,1.5e-05,1.0,3e-05,1.0,3.880000000000001e-05,0.0,0.00054
winogrande.dev.1151,mistralai/mistral-7b-chat,1.0,1e-05,1.0,1e-05,0.0,1.5e-05,1.0,3e-05,0.0,3.880000000000001e-05,1.0,0.00054
winogrande.dev.448,mistralai/mistral-7b-chat,1.0,1.14e-05,1.0,1.14e-05,1.0,1.7100000000000002e-05,1.0,3.4200000000000005e-05,0.0,4.4232e-05,1.0,0.00061
winogrande.dev.786,mistralai/mistral-7b-chat,1.0,1e-05,1.0,1e-05,1.0,1.5e-05,0.0,3e-05,0.0,3.880000000000001e-05,1.0,0.00054
winogrande.dev.55,mistralai/mistral-7b-chat,1.0,1.04e-05,1.0,1.04e-05,0.0,1.56e-05,1.0,3.12e-05,1.0,4.0352e-05,1.0,0.00056
winogrande.dev.375,mistralai/mistral-7b-chat,1.0,9.2e-06,1.0,9.2e-06,1.0,1.3799999999999998e-05,1.0,2.76e-05,1.0,3.5696e-05,1.0,0.0005
winogrande.dev.1065,mistralai/mistral-7b-chat,0.0,1.08e-05,0.0,1.08e-05,1.0,1.62e-05,0.0,3.24e-05,0.0,4.1904e-05,1.0,0.00058
winogrande.dev.734,mistralai/mistral-7b-chat,1.0,9.4e-06,1.0,9.4e-06,0.0,1.41e-05,1.0,2.82e-05,1.0,3.6472000000000006e-05,1.0,0.00051
winogrande.dev.109,mistralai/mistral-7b-chat,0.0,1e-05,0.0,1e-05,1.0,1.5e-05,1.0,3e-05,0.0,3.802400000000001e-05,1.0,0.00051
winogrande.dev.806,mistralai/mistral-7b-chat,0.0,1.04e-05,0.0,1.04e-05,1.0,1.56e-05,1.0,3.12e-05,0.0,4.0352e-05,1.0,0.00053
winogrande.dev.129,mistralai/mistral-7b-chat,0.0,1.06e-05,0.0,1.06e-05,1.0,1.59e-05,0.0,3.18e-05,0.0,4.1128e-05,0.0,0.00057
winogrande.dev.460,mistralai/mistral-7b-chat,1.0,1e-05,1.0,1e-05,1.0,1.5e-05,1.0,3e-05,1.0,3.880000000000001e-05,0.0,0.00054
winogrande.dev.853,mistralai/mistral-7b-chat,1.0,9.8e-06,1.0,9.8e-06,1.0,1.44e-05,1.0,2.94e-05,1.0,3.8024e-05,1.0,0.0005
winogrande.dev.165,mistralai/mistral-7b-chat,0.0,9.6e-06,0.0,9.6e-06,0.0,1.4399999999999998e-05,0.0,2.8799999999999995e-05,0.0,3.7248e-05,1.0,0.00052
winogrande.dev.475,mistralai/mistral-7b-chat,0.0,1.02e-05,0.0,1.02e-05,0.0,1.5e-05,0.0,3.06e-05,0.0,3.9576e-05,1.0,0.00052
winogrande.dev.361,mistralai/mixtral-8x7b-chat,1.0,2.94e-05,0.0,9.8e-06,0.0,1.4699999999999998e-05,1.0,2.94e-05,0.0,3.8024e-05,1.0,0.0005
winogrande.dev.190,mistralai/mistral-7b-chat,1.0,1.1e-05,1.0,1.1e-05,1.0,1.65e-05,1.0,3.3e-05,1.0,4.2680000000000005e-05,1.0,0.00059
winogrande.dev.1239,mistralai/mistral-7b-chat,1.0,9.8e-06,1.0,9.8e-06,0.0,1.4699999999999998e-05,1.0,2.94e-05,1.0,3.8024e-05,0.0,0.0005
winogrande.dev.950,mistralai/mistral-7b-chat,1.0,9.6e-06,1.0,9.6e-06,0.0,1.4399999999999998e-05,1.0,2.8799999999999995e-05,1.0,3.7248e-05,0.0,0.00049
winogrande.dev.82,mistralai/mistral-7b-chat,0.0,1.02e-05,0.0,1.02e-05,1.0,1.53e-05,0.0,3.06e-05,0.0,3.9576e-05,0.0,0.00055
winogrande.dev.1218,mistralai/mistral-7b-chat,1.0,1.22e-05,1.0,1.22e-05,0.0,1.8e-05,1.0,3.66e-05,1.0,4.7336e-05,1.0,0.00062
winogrande.dev.95,mistralai/mistral-7b-chat,0.0,8.999999999999999e-06,0.0,8.999999999999999e-06,0.0,1.35e-05,0.0,2.7e-05,0.0,3.4920000000000004e-05,1.0,0.00049
winogrande.dev.491,mistralai/mistral-7b-chat,0.0,1e-05,0.0,1e-05,1.0,1.5e-05,0.0,3e-05,0.0,3.880000000000001e-05,1.0,0.00051
winogrande.dev.1135,mistralai/mistral-7b-chat,1.0,9.2e-06,1.0,9.2e-06,1.0,1.3799999999999998e-05,1.0,2.76e-05,0.0,3.492e-05,1.0,0.0005
winogrande.dev.1039,mistralai/mistral-7b-chat,1.0,1.06e-05,1.0,1.06e-05,1.0,1.59e-05,1.0,3.18e-05,1.0,4.1128e-05,0.0,0.00057
winogrande.dev.926,mistralai/mistral-7b-chat,0.0,1.02e-05,0.0,1.02e-05,1.0,1.53e-05,0.0,3.06e-05,0.0,3.9576e-05,0.0,0.00055
winogrande.dev.825,mistralai/mistral-7b-chat,1.0,1.24e-05,1.0,1.24e-05,1.0,1.83e-05,1.0,3.72e-05,1.0,4.8112e-05,1.0,0.00066
winogrande.dev.1167,mistralai/mistral-7b-chat,1.0,1.12e-05,1.0,1.12e-05,1.0,1.6800000000000002e-05,1.0,3.3600000000000004e-05,1.0,4.3456000000000005e-05,1.0,0.00057
winogrande.dev.795,mistralai/mistral-7b-chat,0.0,9.6e-06,0.0,9.6e-06,0.0,1.4399999999999998e-05,0.0,2.8799999999999995e-05,0.0,3.7248e-05,1.0,0.00049
winogrande.dev.1155,mistralai/mistral-7b-chat,1.0,1.1e-05,1.0,1.1e-05,1.0,1.62e-05,1.0,3.3e-05,1.0,4.2680000000000005e-05,1.0,0.00059
winogrande.dev.1102,mistralai/mistral-7b-chat,0.0,9.8e-06,0.0,9.8e-06,1.0,1.4699999999999998e-05,1.0,2.94e-05,0.0,3.8024e-05,1.0,0.00053
winogrande.dev.1125,mistralai/mixtral-8x7b-chat,0.0,3.12e-05,0.0,1.04e-05,1.0,1.56e-05,0.0,3.12e-05,0.0,4.0352e-05,1.0,0.00053
winogrande.dev.308,mistralai/mistral-7b-chat,0.0,9.8e-06,0.0,9.8e-06,0.0,1.4699999999999998e-05,1.0,2.94e-05,0.0,3.8024e-05,1.0,0.0005
winogrande.dev.758,mistralai/mistral-7b-chat,1.0,9.2e-06,1.0,9.2e-06,0.0,1.3799999999999998e-05,1.0,2.76e-05,0.0,3.492e-05,0.0,0.0005
winogrande.dev.235,mistralai/mistral-7b-chat,0.0,1e-05,0.0,1e-05,0.0,1.5e-05,0.0,3e-05,0.0,3.880000000000001e-05,1.0,0.00054
winogrande.dev.850,mistralai/mistral-7b-chat,0.0,1e-05,0.0,1e-05,0.0,1.5e-05,0.0,3e-05,0.0,3.880000000000001e-05,0.0,0.00051
winogrande.dev.770,mistralai/mistral-7b-chat,0.0,9.8e-06,0.0,9.8e-06,0.0,1.4699999999999998e-05,0.0,2.94e-05,0.0,3.8024e-05,1.0,0.0005
winogrande.dev.1014,mistralai/mistral-7b-chat,1.0,9.6e-06,1.0,9.6e-06,0.0,1.41e-05,0.0,2.8799999999999995e-05,1.0,3.7248e-05,1.0,0.00052
winogrande.dev.1227,mistralai/mistral-7b-chat,1.0,9.4e-06,1.0,9.4e-06,0.0,1.41e-05,1.0,2.82e-05,1.0,3.6472000000000006e-05,1.0,0.00051
winogrande.dev.687,mistralai/mistral-7b-chat,1.0,1.04e-05,1.0,1.04e-05,0.0,1.53e-05,1.0,3.12e-05,0.0,4.0352e-05,1.0,0.00056
winogrande.dev.1109,mistralai/mistral-7b-chat,1.0,1.06e-05,1.0,1.06e-05,0.0,1.56e-05,1.0,3.18e-05,1.0,4.1128e-05,0.0,0.00054
winogrande.dev.861,mistralai/mistral-7b-chat,1.0,1.1e-05,1.0,1.1e-05,0.0,1.65e-05,1.0,3.3e-05,1.0,4.2680000000000005e-05,1.0,0.00056
winogrande.dev.486,mistralai/mistral-7b-chat,0.0,9.6e-06,0.0,9.6e-06,1.0,1.4399999999999998e-05,0.0,2.8799999999999995e-05,0.0,3.7248e-05,1.0,0.00052
winogrande.dev.233,mistralai/mistral-7b-chat,0.0,9.8e-06,0.0,9.8e-06,1.0,1.4699999999999998e-05,1.0,2.94e-05,0.0,3.8024e-05,1.0,0.00053
winogrande.dev.652,mistralai/mistral-7b-chat,1.0,1.02e-05,1.0,1.02e-05,0.0,1.53e-05,1.0,3.06e-05,1.0,3.9576e-05,1.0,0.00055
winogrande.dev.869,mistralai/mistral-7b-chat,1.0,1.12e-05,1.0,1.12e-05,1.0,1.6800000000000002e-05,1.0,3.3600000000000004e-05,1.0,4.3456000000000005e-05,0.0,0.00057
winogrande.dev.116,mistralai/mistral-7b-chat,0.0,1.08e-05,0.0,1.08e-05,0.0,1.62e-05,1.0,3.24e-05,0.0,4.1904e-05,1.0,0.0005499999999999
winogrande.dev.1110,mistralai/mistral-7b-chat,1.0,1.06e-05,1.0,1.06e-05,1.0,1.59e-05,0.0,3.18e-05,0.0,4.1128e-05,0.0,0.00054
winogrande.dev.78,mistralai/mistral-7b-chat,1.0,1e-05,1.0,1e-05,1.0,1.5e-05,1.0,3e-05,1.0,3.880000000000001e-05,0.0,0.00054
winogrande.dev.524,mistralai/mistral-7b-chat,1.0,1e-05,1.0,1e-05,0.0,1.5e-05,1.0,3e-05,1.0,3.880000000000001e-05,1.0,0.00054
winogrande.dev.321,mistralai/mistral-7b-chat,0.0,1.12e-05,0.0,1.12e-05,1.0,1.6800000000000002e-05,1.0,3.3600000000000004e-05,0.0,4.3456000000000005e-05,1.0,0.00057
winogrande.dev.400,mistralai/mistral-7b-chat,0.0,9.6e-06,0.0,9.6e-06,0.0,1.4399999999999998e-05,0.0,2.8799999999999995e-05,0.0,3.7248e-05,1.0,0.00052
winogrande.dev.536,mistralai/mistral-7b-chat,0.0,1.04e-05,0.0,1.04e-05,0.0,1.56e-05,1.0,3.12e-05,0.0,4.0352e-05,1.0,0.00056
winogrande.dev.647,mistralai/mistral-7b-chat,0.0,9.4e-06,0.0,9.4e-06,1.0,1.41e-05,0.0,2.82e-05,0.0,3.6472000000000006e-05,1.0,0.00051
winogrande.dev.146,mistralai/mistral-7b-chat,1.0,1e-05,1.0,1e-05,0.0,1.5e-05,1.0,3e-05,1.0,3.880000000000001e-05,1.0,0.00054
winogrande.dev.752,mistralai/mistral-7b-chat,0.0,1.08e-05,0.0,1.08e-05,0.0,1.59e-05,1.0,3.24e-05,0.0,4.1904e-05,1.0,0.0005499999999999
winogrande.dev.972,mistralai/mistral-7b-chat,0.0,1.08e-05,0.0,1.08e-05,1.0,1.62e-05,0.0,3.24e-05,0.0,4.1904e-05,1.0,0.00058
winogrande.dev.842,mistralai/mistral-7b-chat,0.0,1e-05,0.0,1e-05,1.0,1.5e-05,0.0,3e-05,0.0,3.880000000000001e-05,1.0,0.00054
winogrande.dev.48,mistralai/mistral-7b-chat,0.0,1.04e-05,0.0,1.04e-05,0.0,1.56e-05,0.0,3.12e-05,0.0,4.0352e-05,1.0,0.00053
winogrande.dev.480,mistralai/mistral-7b-chat,1.0,9.8e-06,1.0,9.8e-06,0.0,1.4699999999999998e-05,0.0,2.94e-05,0.0,3.7248e-05,0.0,0.0005
winogrande.dev.1010,mistralai/mistral-7b-chat,1.0,1e-05,1.0,1e-05,1.0,1.5e-05,1.0,3e-05,0.0,3.880000000000001e-05,1.0,0.00051
winogrande.dev.1148,mistralai/mistral-7b-chat,1.0,1e-05,1.0,1e-05,0.0,1.5e-05,0.0,3e-05,1.0,3.880000000000001e-05,1.0,0.00051
winogrande.dev.54,mistralai/mistral-7b-chat,1.0,1.06e-05,1.0,1.06e-05,1.0,1.59e-05,1.0,3.18e-05,1.0,4.1128e-05,1.0,0.00057
winogrande.dev.740,mistralai/mistral-7b-chat,1.0,1.02e-05,1.0,1.02e-05,1.0,1.53e-05,1.0,3.06e-05,1.0,3.9576e-05,0.0,0.00052
winogrande.dev.1104,mistralai/mistral-7b-chat,1.0,9.8e-06,1.0,9.8e-06,1.0,1.4699999999999998e-05,1.0,2.94e-05,0.0,3.8024e-05,1.0,0.00053
winogrande.dev.372,mistralai/mixtral-8x7b-chat,1.0,2.8799999999999995e-05,0.0,9.6e-06,0.0,1.4399999999999998e-05,1.0,2.8799999999999995e-05,0.0,3.7248e-05,1.0,0.00049
winogrande.dev.96,mistralai/mistral-7b-chat,0.0,1e-05,0.0,1e-05,0.0,1.5e-05,0.0,3e-05,0.0,3.880000000000001e-05,1.0,0.00051
winogrande.dev.403,mistralai/mistral-7b-chat,0.0,1.28e-05,0.0,1.28e-05,1.0,1.92e-05,0.0,3.84e-05,0.0,4.9664e-05,1.0,0.00068
winogrande.dev.1256,mistralai/mistral-7b-chat,1.0,1.1e-05,1.0,1.1e-05,1.0,1.65e-05,0.0,3.3e-05,1.0,4.2680000000000005e-05,1.0,0.00059
winogrande.dev.877,mistralai/mistral-7b-chat,0.0,9.8e-06,0.0,9.8e-06,1.0,1.4699999999999998e-05,1.0,2.94e-05,0.0,3.8024e-05,1.0,0.0005
winogrande.dev.415,mistralai/mistral-7b-chat,1.0,1.26e-05,1.0,1.26e-05,1.0,1.89e-05,1.0,3.78e-05,1.0,4.8888e-05,1.0,0.00067
winogrande.dev.249,mistralai/mistral-7b-chat,1.0,1e-05,1.0,1e-05,0.0,1.5e-05,1.0,3e-05,1.0,3.880000000000001e-05,1.0,0.00051
winogrande.dev.706,mistralai/mistral-7b-chat,0.0,9.6e-06,0.0,9.6e-06,1.0,1.4399999999999998e-05,0.0,2.8799999999999995e-05,0.0,3.7248e-05,1.0,0.00049
winogrande.dev.751,mistralai/mistral-7b-chat,1.0,1.02e-05,1.0,1.02e-05,0.0,1.53e-05,1.0,3.06e-05,0.0,3.9576e-05,1.0,0.00055
winogrande.dev.323,mistralai/mistral-7b-chat,0.0,9.4e-06,0.0,9.4e-06,0.0,1.41e-05,0.0,2.82e-05,0.0,3.6472000000000006e-05,1.0,0.00048
winogrande.dev.284,mistralai/mistral-7b-chat,1.0,1.12e-05,1.0,1.12e-05,1.0,1.6800000000000002e-05,1.0,3.3600000000000004e-05,1.0,4.3456000000000005e-05,1.0,0.00057
winogrande.dev.26,mistralai/mistral-7b-chat,0.0,9.6e-06,0.0,9.6e-06,1.0,1.4399999999999998e-05,0.0,2.8799999999999995e-05,0.0,3.7248e-05,1.0,0.00052
winogrande.dev.60,mistralai/mistral-7b-chat,0.0,9.2e-06,0.0,9.2e-06,1.0,1.3799999999999998e-05,0.0,2.76e-05,0.0,3.5696e-05,0.0,0.00047
winogrande.dev.110,mistralai/mistral-7b-chat,1.0,1e-05,1.0,1e-05,0.0,1.5e-05,1.0,3e-05,0.0,3.802400000000001e-05,1.0,0.00054
winogrande.dev.602,mistralai/mistral-7b-chat,1.0,9.2e-06,1.0,9.2e-06,1.0,1.3799999999999998e-05,1.0,2.76e-05,1.0,3.5696e-05,0.0,0.00047
winogrande.dev.803,mistralai/mistral-7b-chat,1.0,1.32e-05,1.0,1.32e-05,1.0,1.95e-05,1.0,3.96e-05,1.0,5.1216000000000006e-05,1.0,0.0007
winogrande.dev.1111,mistralai/mistral-7b-chat,0.0,1.34e-05,0.0,1.34e-05,1.0,2.01e-05,0.0,4.02e-05,0.0,5.1992000000000006e-05,1.0,0.00071
winogrande.dev.306,mistralai/mistral-7b-chat,0.0,1.1e-05,0.0,1.1e-05,1.0,1.62e-05,0.0,3.3e-05,0.0,4.2680000000000005e-05,1.0,0.00059
winogrande.dev.297,mistralai/mistral-7b-chat,0.0,1.08e-05,0.0,1.08e-05,1.0,1.62e-05,0.0,3.24e-05,0.0,4.1128e-05,0.0,0.0005499999999999
winogrande.dev.299,mistralai/mistral-7b-chat,1.0,1.08e-05,1.0,1.08e-05,0.0,1.62e-05,1.0,3.24e-05,1.0,4.1904e-05,1.0,0.00058
winogrande.dev.312,mistralai/mistral-7b-chat,0.0,9.4e-06,0.0,9.4e-06,0.0,1.41e-05,0.0,2.82e-05,0.0,3.5696000000000005e-05,1.0,0.00048
winogrande.dev.800,mistralai/mistral-7b-chat,0.0,1.04e-05,0.0,1.04e-05,0.0,1.56e-05,0.0,3.12e-05,0.0,3.9576e-05,1.0,0.00053
winogrande.dev.1040,mistralai/mistral-7b-chat,1.0,1.16e-05,1.0,1.16e-05,0.0,1.7400000000000003e-05,1.0,3.4800000000000006e-05,1.0,4.500800000000001e-05,1.0,0.00062
winogrande.dev.401,mistralai/mistral-7b-chat,1.0,1.06e-05,1.0,1.06e-05,1.0,1.59e-05,1.0,3.18e-05,0.0,4.1128e-05,1.0,0.00057
winogrande.dev.4,mistralai/mistral-7b-chat,1.0,9.6e-06,1.0,9.6e-06,0.0,1.4399999999999998e-05,1.0,2.8799999999999995e-05,1.0,3.7248e-05,1.0,0.00052
winogrande.dev.117,mistralai/mistral-7b-chat,1.0,1.08e-05,1.0,1.08e-05,1.0,1.62e-05,0.0,3.24e-05,1.0,4.1904e-05,1.0,0.00058
winogrande.dev.711,mistralai/mistral-7b-chat,1.0,1.22e-05,1.0,1.22e-05,1.0,1.83e-05,1.0,3.66e-05,0.0,4.7336e-05,1.0,0.00065
winogrande.dev.761,mistralai/mistral-7b-chat,0.0,9.8e-06,0.0,9.8e-06,1.0,1.4699999999999998e-05,0.0,2.94e-05,0.0,3.8024e-05,1.0,0.0005
winogrande.dev.432,mistralai/mistral-7b-chat,1.0,9.4e-06,1.0,9.4e-06,1.0,1.41e-05,1.0,2.82e-05,1.0,3.6472000000000006e-05,1.0,0.00048
winogrande.dev.446,mistralai/mistral-7b-chat,1.0,9.2e-06,1.0,9.2e-06,0.0,1.3799999999999998e-05,1.0,2.76e-05,0.0,3.492e-05,0.0,0.00047
winogrande.dev.763,mistralai/mistral-7b-chat,0.0,1.02e-05,0.0,1.02e-05,0.0,1.53e-05,1.0,3.06e-05,0.0,3.9576e-05,0.0,0.00055
winogrande.dev.103,mistralai/mistral-7b-chat,1.0,9.8e-06,1.0,9.8e-06,1.0,1.4699999999999998e-05,1.0,2.94e-05,0.0,3.8024e-05,1.0,0.00053
winogrande.dev.449,mistralai/mistral-7b-chat,1.0,1.14e-05,1.0,1.14e-05,1.0,1.7100000000000002e-05,1.0,3.4200000000000005e-05,1.0,4.4232e-05,1.0,0.00061
winogrande.dev.1159,mistralai/mistral-7b-chat,1.0,9.8e-06,1.0,9.8e-06,1.0,1.4699999999999998e-05,1.0,2.94e-05,1.0,3.8024e-05,0.0,0.00053
winogrande.dev.887,mistralai/mistral-7b-chat,1.0,1.02e-05,1.0,1.02e-05,0.0,1.53e-05,1.0,3.06e-05,1.0,3.9576e-05,1.0,0.00052
winogrande.dev.874,mistralai/mistral-7b-chat,0.0,1.2e-05,0.0,1.2e-05,0.0,1.8e-05,0.0,3.6e-05,0.0,4.656e-05,1.0,0.00061
winogrande.dev.983,mistralai/mistral-7b-chat,0.0,1.1e-05,0.0,1.1e-05,1.0,1.65e-05,0.0,3.3e-05,0.0,4.2680000000000005e-05,1.0,0.00059
winogrande.dev.824,mistralai/mistral-7b-chat,1.0,9.2e-06,1.0,9.2e-06,1.0,1.3799999999999998e-05,1.0,2.76e-05,0.0,3.492e-05,1.0,0.00047
winogrande.dev.562,mistralai/mistral-7b-chat,1.0,1.12e-05,1.0,1.12e-05,0.0,1.6800000000000002e-05,1.0,3.3600000000000004e-05,1.0,4.3456000000000005e-05,1.0,0.0006
winogrande.dev.1042,mistralai/mistral-7b-chat,1.0,9.4e-06,1.0,9.4e-06,0.0,1.41e-05,1.0,2.82e-05,1.0,3.6472000000000006e-05,1.0,0.00051
