sample_id,phi_prediction,phi_correctness,phi_cost,WizardLM/WizardLM-13B-V1.2_correctness,WizardLM/WizardLM-13B-V1.2_cost,claude-instant-v1_correctness,claude-instant-v1_cost,claude-v1_correctness,claude-v1_cost,claude-v2_correctness,claude-v2_cost,gpt-3.5-turbo-1106_correctness,gpt-3.5-turbo-1106_cost,gpt-4-1106-preview_correctness,gpt-4-1106-preview_cost,meta/code-llama-instruct-34b-chat_correctness,meta/code-llama-instruct-34b-chat_cost,meta/llama-2-70b-chat_correctness,meta/llama-2-70b-chat_cost,mistralai/mistral-7b-chat_correctness,mistralai/mistral-7b-chat_cost,mistralai/mixtral-8x7b-chat_correctness,mistralai/mixtral-8x7b-chat_cost,zero-one-ai/Yi-34B-Chat_correctness,zero-one-ai/Yi-34B-Chat_cost
mmlu-elementary-mathematics.val.360,claude-v2,0.0,0.000736,0.0,2.73e-05,0.0,7.360000000000001e-05,0.0,0.000736,0.0,0.000736,1.0,9.1e-05,0.0,0.0009199999999999,0.0,7.0616e-05,0.0,8.190000000000001e-05,1.0,1.82e-05,0.0,5.46e-05,0.0,7.200000000000002e-05
mmlu-human-sexuality.val.63,gpt-4-1106-preview,1.0,0.00109,1.0,3.24e-05,0.0,8.720000000000002e-05,1.0,0.000872,1.0,0.000872,1.0,0.000108,1.0,0.00109,0.0,8.380800000000001e-05,0.0,9.72e-05,0.0,2.1600000000000003e-05,1.0,6.48e-05,1.0,8.560000000000002e-05
mmlu-college-medicine.val.154,meta/llama-2-70b-chat,0.0,7.2e-05,1.0,2.4e-05,0.0,6.480000000000002e-05,1.0,0.000648,1.0,0.000648,0.0,7.999999999999999e-05,1.0,0.00084,0.0,6.208e-05,0.0,7.2e-05,1.0,1.6000000000000003e-05,0.0,4.8e-05,1.0,6.320000000000002e-05
grade-school-math.dev.6302,meta/llama-2-70b-chat,0.75,0.0003438,0.25,0.0001944,0.75,0.0005552,0.75,0.004064,0.75,0.005672,0.75,0.000569,0.75,0.00748,0.25,0.000354632,0.75,0.0003438,0.25,9.48e-05,0.25,0.0002718,0.75,0.0004024
grade-school-math.dev.2020,gpt-4-1106-preview,0.5,0.00764,0.25,0.0001281,0.75,0.0004623999999999,0.75,0.004552,0.75,0.00532,0.75,0.000488,0.5,0.00764,0.25,0.000222712,0.25,0.0003429,0.75,8.5e-05,0.5,0.0002573999999999,0.75,0.000356
mmlu-high-school-world-history.val.163,gpt-4-1106-preview,1.0,0.00454,1.0,0.0001358999999999,1.0,0.0003632,1.0,0.003632,1.0,0.003632,1.0,0.000453,1.0,0.00454,0.0,0.000351528,0.0,0.0004077,1.0,9.06e-05,1.0,0.0002717999999999,1.0,0.0003616
mmlu-econometrics.val.76,meta/llama-2-70b-chat,0.0,0.0001845,1.0,6.149999999999999e-05,1.0,0.0001648,1.0,0.001648,1.0,0.001648,0.0,0.000205,1.0,0.00206,0.0,0.0001583039999999,0.0,0.0001845,0.0,4.100000000000001e-05,1.0,0.0001229999999999,1.0,0.0001632
consensus_summary.dev.13,gpt-4-1106-preview,0.75,0.00313,0.75,8.549999999999999e-05,0.75,0.0003848,1.0,0.001496,0.75,0.003488,0.75,0.000345,0.75,0.00313,0.75,0.00020564,0.75,0.0003149999999999,0.75,5.98e-05,0.75,0.000168,0.75,0.0001904
hellaswag.val.10012,claude-v1,1.0,0.002344,1.0,8.73e-05,0.0,0.0002368,1.0,0.002344,1.0,0.002344,0.0,0.000294,1.0,0.00296,1.0,0.000226592,1.0,0.0002628,1.0,5.84e-05,1.0,0.0001752,1.0,0.0002328
arc-challenge.val.282,meta/llama-2-70b-chat,1.0,9e-05,0.0,3e-05,1.0,8.080000000000001e-05,1.0,0.000808,1.0,0.000808,1.0,0.0001,1.0,0.00101,0.0,7.76e-05,1.0,9e-05,0.0,2e-05,1.0,6e-05,1.0,7.920000000000001e-05
mmlu-professional-law.val.93,meta/llama-2-70b-chat,0.0,7.65e-05,0.0,2.55e-05,1.0,6.88e-05,1.0,0.000688,1.0,0.000688,1.0,8.499999999999999e-05,1.0,0.00086,0.0,6.596e-05,0.0,7.65e-05,0.0,1.7e-05,1.0,5.1e-05,1.0,6.720000000000001e-05
mmlu-world-religions.val.11,meta/llama-2-70b-chat,0.0,6.48e-05,0.0,2.16e-05,0.0,5.84e-05,1.0,0.000584,1.0,0.000584,1.0,7.199999999999999e-05,1.0,0.00073,0.0,5.5872e-05,0.0,6.48e-05,0.0,1.44e-05,1.0,4.32e-05,1.0,5.68e-05
winogrande.dev.742,claude-v1,1.0,0.000392,1.0,1.4399999999999998e-05,1.0,3.92e-05,1.0,0.000392,0.0,0.000392,0.0,5e-05,1.0,0.00052,0.0,3.7248e-05,0.0,4.32e-05,1.0,9.6e-06,1.0,2.8799999999999995e-05,1.0,3.7600000000000006e-05
mmlu-electrical-engineering.val.135,WizardLM/WizardLM-13B-V1.2,0.0,2.46e-05,0.0,2.46e-05,0.0,6.64e-05,0.0,0.000664,0.0,0.000664,0.0,8.2e-05,1.0,0.00083,0.0,6.3632e-05,0.0,7.38e-05,0.0,1.64e-05,0.0,4.86e-05,1.0,6.56e-05
mmlu-elementary-mathematics.val.233,gpt-4-1106-preview,0.0,0.00108,0.0,3.21e-05,0.0,8.64e-05,0.0,0.000864,0.0,0.000864,0.0,0.000109,0.0,0.00108,0.0,8.3032e-05,0.0,9.63e-05,0.0,2.14e-05,0.0,6.42e-05,0.0,8.56e-05
mmlu-world-religions.val.44,meta/llama-2-70b-chat,0.0,8.280000000000001e-05,0.0,2.76e-05,1.0,7.44e-05,1.0,0.000744,1.0,0.000744,1.0,9.2e-05,1.0,0.0009299999999999,0.0,7.139200000000001e-05,0.0,8.280000000000001e-05,0.0,1.84e-05,1.0,5.52e-05,1.0,7.280000000000001e-05
consensus_summary.dev.292,meta/llama-2-70b-chat,0.75,0.0003807,0.75,0.0001010999999999,1.0,0.0002896,0.25,0.002008,0.75,0.004,0.25,0.000249,0.0,0.00251,0.75,0.000270824,0.75,0.0003807,0.75,7.14e-05,0.75,0.0002166,0.75,0.0002392
mmlu-clinical-knowledge.val.142,meta/llama-2-70b-chat,0.0,8.280000000000001e-05,0.0,2.76e-05,1.0,7.44e-05,1.0,0.000744,1.0,0.000744,1.0,9.2e-05,1.0,0.0009299999999999,0.0,7.139200000000001e-05,0.0,8.280000000000001e-05,0.0,1.84e-05,1.0,5.52e-05,1.0,7.280000000000001e-05
mmlu-high-school-geography.val.73,meta/llama-2-70b-chat,0.0,7.65e-05,1.0,2.55e-05,1.0,6.88e-05,1.0,0.000688,1.0,0.000688,0.0,8.499999999999999e-05,1.0,0.00086,0.0,6.596e-05,0.0,7.65e-05,0.0,1.7e-05,1.0,5.1e-05,1.0,6.8e-05
hellaswag.val.5893,claude-v1,0.0,0.002224,0.0,8.28e-05,0.0,0.0002224,0.0,0.002224,1.0,0.002224,1.0,0.000279,0.0,0.00281,0.0,0.000214952,1.0,0.0002484,0.0,5.5400000000000005e-05,0.0,0.0001662,1.0,0.0002208
mmlu-professional-law.val.1110,WizardLM/WizardLM-13B-V1.2,0.0,9.42e-05,0.0,9.42e-05,0.0,0.000252,0.0,0.00252,0.0,0.00252,0.0,0.000314,0.0,0.00315,0.0,0.000243664,0.0,0.0002826,0.0,6.280000000000001e-05,0.0,0.0001884,0.0,0.0002504
mmlu-business-ethics.val.77,meta/llama-2-70b-chat,0.0,7.11e-05,1.0,2.37e-05,0.0,6.400000000000001e-05,1.0,0.00064,1.0,0.00064,1.0,7.9e-05,1.0,0.0007999999999999,0.0,6.1304e-05,0.0,7.11e-05,0.0,1.58e-05,1.0,4.74e-05,1.0,6.240000000000001e-05
mmlu-professional-accounting.val.138,gpt-4-1106-preview,1.0,0.00108,0.0,3.21e-05,1.0,8.64e-05,1.0,0.000864,1.0,0.000864,0.0,0.000107,1.0,0.00108,0.0,8.3032e-05,0.0,9.63e-05,0.0,2.14e-05,1.0,6.42e-05,1.0,8.48e-05
grade-school-math.dev.4374,gpt-4-1106-preview,0.75,0.00732,0.75,0.0001391999999999,0.75,0.0006456,0.75,0.005136,0.75,0.0054719999999999,0.75,0.0004759999999999,0.75,0.00732,0.25,0.000332128,0.75,0.0003726,0.25,0.0005434,0.75,0.0002417999999999,0.75,0.0003664
mmlu-professional-law.val.1169,gpt-4-1106-preview,1.0,0.00327,0.0,9.78e-05,1.0,0.0002616,1.0,0.002616,1.0,0.002616,0.0,0.000326,1.0,0.00327,0.0,0.0002529759999999,0.0,0.0002934,0.0,6.52e-05,1.0,0.0001956,0.0,0.00026
mmlu-professional-law.val.278,gpt-4-1106-preview,0.0,0.00253,0.0,7.56e-05,1.0,0.0002024,1.0,0.002024,0.0,0.002024,0.0,0.000252,0.0,0.00253,0.0,0.000195552,0.0,0.0002267999999999,0.0,5.0400000000000005e-05,0.0,0.0001512,0.0,0.0002016
mmlu-high-school-psychology.val.475,claude-v1,1.0,0.00072,1.0,2.67e-05,1.0,7.200000000000002e-05,1.0,0.00072,1.0,0.00072,1.0,8.9e-05,1.0,0.00093,0.0,6.9064e-05,0.0,8.01e-05,0.0,1.7800000000000002e-05,1.0,5.34e-05,1.0,7.040000000000002e-05
bias_detection.dev.62,meta/llama-2-70b-chat,0.0,0.0003483,0.0,0.0001049999999999,1.0,0.0003775999999999,1.0,0.002768,1.0,0.005336,1.0,0.000318,1.0,0.00631,0.0,0.000259184,0.0,0.0003483,0.0,6.24e-05,1.0,0.0002165999999999,0.0,0.0002176
arc-challenge.test.667,claude-v1,1.0,0.000632,1.0,2.3400000000000003e-05,0.0,6.32e-05,1.0,0.000632,0.0,0.000632,1.0,8e-05,1.0,0.00082,1.0,6.0528e-05,0.0,7.020000000000001e-05,1.0,1.5600000000000003e-05,1.0,4.6800000000000006e-05,0.0,6.16e-05
accounting_audit.dev.6,gpt-4-1106-preview,1.0,0.00142,0.0,4.41e-05,1.0,0.0001136,1.0,0.0011359999999999,0.0,0.0011359999999999,1.0,0.0001409999999999,1.0,0.00142,0.0,0.000114072,0.0,0.0001323,0.0,2.9400000000000003e-05,0.0,8.819999999999999e-05,0.0,0.0001128
hellaswag.val.7030,claude-v1,1.0,0.00208,0.0,7.769999999999999e-05,1.0,0.000208,1.0,0.00208,1.0,0.00208,0.0,0.000261,1.0,0.0026,0.0,0.000200984,1.0,0.0002331,0.0,5.1800000000000005e-05,0.0,0.0001553999999999,1.0,0.0002064
hellaswag.val.8370,claude-v1,1.0,0.002272,1.0,8.49e-05,0.0,0.0002272,1.0,0.002272,1.0,0.002272,0.0,0.000283,1.0,0.00284,1.0,0.000219608,1.0,0.0002547,1.0,5.660000000000001e-05,1.0,0.0001698,1.0,0.0002256
mmlu-international-law.val.119,meta/llama-2-70b-chat,0.0,0.0001197,1.0,3.99e-05,1.0,0.0001072,1.0,0.001072,1.0,0.001072,1.0,0.000133,1.0,0.00134,0.0,0.000103208,0.0,0.0001197,0.0,2.6600000000000003e-05,1.0,7.98e-05,1.0,0.0001064
arc-challenge.test.602,gpt-4-1106-preview,1.0,0.00089,0.0,2.64e-05,1.0,7.12e-05,1.0,0.000712,1.0,0.000712,0.0,9e-05,1.0,0.00089,0.0,6.828800000000001e-05,0.0,7.920000000000001e-05,0.0,1.7599999999999998e-05,1.0,5.28e-05,1.0,6.96e-05
mmlu-professional-law.val.498,meta/llama-2-70b-chat,0.0,0.0001853999999999,0.0,6.18e-05,1.0,0.0001656,1.0,0.001656,1.0,0.001656,1.0,0.000206,1.0,0.00207,0.0,0.000159856,0.0,0.0001853999999999,0.0,4.1200000000000005e-05,1.0,0.0001236,0.0,0.000164
mmlu-professional-law.val.1023,claude-v1,0.0,0.003992,0.0,0.0001493999999999,0.0,0.0003992,0.0,0.003992,0.0,0.003992,0.0,0.000498,0.0,0.00499,0.0,0.000386448,0.0,0.0004482,0.0,9.96e-05,0.0,0.0002982,1.0,0.0003984
hellaswag.val.3857,gpt-4-1106-preview,1.0,0.00225,0.0,6.599999999999999e-05,1.0,0.00018,0.0,0.001776,0.0,0.001776,1.0,0.000223,1.0,0.00225,0.0,0.000171496,1.0,0.000198,0.0,4.420000000000001e-05,0.0,0.0001326,0.0,0.000176
hellaswag.val.1881,mistralai/mistral-7b-chat,0.0,3.160000000000001e-05,0.0,4.74e-05,1.0,0.0001272,0.0,0.001272,0.0,0.001296,0.0,0.000158,1.0,0.00159,0.0,0.000122608,0.0,0.0001413,0.0,3.160000000000001e-05,1.0,9.48e-05,1.0,0.0001256
mmlu-college-chemistry.val.80,meta/llama-2-70b-chat,0.0,6.93e-05,0.0,2.31e-05,0.0,6.24e-05,0.0,0.000624,0.0,0.000624,0.0,7.699999999999999e-05,0.0,0.00078,0.0,5.9752000000000007e-05,0.0,6.93e-05,0.0,1.54e-05,0.0,4.6200000000000005e-05,0.0,6.16e-05
hellaswag.val.325,meta/llama-2-70b-chat,0.0,0.0001026,0.0,3.45e-05,0.0,9.28e-05,0.0,0.000928,0.0,0.000928,1.0,0.0001149999999999,0.0,0.00116,1.0,8.924e-05,0.0,0.0001026,1.0,2.3e-05,0.0,6.9e-05,0.0,9.12e-05
mmlu-professional-law.val.1113,WizardLM/WizardLM-13B-V1.2,0.0,6.24e-05,0.0,6.24e-05,0.0,0.0001672,0.0,0.0016719999999999,0.0,0.0016719999999999,1.0,0.000208,1.0,0.00209,0.0,0.0001614079999999,0.0,0.0001872,1.0,4.160000000000001e-05,1.0,0.0001248,0.0,0.0001664
mmlu-prehistory.val.36,claude-v1,1.0,0.000784,1.0,2.9100000000000003e-05,1.0,7.840000000000001e-05,1.0,0.000784,1.0,0.000784,1.0,9.7e-05,1.0,0.00101,0.0,7.5272e-05,0.0,8.730000000000001e-05,0.0,1.94e-05,1.0,5.8200000000000005e-05,1.0,7.76e-05
grade-school-math.dev.2065,meta/llama-2-70b-chat,0.25,0.0003663,0.5,0.0001407,0.25,0.0005024,0.25,0.005024,0.75,0.00596,0.75,0.0004849999999999,0.75,0.00739,0.25,0.000317384,0.25,0.0003663,0.5,8.2e-05,0.25,0.0002339999999999,0.75,0.0004016
grade-school-math.dev.7399,meta/llama-2-70b-chat,0.5,0.0003861,0.5,0.0001743,0.5,0.0005808,0.75,0.005832,0.5,0.0060479999999999,0.75,0.000507,0.5,0.00813,0.25,0.000417488,0.5,0.0003861,0.25,8.94e-05,0.25,0.0002676,0.25,0.0004056
mmlu-high-school-us-history.val.104,meta/llama-2-70b-chat,0.0,0.0002241,1.0,7.47e-05,1.0,0.0002,0.0,0.002,0.0,0.002,1.0,0.000249,1.0,0.00253,0.0,0.0001932239999999,0.0,0.0002241,1.0,4.980000000000001e-05,1.0,0.0001494,1.0,0.0001984
mmlu-nutrition.val.45,WizardLM/WizardLM-13B-V1.2,0.0,4.77e-05,0.0,4.77e-05,1.0,0.000128,1.0,0.0012799999999999,1.0,0.0012799999999999,1.0,0.000159,1.0,0.0016,0.0,0.000123384,0.0,0.0001431,0.0,3.180000000000001e-05,1.0,9.54e-05,1.0,0.0001272
arc-challenge.test.986,meta/llama-2-70b-chat,1.0,8.91e-05,1.0,2.97e-05,1.0,8e-05,1.0,0.0008,1.0,0.0008,1.0,0.000101,1.0,0.00103,0.0,7.682400000000001e-05,1.0,8.91e-05,0.0,1.98e-05,1.0,5.94e-05,1.0,7.840000000000001e-05
mmlu-professional-law.val.846,gpt-4-1106-preview,0.0,0.00418,0.0,0.0001250999999999,0.0,0.0003344,0.0,0.003344,0.0,0.003344,0.0,0.000417,0.0,0.00418,0.0,0.000323592,0.0,0.0003753,0.0,8.34e-05,0.0,0.0002501999999999,0.0,0.0003328
mmlu-anatomy.val.29,meta/llama-2-70b-chat,0.0,0.0001413,0.0,4.71e-05,0.0,0.0001264,0.0,0.001264,1.0,0.001264,0.0,0.000157,1.0,0.00158,0.0,0.000121832,0.0,0.0001413,0.0,3.1400000000000004e-05,0.0,9.42e-05,0.0,0.0001256
mmlu-professional-law.val.1523,claude-v1,1.0,0.003736,1.0,0.0001397999999999,1.0,0.0003736,1.0,0.003736,0.0,0.003736,1.0,0.000466,0.0,0.00467,0.0,0.000361616,0.0,0.0004194,0.0,9.32e-05,1.0,0.0002795999999999,1.0,0.0003728
