sample_id,phi_prediction,phi_correctness,phi_cost,mistralai/mistral-7b-chat_correctness,mistralai/mistral-7b-chat_cost,WizardLM/WizardLM-13B-V1.2_correctness,WizardLM/WizardLM-13B-V1.2_cost,mistralai/mixtral-8x7b-chat_correctness,mistralai/mixtral-8x7b-chat_cost,meta/code-llama-instruct-34b-chat_correctness,meta/code-llama-instruct-34b-chat_cost,gpt-4-1106-preview_correctness,gpt-4-1106-preview_cost
mmlu-professional-law.val.1203,WizardLM/WizardLM-13B-V1.2,0.0,0.0001257,0.0,8.38e-05,0.0,0.0001257,0.0,0.0002514,0.0,0.000325144,1.0,0.0042
hellaswag.val.867,mistralai/mixtral-8x7b-chat,0.0,6.96e-05,0.0,2.32e-05,0.0,3.48e-05,0.0,6.96e-05,0.0,9.0016e-05,0.0,0.00117
winogrande.dev.569,mistralai/mistral-7b-chat,1.0,1e-05,1.0,1e-05,0.0,1.5e-05,1.0,3e-05,1.0,3.880000000000001e-05,1.0,0.00054
mmlu-professional-law.val.1091,WizardLM/WizardLM-13B-V1.2,0.0,0.0001269,1.0,8.46e-05,0.0,0.0001269,1.0,0.0002532,0.0,0.000328248,1.0,0.00427
mmlu-elementary-mathematics.val.144,mistralai/mistral-7b-chat,0.0,2.14e-05,0.0,2.14e-05,0.0,3.21e-05,1.0,6.42e-05,0.0,8.3032e-05,0.0,0.00108
winogrande.dev.43,mistralai/mixtral-8x7b-chat,0.0,3.6e-05,0.0,1.2e-05,1.0,1.8e-05,0.0,3.6e-05,0.0,4.656e-05,1.0,0.00064
mmlu-high-school-microeconomics.val.129,mistralai/mistral-7b-chat,0.0,1.72e-05,0.0,1.72e-05,0.0,2.58e-05,1.0,5.16e-05,0.0,6.673599999999999e-05,1.0,0.00087
grade-school-math.dev.6486,WizardLM/WizardLM-13B-V1.2,0.25,0.0001314,0.75,8.44e-05,0.25,0.0001314,0.75,0.0002304,0.75,0.00036084,0.75,0.0095
mmlu-professional-law.val.185,mistralai/mistral-7b-chat,0.0,3.980000000000001e-05,0.0,3.980000000000001e-05,0.0,5.97e-05,0.0,0.0001193999999999,0.0,0.000154424,1.0,0.002
hellaswag.val.7802,mistralai/mixtral-8x7b-chat,0.0,0.0001524,0.0,5.080000000000001e-05,0.0,7.62e-05,0.0,0.0001524,0.0,0.0001971039999999,0.0,0.00258
arc-challenge.test.635,mistralai/mistral-7b-chat,0.0,1.8e-05,0.0,1.8e-05,1.0,2.7e-05,0.0,5.4e-05,0.0,6.984e-05,1.0,0.00094
hellaswag.val.6944,mistralai/mixtral-8x7b-chat,1.0,0.0001614,0.0,5.380000000000001e-05,0.0,8.07e-05,1.0,0.0001614,0.0,0.000208744,0.0,0.0027
hellaswag.val.2947,mistralai/mistral-7b-chat,0.0,2.44e-05,0.0,2.44e-05,0.0,3.66e-05,0.0,7.32e-05,0.0,9.4672e-05,0.0,0.00123
grade-school-math.dev.915,WizardLM/WizardLM-13B-V1.2,0.25,0.0001706999999999,0.25,6.620000000000001e-05,0.25,0.0001706999999999,0.25,0.000249,0.25,0.000311176,0.25,0.01329
grade-school-math.dev.5638,WizardLM/WizardLM-13B-V1.2,0.75,0.0001356,0.25,5.440000000000001e-05,0.75,0.0001356,0.75,0.0002663999999999,0.5,0.000292552,0.75,0.00724
grade-school-math.dev.3680,mistralai/mixtral-8x7b-chat,0.5,0.0002784,0.5,0.000102,0.25,0.0001977,0.5,0.0002784,0.75,0.00028324,0.75,0.00885
mmlu-human-aging.val.134,mistralai/mistral-7b-chat,1.0,1.4e-05,1.0,1.4e-05,1.0,2.1e-05,1.0,4.2e-05,0.0,5.432e-05,1.0,0.00071
hellaswag.val.3806,mistralai/mixtral-8x7b-chat,0.0,0.0001626,0.0,5.420000000000001e-05,0.0,8.13e-05,0.0,0.0001626,0.0,0.0002102959999999,0.0,0.00275
grade-school-math.dev.5827,WizardLM/WizardLM-13B-V1.2,0.25,0.0001668,0.75,6.98e-05,0.25,0.0001668,0.75,0.0002663999999999,0.75,0.000361616,0.5,0.0085799999999999
grade-school-math.dev.5807,mistralai/mistral-7b-chat,0.25,7.26e-05,0.25,7.26e-05,0.5,0.0001713,0.75,0.0002502,0.75,0.000357736,0.5,0.00909
grade-school-math.dev.1333,WizardLM/WizardLM-13B-V1.2,0.25,0.0001692,0.25,8.460000000000001e-05,0.25,0.0001692,0.75,0.0003455999999999,0.25,0.000388,0.5,0.00797
hellaswag.val.9260,mistralai/mixtral-8x7b-chat,0.0,0.0001392,0.0,4.64e-05,0.0,6.96e-05,0.0,0.0001392,0.0,0.000180032,1.0,0.00233
mmlu-professional-law.val.598,mistralai/mistral-7b-chat,0.0,4.8200000000000006e-05,0.0,4.8200000000000006e-05,0.0,7.230000000000001e-05,0.0,0.0001446,0.0,0.000187016,1.0,0.00245
winogrande.dev.171,mistralai/mixtral-8x7b-chat,0.0,3.4200000000000005e-05,0.0,1.14e-05,1.0,1.7100000000000002e-05,0.0,3.4200000000000005e-05,0.0,4.4232e-05,1.0,0.00061
hellaswag.val.3234,mistralai/mistral-7b-chat,0.0,1.7599999999999998e-05,0.0,1.7599999999999998e-05,0.0,2.64e-05,1.0,5.28e-05,0.0,6.828800000000001e-05,1.0,0.00089
mmlu-miscellaneous.val.551,mistralai/mistral-7b-chat,1.0,1.44e-05,1.0,1.44e-05,1.0,2.16e-05,1.0,4.32e-05,0.0,5.5872e-05,1.0,0.00073
grade-school-math.dev.5221,mistralai/mistral-7b-chat,0.25,8.340000000000001e-05,0.25,8.340000000000001e-05,0.75,0.0001368,0.25,0.0002352,0.75,0.000264616,0.75,0.0051199999999999
winogrande.dev.229,mistralai/mistral-7b-chat,0.0,8.999999999999999e-06,0.0,8.999999999999999e-06,1.0,1.35e-05,0.0,2.7e-05,0.0,3.4920000000000004e-05,1.0,0.00049
mmlu-high-school-macroeconomics.val.189,mistralai/mistral-7b-chat,0.0,2.92e-05,0.0,2.92e-05,0.0,4.38e-05,0.0,8.759999999999999e-05,0.0,0.000113296,0.0,0.00147
hellaswag.val.5038,mistralai/mixtral-8x7b-chat,0.0,0.0001553999999999,0.0,5.1800000000000005e-05,0.0,7.739999999999998e-05,0.0,0.0001553999999999,0.0,0.000200984,1.0,0.00263
grade-school-math.dev.5894,WizardLM/WizardLM-13B-V1.2,0.25,0.0001662,0.25,9.44e-05,0.25,0.0001662,1.0,0.000204,0.25,0.000384896,0.75,0.01289
mmlu-formal-logic.val.96,mistralai/mistral-7b-chat,0.0,1.86e-05,0.0,1.86e-05,0.0,2.79e-05,0.0,5.58e-05,0.0,7.2168e-05,0.0,0.00094
hellaswag.val.3283,mistralai/mixtral-8x7b-chat,0.0,0.0001614,0.0,5.380000000000001e-05,0.0,8.07e-05,0.0,0.0001614,0.0,0.000208744,1.0,0.0027
grade-school-math.dev.4791,WizardLM/WizardLM-13B-V1.2,0.75,0.0001640999999999,0.75,7.38e-05,0.75,0.0001640999999999,0.75,0.0002778,0.5,0.000273152,0.75,0.00847
hellaswag.val.1801,mistralai/mistral-7b-chat,1.0,1.6800000000000002e-05,1.0,1.6800000000000002e-05,1.0,2.52e-05,1.0,5.04e-05,1.0,6.5184e-05,1.0,0.00088
mmlu-professional-law.val.698,WizardLM/WizardLM-13B-V1.2,0.0,0.0001092,0.0,7.280000000000001e-05,0.0,0.0001092,0.0,0.0002184,0.0,0.000282464,1.0,0.00365
hellaswag.val.5145,mistralai/mistral-7b-chat,0.0,4.6800000000000006e-05,0.0,4.6800000000000006e-05,0.0,7.02e-05,0.0,0.0001404,0.0,0.000181584,1.0,0.00235
hellaswag.val.3321,mistralai/mistral-7b-chat,1.0,5.660000000000001e-05,1.0,5.660000000000001e-05,1.0,8.49e-05,1.0,0.0001698,1.0,0.000219608,1.0,0.00287
hellaswag.val.6136,mistralai/mixtral-8x7b-chat,0.0,0.000156,0.0,5.2e-05,0.0,7.769999999999999e-05,0.0,0.000156,0.0,0.00020176,1.0,0.00264
hellaswag.val.2065,mistralai/mistral-7b-chat,0.0,2.2600000000000004e-05,0.0,2.2600000000000004e-05,0.0,3.39e-05,0.0,6.78e-05,0.0,8.768799999999999e-05,1.0,0.00114
arc-challenge.test.250,mistralai/mistral-7b-chat,1.0,1.3e-05,1.0,1.3e-05,1.0,1.95e-05,1.0,3.9e-05,0.0,5.044e-05,1.0,0.00069
hellaswag.val.5815,WizardLM/WizardLM-13B-V1.2,0.0,7.59e-05,0.0,5.06e-05,0.0,7.59e-05,0.0,0.0001518,0.0,0.000196328,1.0,0.00257
mmlu-high-school-psychology.val.64,mistralai/mixtral-8x7b-chat,1.0,4.86e-05,0.0,1.62e-05,0.0,2.43e-05,1.0,4.86e-05,0.0,6.285600000000001e-05,1.0,0.00082
mmlu-high-school-government-and-politics.val.59,mistralai/mistral-7b-chat,0.0,2.3800000000000003e-05,0.0,2.3800000000000003e-05,1.0,3.57e-05,1.0,7.14e-05,0.0,9.2344e-05,1.0,0.0012
grade-school-math.dev.4385,mistralai/mixtral-8x7b-chat,0.0,0.000327,0.75,0.0001216,0.25,0.0001647,0.0,0.000327,0.25,0.0004462,0.75,0.01077
grade-school-math.dev.2688,mistralai/mixtral-8x7b-chat,0.25,0.0003017999999999,0.25,0.0001154,0.75,0.0001532999999999,0.25,0.0003017999999999,0.5,0.000303416,0.75,0.00865
mmlu-high-school-world-history.val.198,mistralai/mixtral-8x7b-chat,1.0,0.0002082,0.0,6.939999999999999e-05,0.0,0.0001041,1.0,0.0002082,0.0,0.000269272,1.0,0.00348
grade-school-math.dev.3972,WizardLM/WizardLM-13B-V1.2,0.5,0.0001392,0.5,7.840000000000001e-05,0.5,0.0001392,0.5,0.0002766,0.25,0.000303416,0.5,0.00593
hellaswag.val.5922,WizardLM/WizardLM-13B-V1.2,0.0,7.08e-05,0.0,4.720000000000001e-05,0.0,7.08e-05,0.0,0.0001416,0.0,0.000183136,1.0,0.0024
arc-challenge.test.472,mistralai/mixtral-8x7b-chat,1.0,3.3e-05,0.0,1.1e-05,1.0,1.65e-05,1.0,3.3e-05,0.0,4.2680000000000005e-05,1.0,0.00056
hellaswag.val.1654,mistralai/mixtral-8x7b-chat,1.0,7.62e-05,1.0,2.54e-05,0.0,3.81e-05,1.0,7.62e-05,1.0,9.8552e-05,0.0,0.00131
grade-school-math.dev.2397,WizardLM/WizardLM-13B-V1.2,0.25,0.0001643999999999,0.75,6.82e-05,0.25,0.0001643999999999,0.5,0.0002166,0.5,0.000281688,0.75,0.01042
grade-school-math.dev.25,mistralai/mistral-7b-chat,0.75,9.06e-05,0.75,9.06e-05,0.25,0.0001482,0.5,0.0003426,0.25,0.000413608,0.75,0.00874
mmlu-high-school-mathematics.val.171,mistralai/mixtral-8x7b-chat,0.0,7.32e-05,0.0,2.44e-05,0.0,3.66e-05,0.0,7.32e-05,0.0,9.4672e-05,1.0,0.00123
grade-school-math.dev.4915,mistralai/mistral-7b-chat,0.25,0.0001,0.25,0.0001,0.75,0.0001331999999999,0.75,0.0002544,0.25,0.000329024,0.75,0.00628
mmlu-miscellaneous.val.545,mistralai/mixtral-8x7b-chat,1.0,4.44e-05,1.0,1.48e-05,0.0,2.22e-05,1.0,4.44e-05,0.0,5.7424e-05,1.0,0.00075
winogrande.dev.1064,mistralai/mixtral-8x7b-chat,1.0,2.7e-05,1.0,8.999999999999999e-06,1.0,1.35e-05,1.0,2.7e-05,1.0,3.4920000000000004e-05,0.0,0.00046
mmlu-college-chemistry.val.6,mistralai/mixtral-8x7b-chat,1.0,5.46e-05,1.0,1.82e-05,1.0,2.73e-05,1.0,5.46e-05,0.0,7.0616e-05,1.0,0.0009199999999999
hellaswag.val.1740,WizardLM/WizardLM-13B-V1.2,0.0,3.12e-05,0.0,2.1e-05,0.0,3.12e-05,0.0,6.3e-05,0.0,8.148e-05,0.0,0.00106
mmlu-professional-law.val.1314,WizardLM/WizardLM-13B-V1.2,0.0,6.989999999999999e-05,1.0,4.660000000000001e-05,0.0,6.989999999999999e-05,1.0,0.0001397999999999,0.0,0.000180808,1.0,0.00234
mmlu-philosophy.val.134,mistralai/mixtral-8x7b-chat,1.0,4.8e-05,1.0,1.6000000000000003e-05,0.0,2.4e-05,1.0,4.8e-05,0.0,6.208e-05,1.0,0.00081
grade-school-math.dev.5890,WizardLM/WizardLM-13B-V1.2,0.25,0.0001409999999999,0.25,8.32e-05,0.25,0.0001409999999999,0.25,0.0002862,0.25,0.000335232,0.25,0.0112699999999999
hellaswag.val.1813,mistralai/mistral-7b-chat,1.0,1.92e-05,1.0,1.92e-05,1.0,2.88e-05,1.0,5.76e-05,0.0,7.4496e-05,1.0,0.0009699999999999
grade-school-math.dev.4241,mistralai/mixtral-8x7b-chat,0.25,0.0003876,0.25,0.0001024,0.25,0.0002132999999999,0.25,0.0003876,0.25,0.000394984,0.75,0.01047
mmlu-high-school-european-history.val.14,mistralai/mixtral-8x7b-chat,1.0,0.0001566,1.0,5.220000000000001e-05,1.0,7.83e-05,1.0,0.0001566,0.0,0.000202536,1.0,0.00262
grade-school-math.dev.3587,mistralai/mistral-7b-chat,0.5,7.04e-05,0.5,7.04e-05,0.75,0.0001293,0.75,0.0002394,0.25,0.00031428,0.75,0.0086
hellaswag.val.501,mistralai/mistral-7b-chat,1.0,1.92e-05,1.0,1.92e-05,0.0,2.88e-05,0.0,5.76e-05,1.0,7.4496e-05,1.0,0.001
mmlu-miscellaneous.val.355,mistralai/mistral-7b-chat,0.0,1.52e-05,0.0,1.52e-05,0.0,2.28e-05,1.0,4.56e-05,0.0,5.8976e-05,1.0,0.00077
mmlu-college-computer-science.val.7,mistralai/mistral-7b-chat,0.0,2.08e-05,0.0,2.08e-05,0.0,3.12e-05,0.0,6.24e-05,0.0,8.0704e-05,0.0,0.00108
hellaswag.val.7848,mistralai/mistral-7b-chat,0.0,5.2e-05,0.0,5.2e-05,0.0,7.8e-05,0.0,0.000156,0.0,0.00020176,0.0,0.00261
hellaswag.val.7409,mistralai/mixtral-8x7b-chat,0.0,0.0001572,0.0,5.24e-05,0.0,7.86e-05,0.0,0.0001572,0.0,0.000203312,1.0,0.00263
hellaswag.val.3592,WizardLM/WizardLM-13B-V1.2,1.0,7.110000000000001e-05,1.0,4.74e-05,1.0,7.110000000000001e-05,1.0,0.0001422,1.0,0.000183912,1.0,0.00241
hellaswag.val.3009,mistralai/mistral-7b-chat,0.0,2.02e-05,0.0,2.02e-05,0.0,3.03e-05,0.0,6.06e-05,0.0,7.8376e-05,1.0,0.00102
grade-school-math.dev.2827,meta/code-llama-instruct-34b-chat,0.25,0.000247544,0.25,9.54e-05,0.25,0.0001086,0.25,0.0003072,0.25,0.000247544,0.75,0.0076
grade-school-math.dev.5004,mistralai/mixtral-8x7b-chat,0.75,0.0002034,0.5,7.1e-05,0.75,0.0001317,0.75,0.0002034,0.5,0.000311176,0.75,0.00613
grade-school-math.dev.6728,WizardLM/WizardLM-13B-V1.2,0.75,0.0001233,0.25,7e-05,0.75,0.0001233,0.75,0.0002267999999999,0.75,0.000260736,0.75,0.00592
mmlu-professional-law.val.409,mistralai/mistral-7b-chat,1.0,7.06e-05,1.0,7.06e-05,0.0,0.0001059,0.0,0.0002118,0.0,0.000273928,0.0,0.00354
grade-school-math.dev.2746,meta/code-llama-instruct-34b-chat,0.25,0.000397312,0.25,8.640000000000001e-05,0.25,0.0001425,0.5,0.0002544,0.25,0.000397312,0.75,0.0095
grade-school-math.dev.3184,meta/code-llama-instruct-34b-chat,0.75,0.000305744,0.75,8.5e-05,0.5,0.0001593,0.75,0.0002556,0.75,0.000305744,0.5,0.0098999999999999
hellaswag.val.2498,mistralai/mistral-7b-chat,0.0,2.52e-05,0.0,2.52e-05,1.0,3.78e-05,0.0,7.56e-05,0.0,9.7776e-05,1.0,0.00127
mmlu-high-school-world-history.val.81,WizardLM/WizardLM-13B-V1.2,0.0,0.0001286999999999,0.0,8.58e-05,0.0,0.0001286999999999,1.0,0.0002573999999999,0.0,0.000332904,1.0,0.0043
mmlu-computer-security.val.46,mistralai/mistral-7b-chat,0.0,1.7599999999999998e-05,0.0,1.7599999999999998e-05,1.0,2.64e-05,1.0,5.28e-05,0.0,6.828800000000001e-05,1.0,0.00089
mmlu-high-school-mathematics.val.156,mistralai/mistral-7b-chat,1.0,2.4e-05,1.0,2.4e-05,1.0,3.6e-05,0.0,7.2e-05,0.0,9.312e-05,0.0,0.00121
mmlu-public-relations.val.103,mistralai/mixtral-8x7b-chat,1.0,5.22e-05,1.0,1.74e-05,1.0,2.61e-05,1.0,5.22e-05,0.0,6.751200000000001e-05,1.0,0.00091
hellaswag.val.10012,mistralai/mistral-7b-chat,1.0,5.84e-05,1.0,5.84e-05,1.0,8.73e-05,1.0,0.0001752,1.0,0.000226592,1.0,0.00296
mmlu-miscellaneous.val.461,WizardLM/WizardLM-13B-V1.2,1.0,2.31e-05,0.0,1.54e-05,1.0,2.31e-05,1.0,4.6200000000000005e-05,0.0,5.9752000000000007e-05,1.0,0.00078
hellaswag.val.4666,mistralai/mistral-7b-chat,0.0,4.2600000000000005e-05,0.0,4.2600000000000005e-05,0.0,6.39e-05,0.0,0.0001278,0.0,0.000165288,1.0,0.00217
mmlu-virology.val.8,mistralai/mixtral-8x7b-chat,1.0,5.04e-05,1.0,1.6800000000000002e-05,1.0,2.52e-05,1.0,5.04e-05,0.0,6.5184e-05,0.0,0.00085
grade-school-math.dev.5907,WizardLM/WizardLM-13B-V1.2,0.25,0.0001677,0.75,9.74e-05,0.25,0.0001677,0.25,0.0002982,0.75,0.000370152,0.75,0.0121999999999999
hellaswag.val.8409,mistralai/mixtral-8x7b-chat,0.0,0.0001638,0.0,5.4600000000000006e-05,0.0,8.19e-05,0.0,0.0001638,0.0,0.0002118479999999,0.0,0.00277
hellaswag.val.5798,mistralai/mixtral-8x7b-chat,1.0,0.0001463999999999,1.0,4.880000000000001e-05,1.0,7.319999999999999e-05,1.0,0.0001463999999999,1.0,0.0001893439999999,1.0,0.00245
