sample_id,phi_prediction,phi_correctness,phi_cost,mistralai/mistral-7b-chat_correctness,mistralai/mistral-7b-chat_cost,WizardLM/WizardLM-13B-V1.2_correctness,WizardLM/WizardLM-13B-V1.2_cost,mistralai/mixtral-8x7b-chat_correctness,mistralai/mixtral-8x7b-chat_cost,meta/code-llama-instruct-34b-chat_correctness,meta/code-llama-instruct-34b-chat_cost,gpt-4-1106-preview_correctness,gpt-4-1106-preview_cost
arc-challenge.test.598,mistralai/mixtral-8x7b-chat,1.0,6.48e-05,0.0,2.1600000000000003e-05,0.0,3.24e-05,1.0,6.48e-05,0.0,8.380800000000001e-05,1.0,0.00109
arc-challenge.test.840,mistralai/mixtral-8x7b-chat,1.0,4.32e-05,1.0,1.44e-05,1.0,2.16e-05,1.0,4.32e-05,1.0,5.5872e-05,1.0,0.00076
arc-challenge.test.331,mistralai/mixtral-8x7b-chat,0.0,5.52e-05,0.0,1.84e-05,0.0,2.76e-05,0.0,5.52e-05,0.0,7.139200000000001e-05,1.0,0.00096
arc-challenge.val.220,mistralai/mixtral-8x7b-chat,1.0,5.46e-05,0.0,1.82e-05,1.0,2.73e-05,1.0,5.46e-05,1.0,7.0616e-05,1.0,0.00095
arc-challenge.test.783,mistralai/mixtral-8x7b-chat,0.0,5.76e-05,0.0,1.92e-05,0.0,2.88e-05,0.0,5.76e-05,0.0,7.4496e-05,1.0,0.001
arc-challenge.test.41,mistralai/mixtral-8x7b-chat,0.0,4.14e-05,1.0,1.38e-05,0.0,2.07e-05,0.0,4.14e-05,1.0,5.354400000000001e-05,1.0,0.0007
arc-challenge.test.569,mistralai/mixtral-8x7b-chat,1.0,3.96e-05,1.0,1.32e-05,1.0,1.98e-05,1.0,3.96e-05,1.0,5.1216000000000006e-05,1.0,0.00067
arc-challenge.test.116,mistralai/mixtral-8x7b-chat,1.0,4.44e-05,0.0,1.48e-05,1.0,2.22e-05,1.0,4.44e-05,0.0,5.7424e-05,1.0,0.00075
arc-challenge.test.1135,mistralai/mixtral-8x7b-chat,0.0,4.6200000000000005e-05,0.0,1.54e-05,0.0,2.31e-05,0.0,4.6200000000000005e-05,0.0,5.9752000000000007e-05,1.0,0.00078
arc-challenge.test.876,mistralai/mixtral-8x7b-chat,1.0,5.8200000000000005e-05,1.0,1.94e-05,1.0,2.9100000000000003e-05,1.0,5.8200000000000005e-05,1.0,7.5272e-05,1.0,0.00101
arc-challenge.test.237,mistralai/mixtral-8x7b-chat,1.0,4.6800000000000006e-05,1.0,1.5600000000000003e-05,1.0,2.3400000000000003e-05,1.0,4.6800000000000006e-05,1.0,6.0528e-05,1.0,0.00082
arc-challenge.test.386,mistralai/mixtral-8x7b-chat,1.0,7.379999999999999e-05,0.0,2.46e-05,0.0,3.69e-05,1.0,7.379999999999999e-05,0.0,9.5448e-05,1.0,0.0012699999999999
arc-challenge.test.213,mistralai/mixtral-8x7b-chat,1.0,4.32e-05,1.0,1.44e-05,1.0,2.16e-05,1.0,4.32e-05,0.0,5.5872e-05,1.0,0.00073
arc-challenge.test.1011,mistralai/mixtral-8x7b-chat,1.0,5.34e-05,0.0,1.7800000000000002e-05,0.0,2.67e-05,1.0,5.34e-05,0.0,6.9064e-05,0.0,0.00093
arc-challenge.test.110,mistralai/mixtral-8x7b-chat,1.0,4.74e-05,0.0,1.58e-05,0.0,2.37e-05,1.0,4.74e-05,0.0,6.1304e-05,1.0,0.00083
arc-challenge.val.20,mistralai/mixtral-8x7b-chat,1.0,3.4200000000000005e-05,1.0,1.14e-05,1.0,1.7100000000000002e-05,1.0,3.4200000000000005e-05,0.0,4.4232e-05,1.0,0.00061
arc-challenge.test.273,mistralai/mixtral-8x7b-chat,1.0,5.1e-05,0.0,1.7e-05,1.0,2.55e-05,1.0,5.1e-05,0.0,6.596e-05,1.0,0.00086
arc-challenge.test.1101,mistralai/mixtral-8x7b-chat,1.0,4.26e-05,1.0,1.42e-05,1.0,2.13e-05,1.0,4.26e-05,1.0,5.5096e-05,1.0,0.0007199999999999
arc-challenge.test.276,mistralai/mixtral-8x7b-chat,1.0,4.74e-05,0.0,1.58e-05,1.0,2.37e-05,1.0,4.74e-05,0.0,6.1304e-05,1.0,0.0007999999999999
arc-challenge.val.150,mistralai/mixtral-8x7b-chat,1.0,5.34e-05,0.0,1.7800000000000002e-05,1.0,2.67e-05,1.0,5.34e-05,1.0,6.9064e-05,1.0,0.0009
arc-challenge.val.153,mistralai/mixtral-8x7b-chat,1.0,5.1e-05,1.0,1.7e-05,1.0,2.55e-05,1.0,5.1e-05,0.0,6.596e-05,1.0,0.00086
arc-challenge.test.189,mistralai/mixtral-8x7b-chat,1.0,4.26e-05,0.0,1.42e-05,1.0,2.13e-05,1.0,4.26e-05,0.0,5.5096e-05,1.0,0.0007199999999999
arc-challenge.test.31,mistralai/mixtral-8x7b-chat,1.0,5.16e-05,1.0,1.72e-05,1.0,2.58e-05,1.0,5.16e-05,1.0,6.673599999999999e-05,1.0,0.0009
arc-challenge.test.745,mistralai/mixtral-8x7b-chat,0.0,6.659999999999999e-05,1.0,2.22e-05,0.0,3.33e-05,0.0,6.659999999999999e-05,1.0,8.6136e-05,1.0,0.00115
arc-challenge.test.577,mistralai/mixtral-8x7b-chat,1.0,9.96e-05,1.0,3.320000000000001e-05,1.0,4.98e-05,1.0,9.96e-05,1.0,0.000128816,1.0,0.0017
arc-challenge.test.608,mistralai/mixtral-8x7b-chat,1.0,4.6800000000000006e-05,1.0,1.5600000000000003e-05,1.0,2.3400000000000003e-05,1.0,4.6800000000000006e-05,1.0,6.0528e-05,1.0,0.00079
arc-challenge.test.1039,mistralai/mixtral-8x7b-chat,1.0,5.34e-05,1.0,1.7800000000000002e-05,1.0,2.67e-05,1.0,5.34e-05,0.0,6.9064e-05,1.0,0.0009
arc-challenge.test.560,mistralai/mixtral-8x7b-chat,1.0,4.08e-05,1.0,1.36e-05,1.0,2.04e-05,1.0,4.08e-05,0.0,5.2768e-05,1.0,0.00072
arc-challenge.test.854,mistralai/mixtral-8x7b-chat,1.0,7.92e-05,0.0,2.62e-05,0.0,3.96e-05,1.0,7.92e-05,0.0,0.000102432,1.0,0.00133
arc-challenge.test.693,mistralai/mixtral-8x7b-chat,1.0,6.9e-05,1.0,2.3e-05,1.0,3.45e-05,1.0,6.9e-05,0.0,8.924e-05,1.0,0.00116
arc-challenge.test.392,mistralai/mixtral-8x7b-chat,1.0,5.04e-05,1.0,1.6800000000000002e-05,1.0,2.52e-05,1.0,5.04e-05,1.0,6.5184e-05,1.0,0.00088
arc-challenge.test.1095,mistralai/mixtral-8x7b-chat,0.0,4.86e-05,0.0,1.62e-05,1.0,2.43e-05,0.0,4.86e-05,0.0,6.285600000000001e-05,1.0,0.00082
arc-challenge.test.1063,mistralai/mixtral-8x7b-chat,1.0,4.44e-05,1.0,1.48e-05,1.0,2.22e-05,1.0,4.44e-05,0.0,5.7424e-05,1.0,0.00075
arc-challenge.test.427,mistralai/mixtral-8x7b-chat,1.0,5.1e-05,0.0,1.7e-05,0.0,2.55e-05,1.0,5.1e-05,0.0,6.596e-05,1.0,0.00086
arc-challenge.test.1059,gpt-4-1106-preview,1.0,0.0011,0.0,2.18e-05,0.0,3.27e-05,1.0,6.54e-05,0.0,8.4584e-05,1.0,0.0011
arc-challenge.test.858,mistralai/mixtral-8x7b-chat,1.0,6.54e-05,0.0,2.18e-05,0.0,3.24e-05,1.0,6.54e-05,0.0,8.4584e-05,1.0,0.00113
arc-challenge.test.926,mistralai/mixtral-8x7b-chat,1.0,4.56e-05,0.0,1.52e-05,1.0,2.28e-05,1.0,4.56e-05,0.0,5.8976e-05,1.0,0.00077
arc-challenge.test.231,mistralai/mixtral-8x7b-chat,1.0,4.56e-05,0.0,1.52e-05,0.0,2.28e-05,1.0,4.56e-05,0.0,5.8976e-05,1.0,0.00077
arc-challenge.test.765,mistralai/mixtral-8x7b-chat,1.0,4.26e-05,1.0,1.42e-05,0.0,2.13e-05,1.0,4.26e-05,1.0,5.5096e-05,0.0,0.0007199999999999
arc-challenge.test.1171,mistralai/mixtral-8x7b-chat,0.0,3.84e-05,0.0,1.28e-05,0.0,1.92e-05,0.0,3.84e-05,0.0,4.9664e-05,1.0,0.00065
arc-challenge.test.214,mistralai/mixtral-8x7b-chat,1.0,5.4e-05,1.0,1.8e-05,1.0,2.7e-05,1.0,5.4e-05,1.0,6.984e-05,1.0,0.00094
arc-challenge.test.565,mistralai/mixtral-8x7b-chat,1.0,4.56e-05,0.0,1.52e-05,1.0,2.28e-05,1.0,4.56e-05,0.0,5.8976e-05,1.0,0.00077
arc-challenge.val.77,mistralai/mixtral-8x7b-chat,0.0,5.94e-05,1.0,1.98e-05,0.0,2.97e-05,0.0,5.94e-05,1.0,7.682400000000001e-05,1.0,0.001
arc-challenge.test.701,mistralai/mixtral-8x7b-chat,1.0,5.52e-05,0.0,1.84e-05,1.0,2.76e-05,1.0,5.52e-05,0.0,7.139200000000001e-05,1.0,0.00096
arc-challenge.test.1116,mistralai/mixtral-8x7b-chat,1.0,7.32e-05,0.0,2.44e-05,1.0,3.66e-05,1.0,7.32e-05,0.0,9.4672e-05,1.0,0.00123
arc-challenge.val.67,mistralai/mixtral-8x7b-chat,0.0,5.4e-05,0.0,1.8e-05,0.0,2.7e-05,0.0,5.4e-05,0.0,6.984e-05,1.0,0.00091
arc-challenge.test.654,mistralai/mixtral-8x7b-chat,1.0,3.84e-05,0.0,1.28e-05,0.0,1.92e-05,1.0,3.84e-05,0.0,4.9664e-05,1.0,0.00065
arc-challenge.test.460,mistralai/mixtral-8x7b-chat,1.0,7.14e-05,1.0,2.3800000000000003e-05,1.0,3.57e-05,1.0,7.14e-05,1.0,9.2344e-05,1.0,0.00123
arc-challenge.test.455,mistralai/mixtral-8x7b-chat,1.0,4.02e-05,0.0,1.34e-05,1.0,2.01e-05,1.0,4.02e-05,0.0,5.1992000000000006e-05,1.0,0.00071
arc-challenge.test.604,mistralai/mixtral-8x7b-chat,0.0,7.14e-05,0.0,2.3800000000000003e-05,0.0,3.57e-05,0.0,7.14e-05,0.0,9.2344e-05,1.0,0.0012
arc-challenge.val.69,mistralai/mixtral-8x7b-chat,1.0,5.76e-05,1.0,1.92e-05,1.0,2.88e-05,1.0,5.76e-05,1.0,7.4496e-05,1.0,0.0009699999999999
arc-challenge.test.314,mistralai/mixtral-8x7b-chat,1.0,8.82e-05,1.0,2.94e-05,1.0,4.41e-05,1.0,8.82e-05,1.0,0.000114072,1.0,0.00148
arc-challenge.test.365,mistralai/mixtral-8x7b-chat,1.0,4.44e-05,1.0,1.48e-05,0.0,2.22e-05,1.0,4.44e-05,1.0,5.7424e-05,1.0,0.00075
arc-challenge.val.147,mistralai/mixtral-8x7b-chat,0.0,4.6200000000000005e-05,0.0,1.54e-05,1.0,2.31e-05,0.0,4.6200000000000005e-05,0.0,5.9752000000000007e-05,1.0,0.00078
arc-challenge.test.48,mistralai/mixtral-8x7b-chat,0.0,4.6800000000000006e-05,0.0,1.5600000000000003e-05,0.0,2.3400000000000003e-05,0.0,4.6800000000000006e-05,0.0,6.0528e-05,0.0,0.00079
arc-challenge.test.994,mistralai/mixtral-8x7b-chat,1.0,4.02e-05,0.0,1.34e-05,1.0,2.01e-05,1.0,4.02e-05,0.0,5.1992000000000006e-05,1.0,0.0006799999999999
arc-challenge.val.159,mistralai/mixtral-8x7b-chat,1.0,3.66e-05,0.0,1.22e-05,0.0,1.83e-05,1.0,3.66e-05,0.0,4.7336e-05,1.0,0.00065
arc-challenge.test.655,mistralai/mixtral-8x7b-chat,1.0,4.56e-05,0.0,1.52e-05,1.0,2.28e-05,1.0,4.56e-05,1.0,5.8976e-05,1.0,0.00077
arc-challenge.test.913,mistralai/mixtral-8x7b-chat,1.0,6.54e-05,1.0,2.18e-05,1.0,3.27e-05,1.0,6.54e-05,1.0,8.4584e-05,1.0,0.00113
arc-challenge.test.407,mistralai/mixtral-8x7b-chat,1.0,4.02e-05,1.0,1.34e-05,0.0,2.01e-05,1.0,4.02e-05,0.0,5.1992000000000006e-05,1.0,0.0006799999999999
arc-challenge.test.320,mistralai/mixtral-8x7b-chat,1.0,3.9e-05,1.0,1.3e-05,1.0,1.95e-05,1.0,3.9e-05,1.0,5.044e-05,1.0,0.00066
arc-challenge.test.248,mistralai/mixtral-8x7b-chat,0.0,6.6e-05,0.0,2.2e-05,0.0,3.3e-05,0.0,6.6e-05,0.0,8.536000000000001e-05,0.0,0.00114
arc-challenge.val.66,mistralai/mixtral-8x7b-chat,1.0,4.98e-05,1.0,1.66e-05,1.0,2.49e-05,1.0,4.98e-05,1.0,6.4408e-05,1.0,0.00087
arc-challenge.val.36,mistralai/mixtral-8x7b-chat,1.0,5.22e-05,1.0,1.74e-05,1.0,2.61e-05,1.0,5.22e-05,1.0,6.751200000000001e-05,1.0,0.0008799999999999
arc-challenge.test.711,gpt-4-1106-preview,1.0,0.0006799999999999,1.0,1.34e-05,1.0,2.01e-05,1.0,4.02e-05,0.0,5.1992000000000006e-05,1.0,0.0006799999999999
arc-challenge.test.909,mistralai/mixtral-8x7b-chat,1.0,3.4200000000000005e-05,0.0,1.14e-05,1.0,1.7100000000000002e-05,1.0,3.4200000000000005e-05,0.0,4.4232e-05,1.0,0.00061
arc-challenge.test.342,mistralai/mixtral-8x7b-chat,1.0,4.44e-05,0.0,1.48e-05,1.0,2.22e-05,1.0,4.44e-05,0.0,5.7424e-05,1.0,0.00075
arc-challenge.test.394,mistralai/mixtral-8x7b-chat,1.0,6.3e-05,1.0,2.1e-05,1.0,3.15e-05,1.0,6.3e-05,1.0,8.148e-05,1.0,0.00109
arc-challenge.test.1143,mistralai/mixtral-8x7b-chat,0.0,4.98e-05,0.0,1.66e-05,1.0,2.49e-05,0.0,4.98e-05,0.0,6.4408e-05,1.0,0.0008399999999999
arc-challenge.val.204,mistralai/mixtral-8x7b-chat,1.0,5.52e-05,0.0,1.84e-05,0.0,2.76e-05,1.0,5.52e-05,0.0,7.139200000000001e-05,1.0,0.0009299999999999
arc-challenge.test.106,mistralai/mixtral-8x7b-chat,1.0,6.48e-05,1.0,2.1600000000000003e-05,0.0,3.24e-05,1.0,6.48e-05,1.0,8.380800000000001e-05,1.0,0.00112
arc-challenge.test.531,mistralai/mixtral-8x7b-chat,1.0,5.76e-05,0.0,1.92e-05,0.0,2.88e-05,1.0,5.76e-05,1.0,7.4496e-05,1.0,0.001
arc-challenge.val.251,gpt-4-1106-preview,1.0,0.0005499999999999,0.0,1.08e-05,0.0,1.62e-05,0.0,3.24e-05,0.0,4.1904e-05,1.0,0.0005499999999999
arc-challenge.test.1019,mistralai/mixtral-8x7b-chat,1.0,5.4e-05,0.0,1.8e-05,1.0,2.7e-05,1.0,5.4e-05,0.0,6.984e-05,1.0,0.00091
arc-challenge.test.379,mistralai/mixtral-8x7b-chat,1.0,5.88e-05,0.0,1.96e-05,1.0,2.94e-05,1.0,5.88e-05,0.0,7.604800000000001e-05,1.0,0.00099
arc-challenge.test.164,mistralai/mixtral-8x7b-chat,1.0,5.04e-05,1.0,1.6800000000000002e-05,1.0,2.52e-05,1.0,5.04e-05,0.0,6.5184e-05,1.0,0.00088
arc-challenge.test.1140,mistralai/mixtral-8x7b-chat,1.0,6.36e-05,1.0,2.12e-05,1.0,3.18e-05,1.0,6.36e-05,1.0,8.2256e-05,1.0,0.00107
arc-challenge.test.64,mistralai/mixtral-8x7b-chat,1.0,4.6800000000000006e-05,1.0,1.5600000000000003e-05,1.0,2.3400000000000003e-05,1.0,4.6800000000000006e-05,1.0,6.0528e-05,1.0,0.00079
arc-challenge.val.192,mistralai/mixtral-8x7b-chat,1.0,3.9e-05,0.0,1.3e-05,1.0,1.95e-05,1.0,3.9e-05,0.0,5.044e-05,1.0,0.00069
arc-challenge.test.965,mistralai/mixtral-8x7b-chat,0.0,5.4e-05,0.0,1.8e-05,0.0,2.7e-05,0.0,5.4e-05,1.0,6.984e-05,1.0,0.00094
arc-challenge.test.731,mistralai/mixtral-8x7b-chat,1.0,5.88e-05,1.0,1.96e-05,1.0,2.94e-05,1.0,5.88e-05,1.0,7.604800000000001e-05,1.0,0.00102
arc-challenge.test.97,mistralai/mixtral-8x7b-chat,1.0,5.1e-05,0.0,1.7e-05,0.0,2.55e-05,1.0,5.1e-05,0.0,6.596e-05,1.0,0.00086
arc-challenge.test.59,mistralai/mixtral-8x7b-chat,1.0,4.6800000000000006e-05,1.0,1.5600000000000003e-05,1.0,2.3400000000000003e-05,1.0,4.6800000000000006e-05,0.0,6.0528e-05,1.0,0.00082
arc-challenge.test.25,mistralai/mixtral-8x7b-chat,1.0,5.04e-05,1.0,1.6800000000000002e-05,1.0,2.52e-05,1.0,5.04e-05,1.0,6.5184e-05,1.0,0.00088
arc-challenge.test.271,mistralai/mixtral-8x7b-chat,0.0,4.44e-05,0.0,1.48e-05,1.0,2.22e-05,0.0,4.44e-05,0.0,5.7424e-05,1.0,0.00075
arc-challenge.test.1169,gpt-4-1106-preview,0.0,0.00136,0.0,2.7e-05,1.0,4.05e-05,1.0,8.1e-05,0.0,0.0001047599999999,0.0,0.00136
arc-challenge.test.916,mistralai/mixtral-8x7b-chat,1.0,7.02e-05,1.0,2.34e-05,1.0,3.51e-05,1.0,7.02e-05,1.0,9.0792e-05,1.0,0.00121
arc-challenge.test.289,mistralai/mixtral-8x7b-chat,1.0,3.78e-05,0.0,1.26e-05,0.0,1.89e-05,1.0,3.78e-05,0.0,4.8888e-05,1.0,0.0006399999999999
arc-challenge.test.1078,mistralai/mixtral-8x7b-chat,1.0,6.720000000000001e-05,0.0,2.24e-05,0.0,3.3600000000000004e-05,1.0,6.720000000000001e-05,0.0,8.6912e-05,1.0,0.00113
arc-challenge.test.466,mistralai/mixtral-8x7b-chat,1.0,4.8e-05,1.0,1.6000000000000003e-05,1.0,2.4e-05,1.0,4.8e-05,0.0,6.208e-05,1.0,0.00081
arc-challenge.test.628,mistralai/mixtral-8x7b-chat,0.0,4.08e-05,0.0,1.36e-05,0.0,2.04e-05,0.0,4.08e-05,0.0,5.2768e-05,1.0,0.00069
arc-challenge.test.119,mistralai/mixtral-8x7b-chat,1.0,6.12e-05,0.0,2.04e-05,1.0,3.06e-05,1.0,6.12e-05,0.0,7.9152e-05,1.0,0.00103
arc-challenge.val.218,mistralai/mixtral-8x7b-chat,1.0,5.52e-05,1.0,1.84e-05,1.0,2.76e-05,1.0,5.52e-05,1.0,7.139200000000001e-05,1.0,0.0009299999999999
arc-challenge.test.923,mistralai/mixtral-8x7b-chat,1.0,6.12e-05,1.0,2.04e-05,0.0,3.06e-05,1.0,6.12e-05,1.0,7.9152e-05,1.0,0.00106
arc-challenge.test.986,mistralai/mixtral-8x7b-chat,1.0,5.94e-05,0.0,1.98e-05,1.0,2.97e-05,1.0,5.94e-05,0.0,7.682400000000001e-05,1.0,0.00103
arc-challenge.test.409,mistralai/mixtral-8x7b-chat,0.0,5.52e-05,0.0,1.84e-05,0.0,2.76e-05,0.0,5.52e-05,0.0,7.139200000000001e-05,1.0,0.0009299999999999
arc-challenge.test.3,mistralai/mixtral-8x7b-chat,1.0,6.9e-05,1.0,2.28e-05,1.0,3.45e-05,1.0,6.9e-05,1.0,8.924e-05,1.0,0.00116
arc-challenge.test.853,mistralai/mixtral-8x7b-chat,1.0,5.7e-05,1.0,1.9e-05,1.0,2.85e-05,1.0,5.7e-05,1.0,7.372e-05,1.0,0.00096
arc-challenge.test.37,mistralai/mixtral-8x7b-chat,1.0,5.1e-05,0.0,1.7e-05,0.0,2.55e-05,1.0,5.1e-05,0.0,6.596e-05,1.0,0.00086
arc-challenge.test.343,mistralai/mixtral-8x7b-chat,1.0,4.8e-05,0.0,1.6000000000000003e-05,1.0,2.4e-05,1.0,4.8e-05,1.0,6.208e-05,1.0,0.00081
arc-challenge.test.316,gpt-4-1106-preview,1.0,0.0015099999999999,0.0,2.94e-05,1.0,4.41e-05,0.0,8.82e-05,0.0,0.000114072,1.0,0.0015099999999999
arc-challenge.test.1148,mistralai/mixtral-8x7b-chat,1.0,4.92e-05,1.0,1.64e-05,1.0,2.46e-05,1.0,4.92e-05,1.0,6.3632e-05,1.0,0.00086
arc-challenge.test.382,mistralai/mixtral-8x7b-chat,1.0,7.379999999999999e-05,0.0,2.46e-05,0.0,3.69e-05,1.0,7.379999999999999e-05,0.0,9.5448e-05,1.0,0.00124
arc-challenge.val.222,mistralai/mixtral-8x7b-chat,0.0,4.44e-05,0.0,1.48e-05,0.0,2.22e-05,0.0,4.44e-05,1.0,5.7424e-05,1.0,0.00078
