sample_id,phi_prediction,phi_response,oracle_model_to_route
hellaswag.val.4227,WizardLM/WizardLM-13B-V1.2,D,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.3650,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2,meta/llama-2-70b-chat
grade-school-math.dev.7183,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.2573,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1662,mistralai/mistral-7b-chat,B,WizardLM/WizardLM-13B-V1.2
mmlu-miscellaneous.val.235,WizardLM/WizardLM-13B-V1.2,D) meta/code-llama-instruct-34b-chat,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2161,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2,claude-instant-v1
hellaswag.val.5410,WizardLM/WizardLM-13B-V1.2,B,mistralai/mistral-7b-chat
hellaswag.val.551,meta/code-llama-instruct-34b-chat,B,mistralai/mixtral-8x7b-chat
mmlu-high-school-geography.val.58,mistralai/mistral-7b-chat,B,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1203,WizardLM/WizardLM-13B-V1.2,C) meta/code-llama-instruct-34b-chat,zero-one-ai/Yi-34B-Chat
hellaswag.val.867,WizardLM/WizardLM-13B-V1.2,C) meta/code-llama-instruct-34b-chat,zero-one-ai/Yi-34B-Chat
winogrande.dev.569,meta/code-llama-instruct-34b-chat,B) Laura,mistralai/mistral-7b-chat
mmlu-professional-law.val.1091,WizardLM/WizardLM-13B-V1.2,D) meta/code-llama-instruct-34b-chat,mistralai/mistral-7b-chat
mmlu-elementary-mathematics.val.144,mistralai/mistral-7b-chat,mistralai/mistral-7b-chat,mistralai/mixtral-8x7b-chat
winogrande.dev.43,mistralai/mistral-7b-chat,B) dress,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-microeconomics.val.129,WizardLM/WizardLM-13B-V1.2,D) WizardLM/WizardLM-13B-V1.2,mistralai/mixtral-8x7b-chat
grade-school-math.dev.6486,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,mistralai/mistral-7b-chat
mmlu-professional-law.val.185,WizardLM/WizardLM-13B-V1.2,B,gpt-4-1106-preview
hellaswag.val.7802,WizardLM/WizardLM-13B-V1.2,C,zero-one-ai/Yi-34B-Chat
arc-challenge.test.635,mistralai/mistral-7b-chat,C,WizardLM/WizardLM-13B-V1.2
hellaswag.val.6944,WizardLM/WizardLM-13B-V1.2,D,mistralai/mixtral-8x7b-chat
hellaswag.val.2947,WizardLM/WizardLM-13B-V1.2,B,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.915,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,claude-instant-v1
grade-school-math.dev.5638,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3680,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat
mmlu-human-aging.val.134,mistralai/mistral-7b-chat,mistralai/mistral-7b-chat,mistralai/mistral-7b-chat
hellaswag.val.3806,WizardLM/WizardLM-13B-V1.2,B,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.5827,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,mistralai/mistral-7b-chat
grade-school-math.dev.5807,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,mistralai/mixtral-8x7b-chat
grade-school-math.dev.1333,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,mistralai/mixtral-8x7b-chat
hellaswag.val.9260,WizardLM/WizardLM-13B-V1.2,C,zero-one-ai/Yi-34B-Chat
mmlu-professional-law.val.598,WizardLM/WizardLM-13B-V1.2,D,gpt-3.5-turbo-1106
winogrande.dev.171,mistralai/mixtral-8x7b-chat,A,WizardLM/WizardLM-13B-V1.2
hellaswag.val.3234,WizardLM/WizardLM-13B-V1.2,C,mistralai/mixtral-8x7b-chat
mmlu-miscellaneous.val.551,mistralai/mistral-7b-chat,D) meta/code-llama-instruct-34b-chat,mistralai/mistral-7b-chat
grade-school-math.dev.5221,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,WizardLM/WizardLM-13B-V1.2
winogrande.dev.229,meta/code-llama-instruct-34b-chat,B,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-macroeconomics.val.189,mistralai/mistral-7b-chat,C,claude-instant-v1
hellaswag.val.5038,WizardLM/WizardLM-13B-V1.2,B,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.5894,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2,mistralai/mixtral-8x7b-chat
mmlu-formal-logic.val.96,meta/code-llama-instruct-34b-chat,B) WizardLM/WizardLM-13B-V1.2,claude-instant-v1
hellaswag.val.3283,WizardLM/WizardLM-13B-V1.2,D,meta/llama-2-70b-chat
grade-school-math.dev.4791,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,mistralai/mistral-7b-chat
hellaswag.val.1801,meta/code-llama-instruct-34b-chat,C,mistralai/mistral-7b-chat
mmlu-professional-law.val.698,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2,claude-instant-v1
hellaswag.val.5145,mistralai/mistral-7b-chat,B,zero-one-ai/Yi-34B-Chat
hellaswag.val.3321,WizardLM/WizardLM-13B-V1.2,D,mistralai/mistral-7b-chat
hellaswag.val.6136,WizardLM/WizardLM-13B-V1.2,C,zero-one-ai/Yi-34B-Chat
hellaswag.val.2065,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2,gpt-4-1106-preview
arc-challenge.test.250,mistralai/mixtral-8x7b-chat,mistralai/mixtral-8x7b-chat,mistralai/mistral-7b-chat
hellaswag.val.5815,WizardLM/WizardLM-13B-V1.2,B,zero-one-ai/Yi-34B-Chat
mmlu-high-school-psychology.val.64,meta/code-llama-instruct-34b-chat,C) mistralai/mixtral-8x7b-chat,mistralai/mixtral-8x7b-chat
mmlu-high-school-government-and-politics.val.59,WizardLM/WizardLM-13B-V1.2,D) meta/code-llama-instruct-34b-chat,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.4385,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,mistralai/mistral-7b-chat
grade-school-math.dev.2688,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-world-history.val.198,WizardLM/WizardLM-13B-V1.2,C) Robespierre,mistralai/mixtral-8x7b-chat
grade-school-math.dev.3972,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,zero-one-ai/Yi-34B-Chat
hellaswag.val.5922,WizardLM/WizardLM-13B-V1.2,C,zero-one-ai/Yi-34B-Chat
arc-challenge.test.472,mistralai/mixtral-8x7b-chat,B,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1654,meta/code-llama-instruct-34b-chat,D,mistralai/mistral-7b-chat
grade-school-math.dev.2397,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2,mistralai/mistral-7b-chat
grade-school-math.dev.25,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,mistralai/mistral-7b-chat
mmlu-high-school-mathematics.val.171,WizardLM/WizardLM-13B-V1.2,"B) 13

Reasoning: The prompt requires a simple mathematical calculation based on given options, which is a straightforward task. Among the available models, WizardLM/WizardLM-13B-V1.2",gpt-3.5-turbo-1106
grade-school-math.dev.4915,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,WizardLM/WizardLM-13B-V1.2
mmlu-miscellaneous.val.545,mistralai/mixtral-8x7b-chat,B,mistralai/mistral-7b-chat
winogrande.dev.1064,meta/code-llama-instruct-34b-chat,B,mistralai/mistral-7b-chat
mmlu-college-chemistry.val.6,mistralai/mistral-7b-chat,A) Neutrons,mistralai/mistral-7b-chat
hellaswag.val.1740,WizardLM/WizardLM-13B-V1.2,B,meta/llama-2-70b-chat
mmlu-professional-law.val.1314,meta/code-llama-instruct-34b-chat,D) meta/code-llama-instruct-34b-chat,mistralai/mistral-7b-chat
mmlu-philosophy.val.134,meta/code-llama-instruct-34b-chat,"C) Principled relativism

Explanation: The prompt asks for a concept not associated with situation ethics. Among the given options, ""Principled relativism"" is the term that does not align with the core principles",mistralai/mistral-7b-chat
grade-school-math.dev.5890,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2,mistralai/mistral-7b-chat
hellaswag.val.1813,mistralai/mistral-7b-chat,C,mistralai/mistral-7b-chat
grade-school-math.dev.4241,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,zero-one-ai/Yi-34B-Chat
mmlu-high-school-european-history.val.14,meta/code-llama-instruct-34b-chat,WizardLM/WizardLM-13B-V1.2,mistralai/mistral-7b-chat
grade-school-math.dev.3587,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,WizardLM/WizardLM-13B-V1.2
hellaswag.val.501,mistralai/mistral-7b-chat,"B) begins fishing from a hole in the ice.

Model: meta/code-llama-instruct-34b-chat

Reasoning: This model is chosen based on the context of the prompt, which",mistralai/mistral-7b-chat
mmlu-miscellaneous.val.355,WizardLM/WizardLM-13B-V1.2,B) Pillsbury,mistralai/mixtral-8x7b-chat
mmlu-college-computer-science.val.7,meta/code-llama-instruct-34b-chat,D) I and III,no_model_correct
hellaswag.val.7848,meta/code-llama-instruct-34b-chat,D) Plant your plants in terracotta or porcelain pots.,zero-one-ai/Yi-34B-Chat
hellaswag.val.7409,WizardLM/WizardLM-13B-V1.2,D,gpt-3.5-turbo-1106
hellaswag.val.3592,WizardLM/WizardLM-13B-V1.2,C,mistralai/mistral-7b-chat
hellaswag.val.3009,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.2827,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,gpt-4-1106-preview
grade-school-math.dev.5004,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.6728,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.409,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2,mistralai/mistral-7b-chat
grade-school-math.dev.2746,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.3184,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,mistralai/mistral-7b-chat
hellaswag.val.2498,WizardLM/WizardLM-13B-V1.2,D) meta/code-llama-instruct-34b-chat,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-world-history.val.81,mistralai/mixtral-8x7b-chat,mistralai/mixtral-8x7b-chat,mistralai/mixtral-8x7b-chat
mmlu-computer-security.val.46,WizardLM/WizardLM-13B-V1.2,D) meta/code-llama-instruct-34b-chat,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-mathematics.val.156,WizardLM/WizardLM-13B-V1.2,B,mistralai/mistral-7b-chat
mmlu-public-relations.val.103,WizardLM/WizardLM-13B-V1.2,A) Arthur Page,mistralai/mistral-7b-chat
hellaswag.val.10012,WizardLM/WizardLM-13B-V1.2,A,mistralai/mistral-7b-chat
mmlu-miscellaneous.val.461,WizardLM/WizardLM-13B-V1.2,D,WizardLM/WizardLM-13B-V1.2
hellaswag.val.4666,WizardLM/WizardLM-13B-V1.2,B,zero-one-ai/Yi-34B-Chat
mmlu-virology.val.8,mistralai/mixtral-8x7b-chat,C) Memory T cells,mistralai/mistral-7b-chat
grade-school-math.dev.5907,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,mistralai/mistral-7b-chat
hellaswag.val.8409,WizardLM/WizardLM-13B-V1.2,D,no_model_correct
hellaswag.val.5798,WizardLM/WizardLM-13B-V1.2,A,mistralai/mistral-7b-chat
mbpp.dev.134,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,no_model_correct
hellaswag.val.2555,meta/code-llama-instruct-34b-chat,"B) moves the mower over the brick walkway.

Model: meta/code-llama-instruct-34b-chat

Reasoning: This model is chosen based on the context of the prompt, which",WizardLM/WizardLM-13B-V1.2
mmlu-high-school-european-history.val.92,mistralai/mixtral-8x7b-chat,C) mixtral-8x7b-chat,mistralai/mistral-7b-chat
mmlu-high-school-macroeconomics.val.266,WizardLM/WizardLM-13B-V1.2,C,mistralai/mixtral-8x7b-chat
hellaswag.val.1791,mistralai/mistral-7b-chat,C,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.4541,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2,meta/code-llama-instruct-34b-chat
mmlu-professional-law.val.113,meta/code-llama-instruct-34b-chat,C,mistralai/mixtral-8x7b-chat
grade-school-math.dev.4857,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,gpt-4-1106-preview
hellaswag.val.7301,WizardLM/WizardLM-13B-V1.2,D,mistralai/mistral-7b-chat
hellaswag.val.5604,mistralai/mistral-7b-chat,D,zero-one-ai/Yi-34B-Chat
mmlu-professional-law.val.1067,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2,no_model_correct
mmlu-miscellaneous.val.185,mistralai/mixtral-8x7b-chat,B,WizardLM/WizardLM-13B-V1.2
hellaswag.val.5790,WizardLM/WizardLM-13B-V1.2,A,mistralai/mistral-7b-chat
hellaswag.val.2697,mistralai/mistral-7b-chat,B,WizardLM/WizardLM-13B-V1.2
mmlu-elementary-mathematics.val.244,WizardLM/WizardLM-13B-V1.2,B,mistralai/mistral-7b-chat
grade-school-math.dev.733,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,mistralai/mistral-7b-chat
mmlu-moral-scenarios.val.493,meta/code-llama-instruct-34b-chat,"D) Wrong, Not wrong

The best-suited model for this prompt would be meta/code-llama-instruct-34b-chat, as it is designed for instruction following and understanding context, which is necessary",gpt-4-1106-preview
mmlu-high-school-mathematics.val.229,mistralai/mistral-7b-chat,C) meta/code-llama-instruct-34b-chat,no_model_correct
mmlu-high-school-world-history.val.83,mistralai/mixtral-8x7b-chat,mistralai/mixtral-8x7b-chat,zero-one-ai/Yi-34B-Chat
mmlu-professional-medicine.val.180,meta/code-llama-instruct-34b-chat,D) CT scan of the chest,mistralai/mistral-7b-chat
hellaswag.val.4332,WizardLM/WizardLM-13B-V1.2,B,zero-one-ai/Yi-34B-Chat
mmlu-security-studies.val.9,WizardLM/WizardLM-13B-V1.2,D,mistralai/mixtral-8x7b-chat
accounting_audit.dev.9,meta/code-llama-instruct-34b-chat,B,mistralai/mixtral-8x7b-chat
mmlu-professional-law.val.778,meta/code-llama-instruct-34b-chat,D,WizardLM/WizardLM-13B-V1.2
mmlu-astronomy.val.74,mistralai/mixtral-8x7b-chat,B,claude-instant-v1
grade-school-math.dev.6804,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,WizardLM/WizardLM-13B-V1.2
mmlu-nutrition.val.91,mistralai/mixtral-8x7b-chat,B,mistralai/mixtral-8x7b-chat
winogrande.dev.377,mistralai/mistral-7b-chat,B,WizardLM/WizardLM-13B-V1.2
mmlu-prehistory.val.90,WizardLM/WizardLM-13B-V1.2,C) catastrophist,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2128,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,WizardLM/WizardLM-13B-V1.2
mbpp.dev.241,mistralai/mistral-7b-chat,mistralai/mistral-7b-chat,mistralai/mixtral-8x7b-chat
mmlu-college-computer-science.val.70,WizardLM/WizardLM-13B-V1.2,D,zero-one-ai/Yi-34B-Chat
arc-challenge.test.54,mistralai/mistral-7b-chat,Model C,mistralai/mistral-7b-chat
mmlu-high-school-biology.val.138,mistralai/mistral-7b-chat,A,mistralai/mistral-7b-chat
grade-school-math.dev.5026,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,mistralai/mistral-7b-chat
mmlu-philosophy.val.119,meta/code-llama-instruct-34b-chat,C,mistralai/mixtral-8x7b-chat
hellaswag.val.697,WizardLM/WizardLM-13B-V1.2,D,mistralai/mistral-7b-chat
hellaswag.val.3480,WizardLM/WizardLM-13B-V1.2,D,no_model_correct
mmlu-professional-law.val.1010,WizardLM/WizardLM-13B-V1.2,C,WizardLM/WizardLM-13B-V1.2
mmlu-professional-psychology.val.296,meta/code-llama-instruct-34b-chat,D,mistralai/mixtral-8x7b-chat
mmlu-high-school-macroeconomics.val.138,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2
winogrande.dev.1029,mistralai/mistral-7b-chat,B,WizardLM/WizardLM-13B-V1.2
mmlu-moral-scenarios.val.105,WizardLM/WizardLM-13B-V1.2,"B) Wrong, Not wrong",zero-one-ai/Yi-34B-Chat
mmlu-professional-law.val.1440,WizardLM/WizardLM-13B-V1.2,B,zero-one-ai/Yi-34B-Chat
mmlu-professional-accounting.val.110,meta/code-llama-instruct-34b-chat,D) A proposed statement of position,mistralai/mistral-7b-chat
mmlu-college-computer-science.val.48,WizardLM/WizardLM-13B-V1.2,B,zero-one-ai/Yi-34B-Chat
grade-school-math.dev.1703,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,meta/llama-2-70b-chat
hellaswag.val.4855,WizardLM/WizardLM-13B-V1.2,B,WizardLM/WizardLM-13B-V1.2
mmlu-professional-medicine.val.129,mistralai/mixtral-8x7b-chat,B) Recommend beginning a weight loss program,WizardLM/WizardLM-13B-V1.2
mmlu-moral-scenarios.val.212,meta/code-llama-instruct-34b-chat,"D) Wrong, Not wrong

The best-suited model for this prompt would be meta/code-llama-instruct-34b-chat, as it is designed for instruction following and understanding context, which is necessary",zero-one-ai/Yi-34B-Chat
mmlu-professional-psychology.val.298,WizardLM/WizardLM-13B-V1.2,D) WizardLM/WizardLM-13B-V1.2,mistralai/mistral-7b-chat
hellaswag.val.9913,mistralai/mixtral-8x7b-chat,C,zero-one-ai/Yi-34B-Chat
mmlu-international-law.val.34,meta/code-llama-instruct-34b-chat,D,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-european-history.val.102,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,zero-one-ai/Yi-34B-Chat
mmlu-moral-scenarios.val.459,meta/code-llama-instruct-34b-chat,"C) Not wrong, Wrong

The best-suited model for this prompt would be meta/code-llama-instruct-34b-chat, as it is designed for instruction following and understanding context, which is necessary",WizardLM/WizardLM-13B-V1.2
mmlu-high-school-biology.val.122,mistralai/mistral-7b-chat,B,mistralai/mistral-7b-chat
mmlu-professional-law.val.1399,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2
winogrande.dev.485,meta/code-llama-instruct-34b-chat,A,meta/llama-2-70b-chat
mmlu-moral-scenarios.val.515,meta/code-llama-instruct-34b-chat,"B) Wrong, Not wrong",zero-one-ai/Yi-34B-Chat
mmlu-abstract-algebra.val.99,meta/code-llama-instruct-34b-chat,"C) mistralai/mixtral-8x7b-chat

This model is chosen based on the assumption that it has a better understanding of abstract algebra concepts, which are required to answer the prompt correctly. The other models may",zero-one-ai/Yi-34B-Chat
grade-school-math.dev.3933,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,zero-one-ai/Yi-34B-Chat
mmlu-jurisprudence.val.14,meta/code-llama-instruct-34b-chat,B,WizardLM/WizardLM-13B-V1.2
hellaswag.val.312,mistralai/mistral-7b-chat,C) mistralai/mixtral-8x7b-chat,mistralai/mistral-7b-chat
mmlu-high-school-statistics.val.170,WizardLM/WizardLM-13B-V1.2,B) WizardLM/WizardLM-13B-V1.2,WizardLM/WizardLM-13B-V1.2
mmlu-professional-law.val.1179,WizardLM/WizardLM-13B-V1.2,B,claude-instant-v1
consensus_summary.dev.351,mistralai/mistral-7b-chat,mistralai/mistral-7b-chat,WizardLM/WizardLM-13B-V1.2
mmlu-college-physics.val.59,meta/code-llama-instruct-34b-chat,C,mistralai/mixtral-8x7b-chat
bias_detection.dev.110,mistralai/mistral-7b-chat,"Model C — correctness: 1, cost: 0.3  

Reasoning: The prompt requires classification of a sentence based on its content type, which is a factual task. Model C is correct as it can understand",no_model_correct
hellaswag.val.6042,WizardLM/WizardLM-13B-V1.2,B,zero-one-ai/Yi-34B-Chat
mmlu-security-studies.val.87,WizardLM/WizardLM-13B-V1.2,B,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.3903,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,mistralai/mistral-7b-chat
grade-school-math.dev.6111,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,mistralai/mixtral-8x7b-chat
mmlu-professional-accounting.val.52,meta/code-llama-instruct-34b-chat,B,mistralai/mistral-7b-chat
mmlu-professional-psychology.val.461,meta/code-llama-instruct-34b-chat,B) Cognitive Assessment System,WizardLM/WizardLM-13B-V1.2
mtbench.dev.36,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,zero-one-ai/Yi-34B-Chat
winogrande.dev.646,WizardLM/WizardLM-13B-V1.2,B) Katrina,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8571,mistralai/mixtral-8x7b-chat,C,mistralai/mixtral-8x7b-chat
hellaswag.val.2255,WizardLM/WizardLM-13B-V1.2,D) code-llama-instruct-34b-chat,zero-one-ai/Yi-34B-Chat
arc-challenge.test.534,WizardLM/WizardLM-13B-V1.2,B,WizardLM/WizardLM-13B-V1.2
hellaswag.val.678,mistralai/mistral-7b-chat,D,WizardLM/WizardLM-13B-V1.2
mmlu-jurisprudence.val.69,WizardLM/WizardLM-13B-V1.2,A or B or C or D,mistralai/mistral-7b-chat
mmlu-professional-psychology.val.570,meta/code-llama-instruct-34b-chat,D) meta/code-llama-instruct-34b-chat,mistralai/mixtral-8x7b-chat
consensus_summary.dev.43,meta/code-llama-instruct-34b-chat,Model C,WizardLM/WizardLM-13B-V1.2
hellaswag.val.1535,WizardLM/WizardLM-13B-V1.2,C,mistralai/mistral-7b-chat
grade-school-math.dev.1949,meta/code-llama-instruct-34b-chat,meta/code-llama-instruct-34b-chat,WizardLM/WizardLM-13B-V1.2
hellaswag.val.8156,WizardLM/WizardLM-13B-V1.2,B,zero-one-ai/Yi-34B-Chat
