sample_id,phi_prediction,phi_correctness,phi_cost,WizardLM/WizardLM-13B-V1.2_correctness,WizardLM/WizardLM-13B-V1.2_cost,claude-instant-v1_correctness,claude-instant-v1_cost,claude-v1_correctness,claude-v1_cost,claude-v2_correctness,claude-v2_cost,gpt-3.5-turbo-1106_correctness,gpt-3.5-turbo-1106_cost,gpt-4-1106-preview_correctness,gpt-4-1106-preview_cost,meta/code-llama-instruct-34b-chat_correctness,meta/code-llama-instruct-34b-chat_cost,meta/llama-2-70b-chat_correctness,meta/llama-2-70b-chat_cost,mistralai/mistral-7b-chat_correctness,mistralai/mistral-7b-chat_cost,mistralai/mixtral-8x7b-chat_correctness,mistralai/mixtral-8x7b-chat_cost,zero-one-ai/Yi-34B-Chat_correctness,zero-one-ai/Yi-34B-Chat_cost
mmlu-professional-psychology.val.109,Model C,0.0,0.0,0.0,3.15e-05,0.0,8.480000000000001e-05,0.0,0.000848,0.0,0.000848,1.0,0.0001049999999999,1.0,0.00106,0.0,8.148e-05,0.0,9.45e-05,1.0,2.1e-05,1.0,6.3e-05,0.0,8.400000000000001e-05
chinese-lantern-riddles.dev.12,"Model C — correctness: 1, cost: 0.3

The prompt is asking for the meaning of a Chinese idiom (黯, which is a radical in Chinese characters) and the reasoning behind it. Model C",0.0,0.0,0.0,7.649999999999999e-05,0.0,0.0003799999999999,0.0,0.006296,0.0,0.004376,0.0,0.000236,0.0,0.0103,0.0,0.000180032,0.0,0.0002466,0.0,3.86e-05,0.0,0.0001968,0.0,0.0002
grade-school-math.dev.6467,meta/llama-2-70b-chat,0.25,0.0003798,0.25,0.0001779,0.75,0.0005415999999999,0.75,0.004504,0.25,0.007192,0.5,0.000456,0.75,0.00962,0.25,0.000396536,0.25,0.0003798,0.25,9.26e-05,0.75,0.0002076,0.25,0.0004384
hellaswag.val.553,B) remove the baking sheet from the oven,0.0,0.0,1.0,3.15e-05,1.0,8.480000000000001e-05,1.0,0.000848,1.0,0.000848,1.0,0.000107,1.0,0.00109,0.0,8.148e-05,1.0,9.45e-05,0.0,2.1e-05,0.0,6.3e-05,1.0,8.320000000000002e-05
consensus_summary.dev.189,N-A (None of the provided models directly address the question about family environment impacting cardiovascular fitness based on the given claims.),0.0,0.0,1.0,5.58e-05,0.5,0.0001456,0.5,0.001456,0.75,0.002608,0.5,0.0001799999999999,0.5,0.00182,0.75,0.000150544,0.75,0.0002277,0.75,3.88e-05,0.75,0.0001193999999999,0.5,0.0001424
mmlu-philosophy.val.105,claude-v2,1.0,0.000888,0.0,3.3e-05,1.0,8.88e-05,1.0,0.000888,1.0,0.000888,0.0,0.0001099999999999,0.0,0.00111,0.0,8.536000000000001e-05,0.0,9.9e-05,0.0,2.2e-05,0.0,6.6e-05,0.0,8.8e-05
grade-school-math.dev.6500,meta/llama-2-70b-chat,0.5,0.0003024,0.5,0.0001250999999999,0.75,0.0004776,0.75,0.00384,0.5,0.005448,0.5,0.000399,0.5,0.00639,0.75,0.000266944,0.5,0.0003024,0.25,0.0001028,0.5,0.0002243999999999,0.75,0.000376
grade-school-math.dev.1491,meta/llama-2-70b-chat,0.75,0.0003195,0.75,0.0001308,0.75,0.0003488,0.75,0.003752,0.75,0.004472,0.75,0.000376,0.75,0.0066999999999999,0.75,0.000242112,0.75,0.0003195,0.75,8.560000000000001e-05,0.75,0.0002112,0.75,0.00038
chinese_zodiac.dev.45,meta/llama-2-70b-chat,0.0,0.0001008,0.0,3.33e-05,0.0,9.2e-05,1.0,0.00092,0.0,0.00092,1.0,0.000113,1.0,0.00115,0.0,0.00010864,0.0,0.0001008,0.0,2.22e-05,1.0,6.659999999999999e-05,0.0,8.88e-05
mmlu-medical-genetics.val.52,Model B,0.0,0.0,1.0,3.24e-05,1.0,8.720000000000002e-05,1.0,0.000872,1.0,0.000872,1.0,0.000108,1.0,0.00109,0.0,8.380800000000001e-05,0.0,9.72e-05,0.0,2.1600000000000003e-05,1.0,6.48e-05,1.0,8.560000000000002e-05
arc-challenge.test.567,Model C,0.0,0.0,1.0,2.52e-05,1.0,6.800000000000001e-05,1.0,0.00068,1.0,0.00068,1.0,8.6e-05,1.0,0.00085,0.0,6.5184e-05,1.0,7.56e-05,0.0,1.6800000000000002e-05,1.0,5.04e-05,1.0,6.640000000000001e-05
mmlu-miscellaneous.val.768,"Model A — correctness: 1, cost: 0.8
Model B — correctness: 0, cost: 0.1
Model C — correctness: 0, cost: 0.2
Model D",0.0,0.0,0.0,2.4e-05,0.0,6.480000000000002e-05,0.0,0.000648,0.0,0.000648,0.0,7.999999999999999e-05,0.0,0.00081,0.0,6.208e-05,0.0,7.2e-05,0.0,1.6000000000000003e-05,0.0,4.8e-05,0.0,6.400000000000001e-05
mmlu-professional-law.val.1104,B) claude-v2,0.0,0.0,1.0,6.81e-05,1.0,0.0001824,1.0,0.0018239999999999,1.0,0.0018239999999999,1.0,0.000227,1.0,0.00228,0.0,0.0001761519999999,0.0,0.0002042999999999,0.0,4.5400000000000006e-05,1.0,0.0001362,0.0,0.0001816
hellaswag.val.2487,Model D,0.0,0.0,0.0,2.97e-05,1.0,8e-05,1.0,0.0008,1.0,0.0008,1.0,9.9e-05,1.0,0.001,0.0,7.682400000000001e-05,1.0,8.91e-05,0.0,1.98e-05,0.0,5.94e-05,1.0,7.840000000000001e-05
winogrande.dev.543,meta/llama-2-70b-chat,0.0,4.5e-05,0.0,1.5e-05,0.0,4.08e-05,0.0,0.000408,0.0,0.000408,1.0,5.2e-05,0.0,0.00054,1.0,3.880000000000001e-05,0.0,4.5e-05,1.0,1e-05,1.0,3e-05,0.0,3.92e-05
winogrande.dev.1173,Model B,0.0,0.0,1.0,1.59e-05,0.0,4.32e-05,0.0,0.000432,1.0,0.000432,1.0,5.5e-05,1.0,0.00057,0.0,4.1128e-05,1.0,4.77e-05,0.0,1.06e-05,0.0,3.18e-05,0.0,4.24e-05
mmlu-professional-accounting.val.137,claude-v2,0.0,0.000792,0.0,2.94e-05,0.0,7.920000000000001e-05,0.0,0.000792,0.0,0.000792,0.0,9.8e-05,1.0,0.00102,0.0,7.604800000000001e-05,0.0,8.82e-05,1.0,1.96e-05,1.0,5.88e-05,0.0,7.760000000000002e-05
mmlu-high-school-us-history.val.120,claude-v2,1.0,0.00304,0.0,0.0001137,0.0,0.000304,1.0,0.00304,1.0,0.00304,1.0,0.000379,1.0,0.0038,0.0,0.000294104,0.0,0.0003411,0.0,7.58e-05,1.0,0.0002274,1.0,0.0003032
hellaswag.val.293,Model C,0.0,0.0,0.0,3.63e-05,0.0,9.76e-05,0.0,0.000976,0.0,0.000976,0.0,0.000121,0.0,0.00122,1.0,9.3896e-05,0.0,0.000108,1.0,2.42e-05,0.0,7.259999999999999e-05,0.0,9.6e-05
mmlu-college-medicine.val.83,Meta/llama-2-70b-chat,0.0,0.0,1.0,2.85e-05,1.0,7.680000000000001e-05,1.0,0.000768,1.0,0.000768,1.0,9.5e-05,1.0,0.00096,0.0,7.372e-05,0.0,8.55e-05,0.0,1.9e-05,1.0,5.7e-05,1.0,7.520000000000001e-05
mmlu-business-ethics.val.58,D,0.0,0.0,1.0,5.22e-05,0.0,0.00014,0.0,0.0014,0.0,0.0014,0.0,0.000174,1.0,0.00178,0.0,0.000135024,0.0,0.0001566,1.0,3.48e-05,0.0,0.0001044,1.0,0.0001392
grade-school-math.dev.4117,meta/llama-2-70b-chat,0.25,0.0003015,0.25,0.0001574999999999,0.75,0.0005935999999999,0.25,0.006704,0.25,0.00548,0.75,0.000299,0.75,0.01261,0.25,0.000304968,0.25,0.0003015,0.25,9.1e-05,0.25,0.0002718,0.25,0.0003224
mmlu-astronomy.val.85,Model B,0.0,0.0,1.0,4.26e-05,1.0,0.0001144,1.0,0.0011439999999999,1.0,0.0011439999999999,1.0,0.0001419999999999,1.0,0.00143,0.0,0.000110192,0.0,0.0001278,0.0,2.84e-05,1.0,8.52e-05,1.0,0.0001136
consensus_summary.dev.282,Meta/llama-2-70b-chat,0.0,0.0,0.75,0.0001215,0.5,0.0006256,0.25,0.001816,0.25,0.004408,0.75,0.000403,0.75,0.00524,0.75,0.000285568,0.75,0.000432,0.75,6.48e-05,0.75,0.0001812,0.75,0.0002424
grade-school-math.dev.2701,meta/llama-2-70b-chat,0.25,0.0003789,0.75,0.0001977,0.25,0.000736,0.5,0.005104,0.75,0.005464,0.25,0.00068,0.75,0.00761,0.25,0.000369376,0.25,0.0003789,0.25,0.0001112,0.75,0.000267,0.25,0.0004576
grade-school-math.dev.4976,meta/llama-2-70b-chat,0.25,0.0003528,0.25,0.000156,0.75,0.0005304,0.25,0.006504,0.5,0.008424,0.75,0.000561,0.75,0.00996,0.25,0.000340664,0.25,0.0003528,0.25,9.26e-05,0.25,0.0002741999999999,0.75,0.0004696
mmlu-us-foreign-policy.val.58,Model C,0.0,0.0,1.0,2.7e-05,1.0,7.280000000000001e-05,1.0,0.000728,1.0,0.000728,1.0,8.999999999999999e-05,1.0,0.00091,0.0,6.984e-05,0.0,8.1e-05,0.0,1.8e-05,1.0,5.4e-05,0.0,7.120000000000001e-05
mmlu-professional-law.val.1359,claude-v2,1.0,0.002048,0.0,7.649999999999999e-05,1.0,0.0002048,1.0,0.002048,1.0,0.002048,1.0,0.000255,1.0,0.00256,0.0,0.00019788,0.0,0.0002295,0.0,5.1000000000000006e-05,0.0,0.0001529999999999,1.0,0.0002032
mmlu-sociology.val.78,D) Scapegoating,0.0,0.0,1.0,2.61e-05,1.0,7.04e-05,1.0,0.000704,1.0,0.000704,1.0,8.7e-05,1.0,0.0008799999999999,0.0,6.751200000000001e-05,0.0,7.83e-05,1.0,1.74e-05,1.0,5.22e-05,1.0,6.88e-05
mmlu-moral-scenarios.val.208,"B) Not wrong, Wrong",0.0,0.0,0.0,4.2e-05,1.0,0.0001128,1.0,0.0011279999999999,1.0,0.0011279999999999,0.0,0.00014,1.0,0.0014399999999999,0.0,0.00010864,0.0,0.000126,0.0,2.8e-05,1.0,8.4e-05,1.0,0.0001112
grade-school-math.dev.5044,meta/llama-2-70b-chat,0.75,0.0003123,0.75,0.0001467,0.75,0.0004464,0.75,0.0038399999999999,0.75,0.005592,0.75,0.000542,0.5,0.00711,0.75,0.00029876,0.75,0.0003123,0.75,8.560000000000001e-05,0.75,0.0002399999999999,0.75,0.0003472
grade-school-math.dev.6302,meta/llama-2-70b-chat,0.75,0.0003438,0.25,0.0001944,0.75,0.0005552,0.75,0.004064,0.75,0.005672,0.75,0.000569,0.75,0.00748,0.25,0.000354632,0.75,0.0003438,0.25,9.48e-05,0.25,0.0002718,0.75,0.0004024
mmlu-high-school-biology.val.65,Model B,0.0,0.0,0.0,2.58e-05,0.0,6.960000000000001e-05,0.0,0.000696,0.0,0.000696,0.0,8.599999999999999e-05,1.0,0.00087,0.0,6.673599999999999e-05,0.0,7.740000000000001e-05,0.0,1.72e-05,0.0,5.16e-05,1.0,6.88e-05
hellaswag.val.470,Model C,0.0,0.0,1.0,3.51e-05,1.0,9.44e-05,1.0,0.000944,1.0,0.000944,1.0,0.000119,1.0,0.00118,0.0,9.0792e-05,1.0,0.0001053,0.0,2.34e-05,0.0,7.02e-05,1.0,9.36e-05
hellaswag.val.4538,B,0.0,0.0,0.0,7.439999999999999e-05,1.0,0.0001992,1.0,0.001992,1.0,0.001992,1.0,0.00025,1.0,0.00249,0.0,0.000192448,1.0,0.0002223,0.0,4.9600000000000006e-05,1.0,0.0001487999999999,1.0,0.0001976
arc-challenge.test.1078,Model C,0.0,0.0,0.0,3.3600000000000004e-05,0.0,9.04e-05,0.0,0.000904,0.0,0.000904,1.0,0.000114,1.0,0.00113,0.0,8.6912e-05,0.0,0.0001008,0.0,2.24e-05,1.0,6.720000000000001e-05,0.0,8.88e-05
arc-challenge.test.570,Model C,0.0,0.0,1.0,2.49e-05,1.0,6.720000000000001e-05,1.0,0.000672,1.0,0.000672,0.0,8.5e-05,1.0,0.0008399999999999,0.0,6.4408e-05,1.0,7.470000000000001e-05,0.0,1.66e-05,1.0,4.98e-05,1.0,6.560000000000001e-05
mmlu-college-mathematics.val.77,Model C (meta/llama-2-70b-chat),0.0,0.0,0.0,3e-05,1.0,8.080000000000001e-05,1.0,0.000808,1.0,0.000808,1.0,0.0001,1.0,0.00101,0.0,7.76e-05,0.0,9e-05,0.0,2e-05,1.0,6e-05,1.0,7.920000000000001e-05
mmlu-moral-disputes.val.225,B,0.0,0.0,1.0,2.28e-05,1.0,6.16e-05,1.0,0.000616,1.0,0.000616,1.0,7.599999999999999e-05,1.0,0.00077,0.0,5.8976e-05,0.0,6.840000000000001e-05,0.0,1.52e-05,1.0,4.56e-05,1.0,6e-05
mmlu-jurisprudence.val.72,Model C,0.0,0.0,0.0,2.28e-05,1.0,6.16e-05,1.0,0.000616,1.0,0.000616,0.0,7.599999999999999e-05,1.0,0.00077,0.0,5.8976e-05,0.0,6.840000000000001e-05,0.0,1.52e-05,1.0,4.56e-05,1.0,6e-05
winogrande.dev.604,Model B,0.0,0.0,0.0,1.6800000000000002e-05,0.0,4.56e-05,1.0,0.0004559999999999,1.0,0.0004559999999999,0.0,5.8e-05,1.0,0.0006,0.0,4.3456000000000005e-05,1.0,5.0400000000000005e-05,0.0,1.12e-05,0.0,3.3600000000000004e-05,0.0,4.4e-05
mmlu-high-school-computer-science.val.70,Model C,0.0,0.0,1.0,3.39e-05,0.0,9.120000000000002e-05,0.0,0.000912,0.0,0.000912,0.0,0.000113,1.0,0.00114,0.0,8.768799999999999e-05,0.0,0.0001017,1.0,2.2600000000000004e-05,0.0,6.72e-05,1.0,9.040000000000002e-05
grade-school-math.dev.6230,meta/llama-2-70b-chat,0.25,0.0003474,0.25,0.0001629,0.25,0.000548,0.75,0.004736,0.75,0.005312,0.75,0.000477,0.75,0.0066099999999999,0.75,0.000313504,0.25,0.0003474,0.25,0.0001062,0.75,0.000264,0.75,0.000316
hellaswag.val.4042,D) claude-v2,0.0,0.0,0.0,9.03e-05,1.0,0.0002416,1.0,0.002416,1.0,0.002416,1.0,0.000303,1.0,0.00302,0.0,0.000233576,1.0,0.0002709,0.0,6.0200000000000006e-05,0.0,0.0001806,1.0,0.00024
winogrande.dev.953,meta/llama-2-70b-chat,0.0,5.0400000000000005e-05,0.0,1.6800000000000002e-05,1.0,4.56e-05,1.0,0.0004559999999999,1.0,0.0004559999999999,1.0,5.8e-05,1.0,0.0006,0.0,4.4232000000000006e-05,0.0,5.0400000000000005e-05,1.0,1.12e-05,1.0,3.3600000000000004e-05,1.0,4.4e-05
hellaswag.val.8239,D,0.0,0.0,0.0,7.89e-05,0.0,0.0002144,0.0,0.00212,0.0,0.002144,1.0,0.000266,1.0,0.00265,0.0,0.000204864,0.0,0.0002367,0.0,5.280000000000001e-05,0.0,0.0001584,0.0,0.0002104
hellaswag.val.9774,D) claude-v2,0.0,0.0,0.0,6.84e-05,1.0,0.0001856,0.0,0.0018319999999999,1.0,0.0018319999999999,1.0,0.0002299999999999,1.0,0.00229,0.0,0.000176928,1.0,0.0002043,0.0,4.56e-05,1.0,0.0001368,1.0,0.0001816
abstract2title.test.247,meta/llama-2-70b-chat,1.0,0.0002538,1.0,4.83e-05,1.0,0.0001608,1.0,0.00192,1.0,0.001872,1.0,0.000154,1.0,0.0021,1.0,0.00012028,1.0,0.0002538,1.0,2.82e-05,1.0,0.0001338,1.0,0.000112
mmlu-high-school-world-history.val.9,meta/llama-2-70b-chat,0.0,0.0004959,1.0,0.0001652999999999,1.0,0.0004416,1.0,0.004416,1.0,0.004416,1.0,0.000551,1.0,0.00552,0.0,0.000427576,0.0,0.0004959,0.0,0.0001102,1.0,0.0003305999999999,1.0,0.00044
mmlu-professional-law.val.554,claude-v2,0.0,0.002168,0.0,8.099999999999999e-05,0.0,0.0002168,0.0,0.002168,0.0,0.002168,0.0,0.00027,0.0,0.00271,0.0,0.00020952,0.0,0.000243,1.0,5.4000000000000005e-05,0.0,0.0001619999999999,0.0,0.0002152
mmlu-professional-law.val.423,claude-v2,1.0,0.001928,0.0,7.199999999999999e-05,0.0,0.0001928,0.0,0.001928,1.0,0.001928,0.0,0.00024,0.0,0.00241,0.0,0.00018624,0.0,0.000216,0.0,4.8e-05,0.0,0.0001439999999999,1.0,0.0001911999999999
hellaswag.val.3654,A,0.0,0.0,1.0,8.519999999999998e-05,1.0,0.0002288,0.0,0.002288,1.0,0.002288,0.0,0.000287,1.0,0.00289,1.0,0.00022116,1.0,0.0002565,1.0,5.7e-05,1.0,0.0001709999999999,1.0,0.0002272
chinese_zodiac.dev.383,meta/llama-2-70b-chat,0.0,0.0001215,0.0,3.75e-05,0.0,9.2e-05,1.0,0.00092,0.0,0.00092,0.0,0.000113,1.0,0.00115,0.0,0.000113296,0.0,0.0001215,0.0,2.22e-05,1.0,6.659999999999999e-05,0.0,9.44e-05
arc-challenge.test.408,"Model A — correctness: 1, cost: 0.8
Model B — correctness: 0, cost: 0.1
Model C — correctness: 1, cost: 0.6
Model D",0.0,0.0,0.0,3.3e-05,0.0,8.88e-05,0.0,0.000888,0.0,0.000888,0.0,0.000112,1.0,0.00111,1.0,8.536000000000001e-05,0.0,9.9e-05,1.0,2.2e-05,0.0,6.6e-05,0.0,8.72e-05
mmlu-professional-accounting.val.52,Model C,0.0,0.0,0.0,3.69e-05,0.0,9.92e-05,0.0,0.000992,0.0,0.000992,0.0,0.000123,1.0,0.00124,0.0,9.5448e-05,0.0,0.0001107,1.0,2.46e-05,1.0,7.379999999999999e-05,0.0,9.84e-05
grade-school-math.dev.611,meta/llama-2-70b-chat,0.75,0.0003995999999999,0.25,0.0001307999999999,0.25,0.0002608,0.75,0.005464,0.75,0.005416,0.75,0.000483,0.75,0.00917,0.25,0.00034144,0.75,0.0003995999999999,0.25,8.740000000000001e-05,0.75,0.0002316,0.75,0.0003464
grade-school-math.dev.3476,meta/llama-2-70b-chat,0.75,0.0003015,0.75,0.0001233,0.75,0.0004368,0.5,0.003864,0.5,0.004776,0.25,0.000283,0.5,0.00531,0.75,0.000261512,0.75,0.0003015,0.75,7.48e-05,0.75,0.0002279999999999,0.75,0.0003288
mmlu-professional-law.val.1449,D,0.0,0.0,0.0,5.52e-05,1.0,0.0001488,1.0,0.001488,1.0,0.001488,0.0,0.000185,1.0,0.00186,0.0,0.00014356,0.0,0.0001665,0.0,3.7000000000000005e-05,1.0,0.000111,1.0,0.0001472
mmlu-world-religions.val.7,B,0.0,0.0,0.0,2.52e-05,1.0,6.800000000000001e-05,1.0,0.00068,1.0,0.00068,1.0,8.4e-05,1.0,0.00085,0.0,6.5184e-05,0.0,7.56e-05,0.0,1.6800000000000002e-05,1.0,5.04e-05,1.0,6.640000000000001e-05
hellaswag.val.7887,D) claude-v2,0.0,0.0,0.0,8.01e-05,1.0,0.0002144,0.0,0.002144,1.0,0.002144,0.0,0.000269,1.0,0.00268,0.0,0.000207192,0.0,0.0002402999999999,0.0,5.34e-05,0.0,0.0001602,1.0,0.0002128
mmlu-econometrics.val.103,C) claude-v2,0.0,0.0,1.0,4.14e-05,0.0,0.0001112,0.0,0.001112,0.0,0.001112,0.0,0.000138,0.0,0.00139,0.0,0.000106312,0.0,0.0001241999999999,0.0,2.7600000000000003e-05,0.0,8.28e-05,0.0,0.0001104
hellaswag.val.4426,D,0.0,0.0,0.0,6.989999999999999e-05,1.0,0.0001872,0.0,0.001872,1.0,0.001872,1.0,0.000233,1.0,0.00234,0.0,0.000180808,1.0,0.0002088,0.0,4.660000000000001e-05,0.0,0.0001397999999999,1.0,0.0001856
hellaswag.val.4339,C),0.0,0.0,0.0,8.819999999999999e-05,1.0,0.000236,1.0,0.00236,1.0,0.00236,1.0,0.000296,1.0,0.00298,0.0,0.000228144,1.0,0.0002646,0.0,5.8800000000000006e-05,0.0,0.0001763999999999,1.0,0.0002344
hellaswag.val.4793,D,0.0,0.0,1.0,7.47e-05,1.0,0.0002024,1.0,0.002,1.0,0.002,1.0,0.000251,1.0,0.00253,1.0,0.0001932239999999,1.0,0.0002232,1.0,4.980000000000001e-05,1.0,0.0001494,1.0,0.0001984
mmlu-professional-accounting.val.170,Model C,0.0,0.0,0.0,3.6e-05,1.0,9.68e-05,1.0,0.000968,1.0,0.000968,1.0,0.0001199999999999,1.0,0.00124,0.0,9.312e-05,0.0,0.000108,0.0,2.4e-05,0.0,7.2e-05,1.0,9.52e-05
hellaswag.val.1480,claude-v2,0.0,0.000712,0.0,2.64e-05,0.0,7.12e-05,1.0,0.000712,0.0,0.000712,1.0,9e-05,1.0,0.00089,0.0,6.828800000000001e-05,1.0,7.83e-05,0.0,1.7599999999999998e-05,0.0,5.28e-05,1.0,6.96e-05
winogrande.dev.745,meta/llama-2-70b-chat,0.0,4.770000000000001e-05,0.0,1.59e-05,0.0,4.4e-05,1.0,0.0004399999999999,0.0,0.0004399999999999,0.0,5.6e-05,0.0,0.0005499999999999,1.0,4.1904e-05,0.0,4.770000000000001e-05,1.0,1.08e-05,1.0,3.24e-05,0.0,4.32e-05
mmlu-professional-psychology.val.468,Model D,0.0,0.0,1.0,3.93e-05,0.0,0.0001056,1.0,0.0010559999999999,0.0,0.0010559999999999,0.0,0.0001309999999999,1.0,0.00132,0.0,0.000101656,0.0,0.0001179,0.0,2.62e-05,0.0,7.86e-05,0.0,0.0001048
chinese_zodiac.dev.134,meta/llama-2-70b-chat,0.0,0.0001152,0.0,3.3600000000000004e-05,0.0,9.28e-05,1.0,0.000928,0.0,0.000928,0.0,0.000114,0.0,0.00116,0.0,0.000107864,0.0,0.0001152,0.0,2.24e-05,0.0,6.720000000000001e-05,0.0,9.28e-05
mmlu-professional-law.val.814,claude-v2,1.0,0.00284,0.0,0.0001061999999999,1.0,0.000284,1.0,0.00284,1.0,0.00284,1.0,0.000356,1.0,0.00355,0.0,0.0002747039999999,0.0,0.0003186,0.0,7.08e-05,1.0,0.0002123999999999,1.0,0.0002824
mtbench.dev.3,"Correct choice: claude-v2

This model is chosen because it is designed to handle complex language tasks, including rephrasing and incorporating literary devices like metaphors and similes. The ""v2"" version suggests an",0.0,0.0,0.9,0.0003209999999999,1.0,0.0016776,0.7,0.018216,1.0,0.012768,1.0,0.0009029999999999,1.0,0.03033,0.9,0.000466376,0.9,0.0009198,0.4,0.0001424,1.0,0.0006575999999999,1.0,0.0006768
mmlu-miscellaneous.val.781,Model B,0.0,0.0,1.0,1.95e-05,1.0,5.28e-05,1.0,0.000528,1.0,0.000528,1.0,6.7e-05,1.0,0.00066,0.0,5.044e-05,0.0,5.8500000000000006e-05,0.0,1.3e-05,1.0,3.9e-05,1.0,5.12e-05
hellaswag.val.3409,claude-v2,1.0,0.002112,0.0,7.89e-05,0.0,0.0002136,0.0,0.002112,1.0,0.002112,1.0,0.000265,1.0,0.00264,0.0,0.000204088,1.0,0.0002358,0.0,5.260000000000001e-05,0.0,0.0001578,1.0,0.0002096
